***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************																
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:														
08/02/2016	14:03:48	722		7.1404	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.272	---	---	---	178.663	---	---	---	5.179	---	---	---	
08/02/2016	14:03:49	723		7.1389	---	---	---	20	---	---	---	1018.27	55.309	---	---	---	22.274	---	---	---	178.669	---	---	---	5.171	---	---	---	
08/02/2016	14:03:50	724		7.1379	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.276	---	---	---	178.679	---	---	---	5.194	---	---	---	
08/02/2016	14:03:51	725		7.133	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.284	---	---	---	178.724	---	---	---	5.199	---	---	---	
08/02/2016	14:03:52	726		7.1317	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.286	---	---	---	178.745	---	---	---	5.222	---	---	---	
08/02/2016	14:03:53	727		7.1284	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.291	---	---	---	178.782	---	---	---	5.21	---	---	---	
08/02/2016	14:03:54	728		7.1249	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.297	---	---	---	178.788	---	---	---	5.21	---	---	---	
08/02/2016	14:03:55	729		7.1247	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.297	---	---	---	178.829	---	---	---	5.201	---	---	---	
08/02/2016	14:03:56	730		7.121	---	---	---	20	---	---	---	1018.2	55.309	---	---	---	22.303	---	---	---	178.855	---	---	---	5.202	---	---	---	
08/02/2016	14:03:57	731		7.1223	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.301	---	---	---	178.893	---	---	---	5.224	---	---	---	
08/02/2016	14:03:58	732		7.1182	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.308	---	---	---	178.899	---	---	---	5.231	---	---	---	
08/02/2016	14:03:59	733		7.1217	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.302	---	---	---	178.928	---	---	---	5.241	---	---	---	
08/02/2016	14:04:00	734		7.1167	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.31	---	---	---	178.942	---	---	---	5.216	---	---	---	
08/02/2016	14:04:01	735		7.1149	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.313	---	---	---	178.989	---	---	---	5.2	---	---	---	
08/02/2016	14:04:02	736		7.1118	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.318	---	---	---	179.021	---	---	---	5.186	---	---	---	
08/02/2016	14:04:03	737		7.1137	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.315	---	---	---	179.033	---	---	---	5.19	---	---	---	
08/02/2016	14:04:04	738		7.1155	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.312	---	---	---	179.036	---	---	---	5.184	---	---	---	
08/02/2016	14:04:05	739		7.1112	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.319	---	---	---	179.025	---	---	---	5.191	---	---	---	
08/02/2016	14:04:06	740		7.1089	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.323	---	---	---	179.059	---	---	---	5.197	---	---	---	
08/02/2016	14:04:07	741		7.104	---	---	---	20	---	---	---	1018.28	55.309	---	---	---	22.331	---	---	---	179.077	---	---	---	5.22	---	---	---	
08/02/2016	14:04:08	742		7.1061	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.327	---	---	---	179.109	---	---	---	5.232	---	---	---	
08/02/2016	14:04:09	743		7.1057	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.328	---	---	---	179.105	---	---	---	5.233	---	---	---	
08/02/2016	14:04:10	744		7.1065	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.327	---	---	---	179.135	---	---	---	5.237	---	---	---	
08/02/2016	14:04:11	745		7.1055	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.328	---	---	---	179.169	---	---	---	5.211	---	---	---	
08/02/2016	14:04:12	746		7.1008	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.336	---	---	---	179.222	---	---	---	5.211	---	---	---	
08/02/2016	14:04:13	747		7.0971	---	---	---	20	---	---	---	1018.21	55.309	---	---	---	22.342	---	---	---	179.262	---	---	---	5.185	---	---	---	
08/02/2016	14:04:14	748		7.0957	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.344	---	---	---	179.289	---	---	---	5.194	---	---	---	
08/02/2016	14:04:15	749		7.0969	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.342	---	---	---	179.294	---	---	---	5.194	---	---	---	
08/02/2016	14:04:16	750		7.0988	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.339	---	---	---	179.298	---	---	---	5.212	---	---	---	
08/02/2016	14:04:17	751		7.0951	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.345	---	---	---	179.326	---	---	---	5.228	---	---	---	
08/02/2016	14:04:18	752		7.0957	---	---	---	20	---	---	---	1018.21	55.309	---	---	---	22.344	---	---	---	179.363	---	---	---	5.234	---	---	---	
08/02/2016	14:04:19	753		7.0943	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.346	---	---	---	179.398	---	---	---	5.243	---	---	---	
08/02/2016	14:04:20	754		7.0926	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.349	---	---	---	179.38	---	---	---	5.23	---	---	---	
08/02/2016	14:04:21	755		7.0916	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.351	---	---	---	179.376	---	---	---	5.234	---	---	---	
08/02/2016	14:04:22	756		7.0897	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.354	---	---	---	179.343	---	---	---	5.209	---	---	---	
08/02/2016	14:04:23	757		7.0914	---	---	---	20	---	---	---	1018.21	55.309	---	---	---	22.351	---	---	---	179.378	---	---	---	5.209	---	---	---	
08/02/2016	14:04:24	758		7.0875	---	---	---	20	---	---	---	1018.19	55.309	---	---	---	22.357	---	---	---	179.422	---	---	---	5.204	---	---	---	
08/02/2016	14:04:25	759		7.0834	---	---	---	20	---	---	---	1018.2	55.309	---	---	---	22.364	---	---	---	179.478	---	---	---	5.207	---	---	---	
08/02/2016	14:04:26	760		7.0828	---	---	---	20	---	---	---	1018.2	55.309	---	---	---	22.365	---	---	---	179.506	---	---	---	5.204	---	---	---	
08/02/2016	14:04:27	761		7.0802	---	---	---	20	---	---	---	1018.19	55.309	---	---	---	22.369	---	---	---	179.528	---	---	---	5.192	---	---	---	
08/02/2016	14:04:28	762		7.0831	---	---	---	20	---	---	---	1018.21	55.309	---	---	---	22.365	---	---	---	179.554	---	---	---	5.199	---	---	---	
08/02/2016	14:04:29	763		7.0825	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.366	---	---	---	179.583	---	---	---	5.218	---	---	---	
08/02/2016	14:04:30	764		7.0864	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.359	---	---	---	179.615	---	---	---	5.228	---	---	---	
08/02/2016	14:04:31	765		7.0829	---	---	---	20	---	---	---	1018.26	55.309	---	---	---	22.365	---	---	---	179.621	---	---	---	5.218	---	---	---	
08/02/2016	14:04:32	766		7.0812	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.368	---	---	---	179.636	---	---	---	5.188	---	---	---	
08/02/2016	14:04:33	767		7.0798	---	---	---	20	---	---	---	1018.25	55.309	---	---	---	22.37	---	---	---	179.645	---	---	---	5.187	---	---	---	
08/02/2016	14:04:34	768		7.0798	---	---	---	20	---	---	---	1018.23	55.309	---	---	---	22.37	---	---	---	179.697	---	---	---	5.19	---	---	---	
08/02/2016	14:04:35	769		7.0757	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.377	---	---	---	179.697	---	---	---	5.229	---	---	---	
08/02/2016	14:04:36	770		7.0723	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.382	---	---	---	179.701	---	---	---	5.236	---	---	---	
08/02/2016	14:04:37	771		7.0706	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.385	---	---	---	179.688	---	---	---	5.249	---	---	---	
08/02/2016	14:04:38	772		7.0733	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.381	---	---	---	179.71	---	---	---	5.236	---	---	---	
08/02/2016	14:04:39	773		7.0745	---	---	---	20	---	---	---	1018.24	55.309	---	---	---	22.379	---	---	---	179.72	---	---	---	5.224	---	---	---	
08/02/2016	14:04:40	774		7.0751	---	---	---	20	---	---	---	1018.22	55.309	---	---	---	22.378	---	---	---	179.733	---	---	---	5.216	---	---	---	
08/02/2016	14:04:41	775		7.0694	---	---	---	20	---	---	---	1018.24	55.317	---	---	---	22.387	---	---	---	179.754	---	---	---	5.215	---	---	---	
08/02/2016	14:04:42	776		7.0651	---	---	---	20	---	---	---	1018.26	55.317	---	---	---	22.394	---	---	---	179.778	---	---	---	5.235	---	---	---	
08/02/2016	14:04:43	777		7.0645	---	---	---	20	---	---	---	1018.26	55.324	---	---	---	22.395	---	---	---	179.796	---	---	---	5.229	---	---	---	
08/02/2016	14:04:44	778		7.0635	---	---	---	20	---	---	---	1018.24	55.324	---	---	---	22.397	---	---	---	179.817	---	---	---	5.212	---	---	---	
08/02/2016	14:04:45	779		7.0631	---	---	---	20	---	---	---	1018.22	55.332	---	---	---	22.397	---	---	---	179.839	---	---	---	5.204	---	---	---	
08/02/2016	14:04:46	780		7.0576	---	---	---	20	---	---	---	1018.23	55.332	---	---	---	22.406	---	---	---	179.868	---	---	---	5.216	---	---	---	
08/02/2016	14:04:47	781		7.0552	---	---	---	20	---	---	---	1018.24	55.324	---	---	---	22.41	---	---	---	179.907	---	---	---	5.219	---	---	---	
08/02/2016	14:04:48	782		7.0534	---	---	---	20	---	---	---	1018.25	55.324	---	---	---	22.413	---	---	---	179.948	---	---	---	5.206	---	---	---	
08/02/2016	14:04:49	783		7.0536	---	---	---	20	---	---	---	1018.22	55.324	---	---	---	22.413	---	---	---	179.983	---	---	---	5.196	---	---	---	
08/02/2016	14:04:50	784		7.0568	---	---	---	20	---	---	---	1018.22	55.332	---	---	---	22.408	---	---	---	179.998	---	---	---	5.194	---	---	---	
08/02/2016	14:04:51	785		7.0577	---	---	---	20	---	---	---	1018.22	55.332	---	---	---	22.406	---	---	---	180.015	---	---	---	5.207	---	---	---	
08/02/2016	14:04:52	786		7.0548	---	---	---	20	---	---	---	1018.25	55.332	---	---	---	22.411	---	---	---	180.022	---	---	---	5.219	---	---	---	
08/02/2016	14:04:53	787		7.0497	---	---	---	20	---	---	---	1018.23	55.332	---	---	---	22.419	---	---	---	180.049	---	---	---	5.233	---	---	---	
08/02/2016	14:04:54	788		7.0491	---	---	---	20	---	---	---	1018.24	55.332	---	---	---	22.42	---	---	---	180.06	---	---	---	5.223	---	---	---	
08/02/2016	14:04:55	789		7.0502	---	---	---	20	---	---	---	1018.23	55.332	---	---	---	22.419	---	---	---	180.09	---	---	---	5.209	---	---	---	
08/02/2016	14:04:56	790		7.0534	---	---	---	20	---	---	---	1018.25	55.332	---	---	---	22.413	---	---	---	180.109	---	---	---	5.197	---	---	---	
08/02/2016	14:04:57	791		7.0524	---	---	---	20	---	---	---	1018.21	55.332	---	---	---	22.415	---	---	---	180.132	---	---	---	5.203	---	---	---	
08/02/2016	14:04:58	792		7.0492	---	---	---	20	---	---	---	1018.21	55.342	---	---	---	22.42	---	---	---	180.145	---	---	---	5.226	---	---	---	
08/02/2016	14:04:59	793		7.0463	---	---	---	20	---	---	---	1018.22	55.342	---	---	---	22.425	---	---	---	180.163	---	---	---	5.228	---	---	---	
08/02/2016	14:05:00	794		7.0457	---	---	---	20	---	---	---	1018.25	55.353	---	---	---	22.426	---	---	---	180.196	---	---	---	5.226	---	---	---	
08/02/2016	14:05:01	795		7.0463	---	---	---	20	---	---	---	1018.25	55.342	---	---	---	22.425	---	---	---	180.233	---	---	---	5.215	---	---	---	
08/02/2016	14:05:02	796		7.0443	---	---	---	20	---	---	---	1018.24	55.353	---	---	---	22.428	---	---	---	180.245	---	---	---	5.208	---	---	---	
08/02/2016	14:05:03	797		7.0449	---	---	---	20	---	---	---	1018.21	55.353	---	---	---	22.427	---	---	---	180.264	---	---	---	5.204	---	---	---	
08/02/2016	14:05:04	798		7.0392	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.437	---	---	---	180.258	---	---	---	5.191	---	---	---	
08/02/2016	14:05:05	799		7.0378	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.439	---	---	---	180.283	---	---	---	5.203	---	---	---	
08/02/2016	14:05:06	800		7.0315	---	---	---	20	---	---	---	1018.27	55.363	---	---	---	22.449	---	---	---	180.285	---	---	---	5.194	---	---	---	
08/02/2016	14:05:07	801		7.034	---	---	---	20	---	---	---	1018.25	55.363	---	---	---	22.445	---	---	---	180.31	---	---	---	5.204	---	---	---	
08/02/2016	14:05:08	802		7.0325	---	---	---	20	---	---	---	1018.26	55.363	---	---	---	22.448	---	---	---	180.327	---	---	---	5.199	---	---	---	
08/02/2016	14:05:09	803		7.0324	---	---	---	20	---	---	---	1018.25	55.363	---	---	---	22.448	---	---	---	180.345	---	---	---	5.224	---	---	---	
08/02/2016	14:05:10	804		7.0291	---	---	---	20	---	---	---	1018.25	55.363	---	---	---	22.453	---	---	---	180.373	---	---	---	5.225	---	---	---	
08/02/2016	14:05:11	805		7.0259	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.459	---	---	---	180.412	---	---	---	5.237	---	---	---	
08/02/2016	14:05:12	806		7.0231	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.463	---	---	---	180.459	---	---	---	5.229	---	---	---	
08/02/2016	14:05:13	807		7.0229	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.464	---	---	---	180.482	---	---	---	5.213	---	---	---	
08/02/2016	14:05:14	808		7.0231	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.463	---	---	---	180.502	---	---	---	5.21	---	---	---	
08/02/2016	14:05:15	809		7.0219	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.465	---	---	---	180.516	---	---	---	5.205	---	---	---	
08/02/2016	14:05:16	810		7.0243	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.461	---	---	---	180.55	---	---	---	5.228	---	---	---	
08/02/2016	14:05:17	811		7.0221	---	---	---	20	---	---	---	1018.2	55.363	---	---	---	22.465	---	---	---	180.57	---	---	---	5.228	---	---	---	
08/02/2016	14:05:18	812		7.0203	---	---	---	20	---	---	---	1018.2	55.363	---	---	---	22.468	---	---	---	180.601	---	---	---	5.233	---	---	---	
08/02/2016	14:05:19	813		7.0158	---	---	---	20	---	---	---	1018.19	55.363	---	---	---	22.475	---	---	---	180.616	---	---	---	5.212	---	---	---	
08/02/2016	14:05:20	814		7.0168	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.474	---	---	---	180.632	---	---	---	5.201	---	---	---	
08/02/2016	14:05:21	815		7.017	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.473	---	---	---	180.631	---	---	---	5.204	---	---	---	
08/02/2016	14:05:22	816		7.015	---	---	---	20	---	---	---	1018.26	55.363	---	---	---	22.477	---	---	---	180.637	---	---	---	5.229	---	---	---	
08/02/2016	14:05:23	817		7.0104	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.484	---	---	---	180.635	---	---	---	5.248	---	---	---	
08/02/2016	14:05:24	818		7.0106	---	---	---	20	---	---	---	1018.25	55.363	---	---	---	22.484	---	---	---	180.651	---	---	---	5.239	---	---	---	
08/02/2016	14:05:25	819		7.0116	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.482	---	---	---	180.671	---	---	---	5.226	---	---	---	
08/02/2016	14:05:26	820		7.014	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.478	---	---	---	180.7	---	---	---	5.206	---	---	---	
08/02/2016	14:05:27	821		7.0104	---	---	---	20	---	---	---	1018.21	55.363	---	---	---	22.484	---	---	---	180.713	---	---	---	5.208	---	---	---	
08/02/2016	14:05:28	822		7.0112	---	---	---	20	---	---	---	1018.21	55.363	---	---	---	22.483	---	---	---	180.751	---	---	---	5.206	---	---	---	
08/02/2016	14:05:29	823		7.0122	---	---	---	20	---	---	---	1018.2	55.363	---	---	---	22.481	---	---	---	180.758	---	---	---	5.224	---	---	---	
08/02/2016	14:05:30	824		7.0125	---	---	---	20	---	---	---	1018.19	55.363	---	---	---	22.481	---	---	---	180.789	---	---	---	5.224	---	---	---	
08/02/2016	14:05:31	825		7.0062	---	---	---	20	---	---	---	1018.2	55.363	---	---	---	22.491	---	---	---	180.786	---	---	---	5.2	---	---	---	
08/02/2016	14:05:32	826		6.9981	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.505	---	---	---	180.845	---	---	---	5.19	---	---	---	
08/02/2016	14:05:33	827		6.9933	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.513	---	---	---	180.864	---	---	---	5.187	---	---	---	
08/02/2016	14:05:34	828		6.9909	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.517	---	---	---	180.918	---	---	---	5.203	---	---	---	
08/02/2016	14:05:35	829		6.9886	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.52	---	---	---	180.921	---	---	---	5.19	---	---	---	
08/02/2016	14:05:36	830		6.9911	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.516	---	---	---	180.961	---	---	---	5.207	---	---	---	
08/02/2016	14:05:37	831		6.9897	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.519	---	---	---	180.952	---	---	---	5.211	---	---	---	
08/02/2016	14:05:38	832		6.9919	---	---	---	20	---	---	---	1018.21	55.363	---	---	---	22.515	---	---	---	180.972	---	---	---	5.236	---	---	---	
08/02/2016	14:05:39	833		6.9875	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.522	---	---	---	180.979	---	---	---	5.229	---	---	---	
08/02/2016	14:05:40	834		6.9869	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.523	---	---	---	181.014	---	---	---	5.222	---	---	---	
08/02/2016	14:05:41	835		6.983	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.53	---	---	---	181.024	---	---	---	5.209	---	---	---	
08/02/2016	14:05:42	836		6.98	---	---	---	20	---	---	---	1018.2	55.363	---	---	---	22.535	---	---	---	181.041	---	---	---	5.198	---	---	---	
08/02/2016	14:05:43	837		6.9827	---	---	---	20	---	---	---	1018.18	55.363	---	---	---	22.53	---	---	---	181.071	---	---	---	5.208	---	---	---	
08/02/2016	14:05:44	838		6.9823	---	---	---	20	---	---	---	1018.21	55.363	---	---	---	22.531	---	---	---	181.122	---	---	---	5.221	---	---	---	
08/02/2016	14:05:45	839		6.9847	---	---	---	20	---	---	---	1018.23	55.363	---	---	---	22.527	---	---	---	181.166	---	---	---	5.223	---	---	---	
08/02/2016	14:05:46	840		6.9789	---	---	---	20	---	---	---	1018.22	55.363	---	---	---	22.537	---	---	---	181.197	---	---	---	5.226	---	---	---	
08/02/2016	14:05:47	841		6.9781	---	---	---	20	---	---	---	1018.21	55.373	---	---	---	22.538	---	---	---	181.228	---	---	---	5.229	---	---	---	
08/02/2016	14:05:48	842		6.9725	---	---	---	20	---	---	---	1018.21	55.383	---	---	---	22.547	---	---	---	181.242	---	---	---	5.239	---	---	---	
08/02/2016	14:05:49	843		6.9672	---	---	---	20	---	---	---	1018.22	55.383	---	---	---	22.556	---	---	---	181.265	---	---	---	5.238	---	---	---	
08/02/2016	14:05:50	844		6.9638	---	---	---	20	---	---	---	1018.24	55.373	---	---	---	22.562	---	---	---	181.272	---	---	---	5.239	---	---	---	
08/02/2016	14:05:51	845		6.966	---	---	---	20	---	---	---	1018.25	55.363	---	---	---	22.558	---	---	---	181.313	---	---	---	5.224	---	---	---	
08/02/2016	14:05:52	846		6.9711	---	---	---	20	---	---	---	1018.24	55.363	---	---	---	22.55	---	---	---	181.335	---	---	---	5.224	---	---	---	
08/02/2016	14:05:53	847		6.9725	---	---	---	20	---	---	---	1018.22	55.373	---	---	---	22.547	---	---	---	181.343	---	---	---	5.212	---	---	---	
08/02/2016	14:05:54	848		6.9717	---	---	---	20	---	---	---	1018.21	55.383	---	---	---	22.549	---	---	---	181.346	---	---	---	5.214	---	---	---	
08/02/2016	14:05:55	849		6.9687	---	---	---	20	---	---	---	1018.21	55.383	---	---	---	22.554	---	---	---	181.339	---	---	---	5.22	---	---	---	
08/02/2016	14:05:56	850		6.9675	---	---	---	20	---	---	---	1018.2	55.373	---	---	---	22.556	---	---	---	181.353	---	---	---	5.215	---	---	---	
08/02/2016	14:05:57	851		6.9657	---	---	---	20	---	---	---	1018.2	55.373	---	---	---	22.559	---	---	---	181.365	---	---	---	5.225	---	---	---	
08/02/2016	14:05:58	852		6.9655	---	---	---	20	---	---	---	1018.21	55.383	---	---	---	22.559	---	---	---	181.385	---	---	---	5.229	---	---	---	
08/02/2016	14:05:59	853		6.9651	---	---	---	20	---	---	---	1018.17	55.393	---	---	---	22.56	---	---	---	181.413	---	---	---	5.232	---	---	---	
08/02/2016	14:06:00	854		6.9631	---	---	---	20	---	---	---	1018.19	55.393	---	---	---	22.563	---	---	---	181.425	---	---	---	5.239	---	---	---	
08/02/2016	14:06:01	855		6.9637	---	---	---	20	---	---	---	1018.18	55.393	---	---	---	22.562	---	---	---	181.461	---	---	---	5.244	---	---	---	
08/02/2016	14:06:02	856		6.9607	---	---	---	20	---	---	---	1018.23	55.393	---	---	---	22.567	---	---	---	181.479	---	---	---	5.252	---	---	---	
08/02/2016	14:06:03	857		6.9587	---	---	---	20	---	---	---	1018.23	55.393	---	---	---	22.57	---	---	---	181.528	---	---	---	5.239	---	---	---	
08/02/2016	14:06:04	858		6.9553	---	---	---	20	---	---	---	1018.24	55.393	---	---	---	22.576	---	---	---	181.534	---	---	---	5.233	---	---	---	
08/02/2016	14:06:05	859		6.9545	---	---	---	20	---	---	---	1018.23	55.383	---	---	---	22.577	---	---	---	181.554	---	---	---	5.217	---	---	---	
08/02/2016	14:06:06	860		6.9549	---	---	---	20	---	---	---	1018.2	55.383	---	---	---	22.577	---	---	---	181.552	---	---	---	5.2	---	---	---	
08/02/2016	14:06:07	861		6.9525	---	---	---	20	---	---	---	1018.24	55.383	---	---	---	22.581	---	---	---	181.594	---	---	---	5.195	---	---	---	
08/02/2016	14:06:08	862		6.9552	---	---	---	20	---	---	---	1018.23	55.393	---	---	---	22.576	---	---	---	181.627	---	---	---	5.202	---	---	---	
