Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
52;42;Ai-Strate (?);;Aegean;Greece;Euboea;;;;;Not known;Hellenistic/Roman;C3rd BC- 3rd AD;-325;400;;;;?;?;AR 38 (1991-92), 33.;Hellenistic and Roman amphoras found in the sea.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
53;313;Palairos (?);;Central Mediterranean;Greece;Aetolia;;;;;Not known;?;Unknown;1;350;;;;Carystos;Italy?;AR 47 (2000-01), 43.;;FALSK;SAND;SAND;FALSK;FALSK;A column of green cipollino 4.10m long and 0.37m and 0.57m in diameter was collected in the net of a fishing boat.;;;;;;
54;210;Arwad C;60;Eastern Mediterranean;Syria;Off the coast of Tartous;;;;;20m;?;Unknown;;;;;;?;?;"H. Frost, Annales Archéologiques de Syrie 14 (1964), 67-74; Parker (1992), 60.";;FALSK;SAND;SAND;FALSK;FALSK;Small black basalt columns lying on sand.;;;;;;
55;211;Tyre E;1188;Eastern Mediterranean;Lebanon;On the south side of Tyre;;;;;Shallow;Hellenistic/ Roman;C 3rd-2nd BC;-300;-200;;;;?;?;"Summary reports, R. Marx, IJNA 3 (1974), 332; Parker (1992), 1188.";Presumably amphorae were found at this looted site dated to the C3rd and C2nd BC.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
56;212;Sidon;1083;Eastern Mediterranean;Lebanon;Near Sidon;;;;;Shallow;Roman Republic;C 1st BC;-100;-1;;;;?;?;"R. Marx, IJNA 3 (1974), 332; Parker (1992), 1083.";Fragments of C 1st BC brought up by dredgers.;SAND;FALSK;FALSK;FALSK;FALSK;;Pottery of C 1st BC.;Timbers.;;;;
57;213;Tyre B;1185;Eastern Mediterranean;Lebanon;On the south side of Tyre;;;;;shallow;Roman Imperial;C 1st AD;1;100;;;;?;?;"Summary reports, R. Marx, IJNA 3 (1974), 332; Parker (1992), 1185.";Amphorae of the C 1st AD substantially looted.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
58;214;Tyre C;1186;Eastern Mediterranean;Lebanon;On the south side of Tyre;;;;;Shallow;Roman Imperial;Roman Imperial;1;400;;;;?;?;"Summary reports, R. Marx, IJNA 3 (1974), 332; Parker (1992), 1186.";Presumably amphorae were found at this looted site.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
59;215;Haifa (?);;Eastern Mediterranean;Israel;Off Haifa;;;;;Not known;Roman Republic;mid C2nd BC;-150;-140;;;;Egypt;?;International Numismatic Newsletter, 1995, 25.;;FALSK;FALSK;FALSK;FALSK;FALSK;;40 kg silver coins, tetradrachms of Ptolemy VI, 20kg stuck together and 1,800 coins.;Presumably timbers as the coins were said to be discovered ‘in the wreck of an Egyptian ship’.;;;;
60;216;Megadim A;689;Eastern Mediterranean;Israel;Near 'Atlit;;;;;Shallow;Roman Republic;mid C2nd BC;-140;-130;;;;Aegean;Levant;"D.M. Wardle, Diver 29.9 (1984), 24-5; A. Raban and E. Galili, IJNA 14 (1985), 353-5; Parker (1992), 689.";;FALSK;FALSK;FALSK;FALSK;FALSK;;"Scattered over an area 100m x 50m -  jewellery; copper bar ingots marked with Greek letters and two circular tin ingots approximately 18cm across.
Many fragments of life-size bronze statues, both human and animal.
Other decorative items of bronze and silver.
Two neck-less amphorae used as containers for miscellaneous items, including bronze bracelets in various stages of manufacture, arrowheads, gilded balance plates, gold diadem leaves and silversmith’s tools.";Copper nails.;"A basalt bowl.
Seleucid and Ptolemaic (Cyprus) coins dating to the 130s BC.
Some cinnabar.";A sounding lead.;;
61;217;Straton’s Tower;1115;Eastern Mediterranean;Israel;Just to the north of Caesarea;;;2;3;3m;Roman Imperial;Mid C 1st AD;25;75;;;;Italy;Caesarea;"A. Raban, Centre for Maritime Studies, Report 6 (1981), Centre for Maritime Studies, Report 10, (1984), Results of Caesarea Ancient Harbour Project Vol. I (1989), 184-98; Parker (1992), 1115.";A significantly-sized ship, possibly c 40m long, that carried dolia set in mud packing with straw, twigs and pine needles. Bulk cargoes contained in dolia transshipped from Sebastos have historically been either salt from the Dead Sea or spices from India. If the ship could be dated earlier, then it could have been bringing building materials such as pozzolana for Herod’s harbour.;SAND;FALSK;FALSK;FALSK;FALSK;;;Hull of a heavy framed ship, 40-45m long, 9m wide. Shell-first construction of pine with poplar and oak tenons. A unique feature of this ship lies in the use of bolts inserted through the planking and frames from the outside. Pieces of lead sheathing. Numerous iron nails.;Ivory dice.Three legs from a folding bronze table. A bronze rod of a balance scale.;Bilge pump. Eight lead rings, possibly brailing rings from the sails. Three ropes made from Esparto grass.;;
62;218;Caesarea Maritima;;Eastern Mediterranean;Israel;Caesarea;;;;;Shallow;Roman Imperial;late C1st AD;84;96;;;;?;Caesarea Maritima;www.abyssoblu.com;Wreck sank on N. breakwater of harbour.;FALSK;FALSK;FALSK;FALSK;FALSK;;"Lead ingots with stamp of Domitian; title GER indicates a date in or after AD 84.";Hull remains.;;;;
63;219;Hof Hacarmel  A;504;Eastern Mediterranean;Israel;South of Haifa;;;2;4;4m;Roman Imperial;mid-late C2nd AD;160;170;;;;?;?;A. Raban, Sefunim 3 (1969-71), fig. 3, Science Diving International (1973), 31.;One pear-shaped amphora but there may have been more.;SAND;FALSK;FALSK;FALSK;FALSK;;"Bronze statuettes of Venus, Diana and the Dioscuri; Roman coins of Trajan, Hadrian, Antoninus Pius and Faustina the Younger.";Copper nails.;;A lead anchor stock.;;
64;220;Alexandria A;31;Eastern Mediterranean;Egypt;Near Alexandria;;;;;Unknown;Roman;Roman;-150;400;;;;Adriatic;Alexandria;B. Vailiti and P. Curto, Mondo Sommerso 22 (1980), 53.;Probably Dr. 6 amphorae. Large quantities.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
65;222;Qaitbay 1;;Eastern Mediterranean;Egypt;100m  north of Fort Qaitbay, Alexandria;;;10;10;10m;Roman Republican;Mid 1st BC;-75;-25;;;;Italy via Crete and Rhodes;Alexandria;http://www.culture.gouv.fr/culture/archeosm/fr/fr-alex-rub7.htm;A  mass of amphorae was found but there was no sign of the ship's hull, which was probably destroyed on the rocky seabed.;SAND;SAND;FALSK;FALSK;SAND;;Some plain pottery,  fine pottery and lamps.;;;Stone anchors.;;
66;223;Deep Tow Site;356;Eastern Mediterranean;International waters;Between Libya and Turkey;;;;;2360-2385m;Hellenistic/ Roman;C 3rd BC;-300;-200;;;;Aegean;North Africa?;F. Spiess and J. Orzech, ‘Location of ancient amphorae in Deep Waters of the Eastern Mediterranean by the Deep Tow Vehicle’, In the Realms of Gold: X Conference on Underwater Archaeology, San Marino, California (ed, W. Cockrell) 1981, 149-159.;One Rhodian and one Coan.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
67;103;Callatis B;161;Black Sea;Romania;Off 2 Mai village, near border with Bulgaria;;;8;8;8m;Hellenistic/ Roman;C 3rd-2nd BC;-200;-150;;;;Thasos;Black Sea;"V. Cosma, IJNA 2 (1973), 54-8; C. Scarlet, Acta Musei Napocensis10 (1973), 529-40 (cf. fig. 3); Parker (1992), 160.";A cargo of small sized Thasian amphorae deeply buried in sediment. Some of the amphorae bear impressed stamps on the neck with various representations of fruit and leaves, most often a cluster of grapes. Many (?).;SAND;FALSK;FALSK;FALSK;FALSK;;;Some timbers, apparently substantially preserved.;;;;
68;501;Shab Rumi;1077;Red Sea;Sudan;An atoll 40km from Port Sudan;;;;;Shallow;Roman Imperial;50 BC -AD 100;-50;100;;;;Aegean;India?;"F. Dumas, Trente Siècles sous La Mer (1972), 187-91; Parker (1992), 1077.";Coan type, Roman period. A number (?);SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
69;36;Antikythera A;44;Aegean;Greece;Off southern tip of Peloponnese;;;;;50-60m;Roman Republican;80 BC or a little later;-80;-70;;;;Alex/ Pergamum/ Aegean;Rome;"Weinberg et al TAPA 55.3 (1965); P. Throckmorton Shipwrecks and Archaeology (1970);  www.abyssoblu.com.";One of the earliest wrwcks to be excavated in 1900. Rhodian, Coan and Lamboglia  2 amphorae were found, about half of which remain on the seabed. Between 70 and 80 amphorae in total. Works of art, pottery and glass ware also formed part of the wreck.;SAND;SAND;SAND;FALSK;FALSK;36 marble statues, many of which are copies of bronze originals that are unknown. Fragments of more statues.;"Contemporary works of art and old masters from C 4th-2nd BC, including the bronze Antikythera Youth, a bearded head, a pair of statuettes and a bronze bed.
A large amount of fine and coarse pottery. 
A dozen glass vessels, possibly Alexandrian?
Piles of coins from Pergamum 88-86 BC and gold bars. 
A necklace, a ring and other jewellery. 
Ingots and lead items.
An astronomical computer by which the wreck is dated.";Lead-sheathed hull, part of which has been raised. Elm planks fastened with oak tenons and treenails and bronze nails.;;Anchors and rigging.;;
70;37;Kythera;564;Aegean;Greece;Off southern tip of Peloponnese;;;;;10-15m;Roman Imperial;50 BC-AD 110;-50;110;;;;Rhodes;Rome?;Discovered by P. Throckmorton but unpublished, Parker (1992), 564.;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
71;309;Methone D;696;Central Mediterranean;Greece;South west Messinia, Peloponnese;;;;;Shallow;Roman Imperial;C 2nd -3rd  AD;100;300;;;;Assos;Italy?;"P. Throckmorton and J. Bullitt, Expedition 5 (1963), 16-23; G. Bass, Archaeology Underwater (1966), 98-100; J-B Ward-Perkins, Bulletin du Musee de Beyrouth 22 (1969), 109-45; Parker (1992), 696.";;FALSK;SAND;FALSK;SAND;FALSK;Four unfinished garland sarcophagi of Assos stone with lids lying underneath them.;Tiles, pottery and a glass unguent jar.;;;Small water-worn stones, probably ballast.;;
72;39;Piraeus A;817;Aegean;Greece;In Piraeus harbour;;;;;Not known;Roman Imperial;C 2nd AD;100;200;;;;Aegean?;?;"G. Bass Archaeology Underwater (1966), 78; Parker (1992), 817.";;FALSK;FALSK;FALSK;FALSK;FALSK;;Sculptures of the C2nd AD.;Flat bottomed vessel which had burnt and sunk in the harbour (?);;;;
73;310;Methone C;695;Central Mediterranean;Greece;South west Messinia, Peloponnese;;;;;9-10m;Roman Imperial;AD 200-250;200;250;;;;Aegean;Italy?;"P. Throckmorton and J. Bullitt, Expedition 5 (1963), 16-23; G. Bass, Archaeology Underwater (1966), 97-8; Parker (1992), 695.";;SAND;SAND;SAND;FALSK;FALSK;One complete and twenty fragments of already broken columns of pink granite, from Aswan, scattered over a 30 x 20m area. Six columns lie 60m south of the site. Apparently from a ruined building, being transported for re-use. The complete column is 8m long. Total estimated weight 131.5 tons;A fragment of glass.;;;;;
74;312;Cape Akritas;201;Central Mediterranean;Greece;South Messinia, Peloponnese;;;;;5-10m;?;Unknown;;;;;;?;?;"G. Papathanassopoulos, Arkhailogikon Deltion 24 (1970), 145; Parker (1992), 201.";Scattered remains of amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;The amphora fragments were found between two ballast piles of river-worn stones.;;
75;43;Antikythera B;45;Aegean;Greece;Off south east Peloponnesus;;;;;Unknown;Roman Imperial;C 1st BC- 5th AD;-100;500;;;;Aegean;Rome?;Dumas Trente Siècles sous La Mer (1972), 71.;Large amphorae ‘like barrels’.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;Lead stock and reinforcement collar of an anchor.;;
76;311;Sapientza;1037;Central Mediterranean;Greece;South west Messinia, Peloponnese;;;;;7-8m;Roman;Roman;-150;400;;;;Aegean;Italy?;"Unpublished; Parker (1992), 1037.";;SAND;SAND;FALSK;FALSK;SAND;Blocks and slabs of white marble, estimated weight 300 tons.;;;;;;
77;500;Quseir;;Red Sea;Egypt;Halfway down Egyptian coast of Red Sea;;;65;65;65m;Roman Republic;C 1st BC-AD;-100;100;;;;Italy;India?;ina.tamu.edu/fieldprojects02.htm (2002);;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
78;502;Bet Dwarka;;Indian Ocean;India;West coast;;;;;5-8m;Roman Imperial;C 1st BC -2nd AD;-100;200;;;;Italy;India;"www.blackwell-synergy.com/doi/full/10.1111/j.1095-9270.2005.00080.x ; A. Gaur etal, IJNA 35 (2006), 117-127.";Seven amphora necks and bases.;SAND;FALSK;FALSK;FALSK;FALSK;;"A lead ingot; sherds of pottery.";Hull fragments;;Two lead anchors.;;
79;424;Santa Maria;1034;Tyrrhenian Sea;Italy;North east Sardinia;;;;;Not known;Roman;Roman?;200;300;;;;Aegean?;France/Spain?;"A. Boninu, Archeologia Subacquea 3 (1986), 59; Parker (1992), 1034.";;FALSK;SAND;FALSK;FALSK;SAND;Several marble blocks.;;;;;;
80;464;St Tropez A;1008;Western Mediterranean;France;Var;;;6;6;6m;Roman Imperial;C 2nd AD;100;200;;;;Luna;South of France;"F. Benoit, Rivista di Studi Liguri 18 (1952),237-307; P. Gianfrotta, Mondo Archeologico 57 (1981), 27-31; Parker (1992), 1008.";;FALSK;SAND;SAND;FALSK;FALSK;12 large piece of Luna marble  (column drums, bases, a slab and an architrave) with an estimated weight of 200-230 tons.;;;;;;
81;57;Kalymnos (?);;Aegean;Greece;Kalymnos, Dodecanese;;;;;Not known.;Hellenistic/Roman;Hellenistic/Roman;-325;400;;;;Aegean;?;"????? ???? 2, 152; AR 47 (2000-01), 122.";;FALSK;FALSK;FALSK;FALSK;FALSK;;Leg of a bronze statue of a horseman, probably part of the same statue as the leg handed in in 1997.  Discovered by fishermen.;;;;;
82;58;Pserimos (?);;Aegean;Greece;Kalymnos, Dodecanese;;;;;c. 100m;Hellenistic;Hellenistic;-325;-25;;;;Aegean;?;"ADelt 49, 856; AR 46 (1999-2000), 122 (+ photos); www.ekathimerini.com/4dcgi/news/content.asp?aid=26065";;FALSK;FALSK;FALSK;FALSK;FALSK;;Bronze statue of a woman, 1.98m high. The head was broken off during lifting.;;;;;
83;59;Kalymnos (?);;Aegean;Greece;Kalymnos, Dodecanese;;;;;Not known, discovered by fishermen;Hellenistic/Roman;Hellenistic/Roman;-325;400;;;;Aegean;?;"D. Kazianis, ADelt B Chron 52 1997, 1201; AR 50 (2003-04), 72.";;FALSK;FALSK;FALSK;FALSK;FALSK;;Bronze sculptures incl. male head with crown/hat, 2 bronze legs, bronze dolphin.;;;;;
84;64;Makronisi (?);;Aegean;Greece;Near Leipsoi, Dodecanese;;;;;Not known;Roman Imperial;C 1st-2nd AD;1;200;;;;Aegean;?;"ADelt B Chron 52 (1997), 1188; AR 50 (2003-04), 72.";;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
85;62;Four wrecks off Maltezana;;Aegean;Greece;Astypalaea, Dodecanese;;;;;Below 40m;Roman;Roman;-150;400;;;;Aegean;?;"Eleftheros Typos 16.5.2003; AR 50 (2003-04), 72; www.ekathimerini.com/4dcgi/news/content.asp?aid=26065
(2003)";;FALSK;FALSK;FALSK;FALSK;FALSK;;Lead sarcophagus, ‘thought to have belonged to a Roman officer who had died in the Middle East’ of C1st BC-AD.;;;;;
86;60;Astypalaea (?);;Aegean;Greece;Astypalaea, Dodecanese;;;;;Below 40m;Hellenistic/Roman;C 3rd-2nd  BC;-300;-100;;;;Cos;Rome?;www.ekathimerini.com/4dcgi/news/content.asp?aid=26065;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
87;61;Astypalaea (?);;Aegean;Greece;Astypalaea, Dodecanese;;;;;35m;Roman Imperial;C 3rd AD;200;300;;;;?;?;"AR 49 (2002-03), 78; www.ekathimerini.com/4dcgi/news/content.asp?aid=26065 (2003)";;FALSK;FALSK;FALSK;FALSK;FALSK;;50,000 silver-plated copper coins.;;;;;
88;63;Astypalaea (?);;Aegean;Greece;Astypalaea, Dodecanese;;;;;Below 40m;Roman;Roman;-150;400;;;;Aegean;?;www.ekathimerini.com/4dcgi/news/content.asp?aid=26065;;FALSK;FALSK;FALSK;FALSK;FALSK;;Large consignment of household pots.;;;;;
89;65;Samos (?);;Aegean;Greece;Samos;;;;;45m;Hellenistic/Roman;Hellenistic/Roman;-325;400;;;;Aegean;?;"Ta Nea 24.8.2004; To Vima 24.8.2004; AR 51 (2004-05), 91.";Two groups of amphorae possibly filled with wine.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
90;66;A?-Yannis Tholou B;20;Aegean;Greece;Chios;;;;;10-20m;Roman Republican;C 2nd  BC;-200;-100;;;;Cnidus;?;"Akropolis 9.8.84; AR 31 (1984-85), 57.";According to Touchais, 1985, 831, there is only 1 wreck of Chian and Cnidian amphorae at this site not 2, Ai-Yannis Tholou A and Ai-Yannis Tholou B.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
91;67;Skerki Bank Keith Reef 1;;;International waters;Between Sicily, Sardinia and Tunisia;;;50;60;60m;Roman Republic;mid C1st BC;-50;-25;;;;;;C. Weitmeyer and H. Dohler, IJNA 38 (2009), 254-280;Only a small number of Dr 1B amphora fragments which suggests that the main cargo was organic.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;Dr 1B amphora fragments.;;;
92;68;Atalanti;62;Aegean;Greece;Chios;;;;;22m;Roman Imperial;C 1st AD;1;100;;;;Aegean;?;"G. Touchais, BCH 109 (1985), 831; Parker (1992), 62.";Amphorae present but not described.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;"A lead anchor 
stock.";;
93;69;Komi B;553;Aegean;Greece;Chios;;;2;4;2-4m;Roman period;Roman period;-150;400;;;;Aegean;?;"R. Garnett and J. Boardman, BSA 56 (1961), 104-05; F. Dumas, Trente Siècles sous La Mer (1972), 148; Parker (1992), 553.";Two unidentified amphora necks.;SAND;FALSK;FALSK;FALSK;FALSK;;Roof tiles and terracotta pipes.;;;;;
94;70;Mytilene (?);;Aegean;Greece;Lesbos;;;;;120m;Roman period?;Roman period?;-150;400;;;;Aegean;?;"ADelt 50, 843; AR 47 (2000-01), 113.";;FALSK;FALSK;FALSK;FALSK;FALSK;;The hand of a bronze statue, over life-sized, found by fishermen in 1970.;;;;;
95;71;Glaronissi;455;Aegean;Greece;Lesbos;;;;;Not known;Roman period;Roman period;-150;400;;;;?;?;"G. Touchais, BCH 109 (1985), 831; Parker (1992), 455.";A large number of Roman amphora fragments.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
96;73;Moudros Bay (?);;Aegean;Greece;Lemnos;;;;;Not known;Hellenistic;Hellenistic;-325;-25;;;;Aegean;?;"ADelt 50, 849 ; AR 47 (2000-01), 111.";Chian, Thasian, Lesbian, Rhodian and South Italian amphorae have been brought up by sponge fishermen.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;Lead anchor stocks.;;
97;74;Thasos B;1147;Aegean;Greece;Thasos;;;;;Not known;Roman Republican;C 1st BC;-100;-1;;;;Adriatic;Aegean?;"A. Tchernia, Le Vin d’Italie Romaine (1986), 72; Parker (1992), 1147.";;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
98;76;Andros (?);;Aegean;Greece;Cyclades;;;10;10;10m;Roman;Roman;-150;400;;;;Aegean;?;"http://chronique.efa.gr/index.php/fiches/voir/538/          Samiou, Chr., Lianos, N., AD 54 (1999) [2006] B’2, p. 1016-1017.        ????? ???? 2, 152; AR 47 (2000-01), 116.";A Roman ship that could have carried 100 tonnes of marble was found in 1999 between Tenos and Andros;FALSK;SAND;FALSK;SAND;FALSK;Stone sarcophagi.;;;;;100;
99;78;Psathonisi (?);;Aegean;Greece;SW of Kokinas, Syros, Cyclades;;;;;Not known;Ancient;Ancient;;;;;;Aegean;?;"ADelt 50, 855; AR 47 (2000-01), 121.                                                                                                                     Ancient wreck reported (?)";Unidentified amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
100;79;Kythnos I;;Aegean;Greece;Kythnos, Cyclades;;;495;495;495m;Classical / Hellenistic;2nd half of C4th BC;-350;-300;;;;Aegean;?;"Eleftherotypia 19.10.2004; To Vima 19.10.2004; To Vima 23.3.2005; AR 51 (2004-05), 91; D. Sakellariou et al, IJNA 36 (2007), 365-381
http://64.233.183.104/search?q=cache:dgYqWhtuqHUJ:www.hcmr.gr/english_site/news/latest/hot_topics/show_hot.php%3Fid%3D5+%22kythnos+1%22&hl=en&gl=uk&ct=clnk&cd=1
http://www.ekathimerini.com/4dcgi/news/content.asp?aid=57996";A concentration of amphorae scattered over a 20 x 20m area represent a very deep water wreck west of the island of Kythnos.;SAND;FALSK;FALSK;FALSK;FALSK;;"Bronze statue of a nude male, partially preserved 1.45m high (the head, right arm, right calf and back are missing).
Cooking pots and other vases.";;;;;
101;80;Seriphos;1075;Aegean;Greece;Seriphos, Cyclades;;;;;12m and 25-32m;Hellenistic/Roman;c. 250-225 BC;-250;-225;;;;Corinth;?;"G. Touchais, BCH 110 (1986), 734; D. Kazianes et al., IJNA 19  (1990), 225-8; Parker (1992), 1075.";Corinthian B, 72 cm high, over an area 10.5m x 8m. Ten complete amphorae and many broken.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;;
