LEVEL	NAME	ROLLUP	ASSIGNED	TAXID	READ_COUNT	READ_COUNT_RNR	READ_COUNT_RSNB	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	PATHOGEN	SCORE	REL_ABUNDANCE	ABUNDANCE	LINEAR_COV	NOTE	RPKM	PRI_READ_COUNT	REB_READ_COUNT	REB_READ_COUNT_RNR	TOL_RS_READ_CNT	TOL_NS_READ_CNT	TOL_RS_RNR	TOL_NS_RNR	STR	SPE	GEN	FAM	ORD	CLA	PHY	SK	ROOT	STR_rnb	SPE_rnb	GEN_rnb	FAM_rnb	ORD_rnb	CLA_rnb	PHY_rnb	SK_rnb	ROOT_rnb	STR_rnr	SPE_rnr	GEN_rnr	FAM_rnr	ORD_rnr	CLA_rnr	PHY_rnr	SK_rnr	ROOT_rnr	STR_rni	SPE_rni	GEN_rni	FAM_rni	ORD_rni	CLA_rni	PHY_rni	SK_rni	ROOT_rni	SOURCE	LOCATION	HOST	DISEASE	DIFF_MEAN	DIFF_SD	MC_ERROR	HPD_2.5	HPD_97.5	P<0	P>0	SCORE_UNIQ	SCORE_TTEST
strain	Acinetobacter baumannii MDR-TJ	1032		889738	11619	1032.14	16.80	869264	8474	741999	1.1715	Pathogen	0.9674	0.0003	1032	0.1871		0.0733	890	1199.9145887265422	104.4500215671267	17	11602	17.0	1015.1368870293795	17	10484	1109	3	0	5	1	0	0	16.80	919.43	82.58	0.17	0	0.36	0.05	0	0	17.00	931.00	83.54	0.17	0	0.36	0.06	0	0	16.80	10354.84	1096.61	2.99	0	4.97	0.99	0	0	Bodily fluid; human clinical samples	Colombia; UK; Canada; US; Malaysia; India; Australia; South Korea; China	Homo sapiens	Nosocomial infections								0.9673662864974681	
strain	Bacteroides vulgatus ATCC 8482	1028		435590	1039	1028.00	1010.56	77766	407	76754	1.0132	Pathogen	0.9103	0.0003	1028	0.0149		0.0561	1034	71853.70890138941	6254.713056196175	1018	21	1018.0	10.0	1018	0	17	0	4	0	0	0	0	1010.56	0	8.13	0	1.83	0	0	0	0	1018.00	0	8.17	0	1.83	0	0	0	0	1010.56	0	16.91	0	3.99	0	0	0	0	NA	NA	Homo sapiens	commensal; sepsis; abscess or surgical infections								0.9103429989861845	
strain	Acinetobacter baumannii ACICU	1024		405416	11475	1024.14	11.93	858499	8389	733743	1.1700	Pathogen	0.9651	0.0003	1024	0.1879		0.0739	900	846.9985332187357	73.72942698856002	12	11463	12.0	1012.1362941581984	12	10357	1099	2	0	4	1	0	0	11.93	917.44	81.76	0.12	0	0.23	0.05	0	0	12.00	929.03	82.70	0.12	0	0.23	0.06	0	0	11.93	10229.00	1086.92	1.99	0	3.97	0.99	0	0	outbreak	Rome	Homo sapiens	Nosocomial infections								0.9651488459142202	
strain	Acinetobacter baumannii BJAB07104	1022		1096995	11560	1022.48	17.84	864862	8420	738348	1.1713	Pathogen	0.9658	0.0003	1022	0.1868		0.0729	905	1270.4977998281036	110.59414048284003	18	11542	18.0	1004.4839607889535	18	10437	1097	3	0	4	1	0	0	17.84	910.76	80.85	0.17	0	0.23	0.05	0	0	18.00	922.26	81.76	0.17	0	0.23	0.06	0	0	17.84	10308.43	1085.00	2.99	0	3.99	0.99	0	0	Blood	China: Beijing	Homo sapiens	Nosocomial infections								0.9658025618423456	
strain	Acinetobacter baumannii BJAB0868	1007		1096997	11503	1007.22	2.99	860617	8368	734034	1.1724	Pathogen	0.9660	0.0003	1007	0.1879		0.0726	858	211.74963330468393	18.432356747140005	3	11500	3.0	1004.2164843326614	3	10394	1098	2	0	5	1	0	0	2.99	910.46	80.96	0.12	0	0.29	0.05	0	0	3.00	921.87	81.88	0.12	0	0.29	0.06	0	0	2.99	10266.37	1086.01	1.99	0	4.97	0.99	0	0	ascites	China: Beijing	Homo sapiens	Nosocomial infections								0.9660126302597128	
strain	Acinetobacter baumannii TYTH-1	998		1100841	11349	998.63	8.96	849083	8281	725695	1.1700	Pathogen	0.9659	0.0003	998	0.1834		0.0711	855	635.2488999140518	55.297070241420016	9	11340	9.0	989.6256399431325	9	10239	1092	3	0	5	1	0	0	8.96	895.84	81.06	0.17	0	0.29	0.05	0	0	9.00	907.12	81.99	0.17	0	0.29	0.06	0	0	8.96	10112.77	1080.01	2.99	0	4.97	0.99	0	0	Bodily fluid; human clinical samples	Colombia; UK; Canada; US; Malaysia; India; Australia; South Korea; China	Homo sapiens	Nosocomial infections								0.9658636280452468	
strain	Acinetobacter baumannii MDR-ZJ06	991		497978	11417	991.60	2.96	854168	8333	729166	1.1714	Pathogen	0.9650	0.0003	991	0.1827		0.0700	844	211.74963330468393	18.432356747140005	3	11414	3.0	988.6033871958798	3	10307	1100	1	0	6	0	0	0	2.96	894.67	81.30	0.05	0	0.41	0	0	0	3.00	905.91	82.22	0.05	0	0.42	0	0	0	2.96	10179.96	1087.91	1.00	0	5.97	0	0	0	Human clinical samples	NA	Homo sapiens	Nosocomial infections								0.9650199903499234	
strain	Pseudomonas aeruginosa PA7	963		381754	15750	963.07	1.89	1176451	16786	822377	1.4305	Pathogen	0.9627	0.0003	963	0.1248		0.0412	524	141.1664222031226	12.28823783142667	2	15748	2.0	961.0698997636999	2	15230	466	29	0	12	11	0	0	1.89	916.37	24.63	1.41	0	0.60	0.59	0	0	2.00	933.38	25.04	1.44	0	0.61	0.61	0	0	1.89	14950.88	458.25	28.56	0	11.88	10.73	0	0	human clinical samples	various	Acipenser sturio; aloe vera; arachis hypogaea; bemisia tabaci; Bos taurus; Brassica rapa; Canis lupus familiaris; Capra hircus; capsicum annuum; capsicum frutescens; carica papaya; chamaesyce hirta; chromolaena odorata; cicer arietinum; citrullus lanatus; conus leopardus; conus litteratus; Culex quinquefasciatus; curcuma longa; Cyprinus carpio; diabrotica virgifera; Equus caballus; etroplus maculatus; etroplus suratensis; euonymus japonicus; eutrema wasabi; gallus gallus; glomus mosseae; glycine max; gossypium hirsutum; Helicoverpa armigera; Homo sapiens; hyriopsis cumingii; Labeo rohita; larimichthys crocea; Leptinotarsa decemlineata; ligustrum sinense; luffa aegyptiaca; malus x domestica; Mangifera indica; mimosa pudica; Moschus berezovskii; Musa acuminata; Musca domestica; Nicotiana glauca; Nicotiana tabacum; Onchorhynchus mykiss; oryctes rhinoceros; oryctolagus cuniculus; Oryza sativa; ostrinia nubilalis; Ovis aries; panax ginseng; parthenium hysterophorus; Phaseolus vulgaris; pheretima sieboldi; phlebotomus papatasi; piper nigrum; pisum sativum; poekilocerus pictus; praecitrullus fistulosus; rhynchophorus ferrugineus; sesamum indicum; siganus canaliculatus; Solanum lycopersicum; Solanum melongena; Solanum tuberosum; solenopsis invicta; spodoptera litura; suaeda maritima; Sus scrofa; Sus scrofa domesticus; triticum aestivum; vicia faba; yunnanacris yunnaneus; Zea mays; Zingiber officinale	Bacteraemia; UTI; wound infection; abscesses; septic arthritis; conjunctivitis; endocarditis; meningitis; otitis								0.9627180258491749	
strain	Neisseria meningitidis MC58	702		122586	4717	702.02	20.83	352882	2123	324980	1.0859	Pathogen	0.9796	0.0002	702	0.1430		0.0870	1022	1482.2474331327874	129.02649722998007	21	4696	21.0	681.0160543489876	21	3050	1625	0	0	5	16	0	0	20.83	528.42	144.01	0	0	0.30	2.57	0	0	21.00	532.80	145.30	0	0	0.30	2.61	0	0	20.83	3024.51	1610.72	0	0	4.95	15.79	0	0	human clinical samples		Homo sapiens	meningococcal disease								0.979647210798372	
strain	Serratia marcescens WW4	641		435998	674	641.54	623.39	50439	495	49845	1.0119	Pathogen	0.9802	0.0002	641	0.0095		0.0345	656	44538.006205085185	3876.9390358151145	631	43	631.0	10.535343580207755	631	3	17	3	17	3	0	0	0	623.39	1.47	5.19	0.24	2.73	0.77	0	0	0	631.00	1.50	5.25	0.25	2.76	0.78	0	0	0	623.39	2.93	16.83	2.91	16.89	2.97	0	0	0	Respiratory	USA:Virginia; South Korea; Mexico	Homo sapiens	Septicaemia; abscesses; burn infections; osteomyelitis								0.9802485781565422	
strain	Propionibacterium acnes subsp. defendens ATCC 11828	588		1091045	4463	588.17	1.00	333685	3928	299032	1.1159	Pathogen	0.8876	0.0002	588	0.1202		0.0666	498	70.5832111015613	6.144118915713335	1	4462	1.0	587.1742174492177	1	4414	0	46	0	2	0	0	0	1.00	574.53	0	4.26	0	0.13	0	0	0	1.00	582.72	0	4.32	0	0.13	0	0	0	1.00	4348.45	0	45.35	0	1.96	0	0	0			Bos taurus; Canis lupus familiaris; eisenia fetida; Equus caballus; Homo sapiens; Ovis aries; Sus scrofa; Sus scrofa domesticus	Abscesses; endocarditis; bacteraemia; septic arthritis; endophthalmitis								0.8876042972300912	
strain	Staphylococcus warneri SG1	517		1194526	2931	517.13	3.96	217736	2229	29244	7.4455	Pathogen	0.7628	0.0001	517	0.0118		0.0586	262	282.3328444062452	24.57647566285334	4	2927	4.0	513.129336880073	4	0	2840	46	12	25	3	1	0	3.96	0	490.82	4.76	1.07	4.30	0.20	0.11	0	4.00	0	502.55	4.83	1.09	4.34	0.21	0.11	0	3.96	0	2783.73	45.32	11.81	24.75	2.88	0.97	0			Bos taurus; Culex quinquefasciatus; gallus gallus; Homo sapiens; medicago truncatula; Musca domestica; Nicotiana glauca; Phaseolus vulgaris; prunus dulcis; Sus scrofa; Zea mays	infection								0.7628065888686026	
strain	Stenotrophomonas maltophilia group	505		995085	1160	505.03	189.35	86696	1387	84859	1.0216		0.9670	0.0001	505	0.0060		0.0100	521	13551.976531499771	1179.6708318169603	192	968	192.0	313.0281120582203	192	900	0	64	0	4	0	0	0	189.35	296.01	0	10.33	0	0.35	0	0	0	192.00	302.08	0	10.57	0	0.37	0	0	0	189.35	882.00	0	62.47	0	3.64	0	0	0												0.9669802970259384	
strain	Staphylococcus lugdunensis N920143	339		1034809	2181	339.78	9.77	162206	1512	21793	7.4430	Pathogen	0.7617	0.0001	339	0.0084		0.0369	166	705.8321110156131	61.44118915713335	10	2171	10.0	329.7759395943886	10	2	2089	54	19	5	1	1	0	9.77	0.98	314.41	5.23	1.92	0.37	0.07	0.11	0	10.00	1.00	320.89	5.32	1.97	0.41	0.08	0.11	0	9.77	1.96	2052.44	53.17	18.59	4.71	0.97	0.97	0	Abscess	USA:DC	Homo sapiens	infection								0.7616745774739532	
strain	Staphylococcus lugdunensis HKU09-01	336		698737	2278	336.80	1.00	169369	1568	23617	7.1715	Pathogen	0.7586	0.0001	336	0.0089		0.0357	168	70.5832111015613	6.144118915713335	1	2277	1.0	335.8027227648828	1	2	2196	53	20	5	0	1	0	1.00	0.98	320.04	5.20	1.97	0.37	0	0.11	0	1.00	1.00	326.98	5.29	2.01	0.41	0	0.11	0	1.00	1.96	2157.01	52.16	19.53	4.71	0	0.97	0	patient suffering from skin and soft tissue infection		Homo sapiens	infection								0.7586129353766577	
strain	Listeria monocytogenes EGD-e	296		169963	3224	296.42	46.64	241122	1206	230482	1.0462	Pathogen	0.9853	0.0001	296	0.0783		0.0284	381	3317.4109217733812	288.7735890385268	47	3177	47.0	249.41916148638742	47	3013	163	0	1	0	0	0	0	46.64	238.07	9.42	0	0.03	0	0	0	0	47.00	239.87	9.52	0	0.03	0	0	0	0	46.64	2990.15	161.31	0	0.79	0	0	0	0	human clinical samples		apodemus agrarius; apodemus peninsulae; Bos taurus; Capra hircus; cavia porcellus; Cervus elaphus; chinchilla brevicaudata; Homo sapiens; lama pacos; microtus arvalis; myodes glareolus; myodes rufocanus; myodes rutilus; oryctolagus cuniculus; Ovis aries; rattus rattus; Sus scrofa; vulpes lagopus	listerosis								0.9852902526215994	
strain	Lactobacillus gasseri ATCC 33323 = JCM 1131	285		324831	302	285.39	277.89	22592	106	22405	1.0083		0.9754	0.0001	285	0.0118		0.0424	293	19763.299108437164	1720.3532963997338	280	22	280.0	5.391071428571431	280	0	21	0	0	1	0	0	0	277.89	0	5.22	0	0	0.14	0	0	0	280.00	0	5.25	0	0	0.14	0	0	0	277.89	0	20.92	0	0	1.00	0	0	0												0.9754151134588323	
strain	Stenotrophomonas maltophilia K279a	262		522373	490	262.45	148.91	36640	547	36063	1.0160	Pathogen	0.9670	0.0001	262	0.0074		0.0152	289	10658.064876335757	927.7619562727136	151	339	151.0	111.44978421990801	151	312	0	23	0	4	0	0	0	148.91	104.60	0	4.41	0	0.35	0	0	0	151.00	106.58	0	4.49	0	0.37	0	0	0	148.91	306.19	0	22.51	0	3.64	0	0	0	blood infection	NA	Homo sapiens	Bacteraemia; meningitis; wound infection; UTI; pneumonia								0.9669802970259384	
strain	Bacillus cereus biovar anthracis str. CI	199		637380	2694	199.67	2.00	201280	2275	185960	1.0824	Pathogen	0.8065	0.0001	199	0.0358		0.0108	105	141.1664222031226	12.28823783142667	2	2692	2.0	197.66876338306838	2	96	2590	0	6	0	0	0	0	2.00	27.36	166.64	0	0.49	0	0	0	0	2.00	27.94	169.21	0	0.52	0	0	0	0	2.00	94.07	2551.88	0	5.45	0	0	0	0	NA	NA	Homo sapiens	Anthrax								0.8065311208745272	
strain	Bacillus cereus biovar anthracis	199		1179100	2694	199.67	2.00	201280	2275	185960	1.0824	Pathogen	NA	0.0001	199	0.0358		0.0108	105	141.1664222031226	12.28823783142667	2	2692	2.0	197.66876338306838	2	96	2590	0	6	0	0	0	0	2.00	27.36	166.64	0	0.49	0	0	0	0	2.00	27.94	169.21	0	0.52	0	0	0	0	2.00	94.07	2551.88	0	5.45	0	0	0	0	Clinical sample (blood)	USA	Homo sapiens	Anthrax-like illness								NA	
strain	Acinetobacter pittii PHEA-2	153		871585	1127	153.93	28.67	84251	1165	75320	1.1186		0.7466	0.0000	153	0.0195		0.0112	135	2046.913121945278	178.17944855568672	29	1098	29.0	124.93168775668775	29	0	1095	1	0	2	0	0	0	28.67	0	122.52	0.06	0	0.12	0	0	0	29.00	0	124.76	0.06	0	0.12	0	0	0	28.67	0	1076.16	1.00	0	1.99	0	0	0												0.746601552615303	
strain	Stenotrophomonas maltophilia D457	122		1163399	331	122.73	23.64	24723	418	24025	1.0291	Pathogen	0.9488	0.0000	122	0.0050		0.0072	117	1693.9970664374714	147.45885397712004	24	307	24.0	98.72666391915611	24	287	0	20	0	0	0	0	0	23.64	93.72	0	2.90	0	0	0	0	0	24.00	95.75	0	2.98	0	0	0	0	0	23.64	280.95	0	19.48	0	0	0	0	0	blood	USA: New York; NY	Homo sapiens	Bacteraemia; meningitis; wound infection; UTI; pneumonia								0.9487763344117676	
strain	Stenotrophomonas maltophilia JV3	119		868597	339	119.85	16.80	25333	422	24771	1.0227	Pathogen	0.9426	0.0000	119	0.0055		0.0074	115	1199.9145887265422	104.4500215671267	17	322	17.0	102.85166391915614	17	301	0	21	0	0	0	0	0	16.80	97.69	0	3.02	0	0	0	0	0	17.00	99.75	0	3.10	0	0	0	0	0	16.80	294.87	0	20.48	0	0	0	0	0	blood	USA: New York; NY	Homo sapiens	Bacteraemia; meningitis; wound infection; UTI; pneumonia								0.9426197475113631	
strain	Acinetobacter oleivorans DR1	100		436717	792	100.66	22.69	59213	807	53595	1.1048		0.7715	0.0000	100	0.0129		0.0068	82	1623.41385533591	141.31473506140674	23	769	23.0	77.66079645328874	23	0	759	3	0	6	1	0	0	22.69	0	75.65	0.17	0	0.41	0.05	0	0	23.00	0	77.01	0.17	0	0.42	0.06	0	0	22.69	0	746.11	2.99	0	5.97	0.99	0	0												0.7714732254803766	
strain	Enterococcus faecalis OG1RF	73		474186	242	73.32	15.87	18076	98	15970	1.1319		0.9241	0.0000	73	0.0058		0.0075	104	1129.3313776249809	98.30590265141336	16	226	16.0	57.320889815616006	16	186	1	0	33	6	0	0	0	15.87	53.52	0.20	0	2.58	0.55	0	0	0	16.00	53.92	0.20	0	2.63	0.57	0	0	0	15.87	184.64	1.00	0	32.39	5.81	0	0	0												0.9241371304792102	
strain	Bacillus thuringiensis MC28	46		1195464	616	46.99	1.99	45921	535	42402	1.0830	Pathogen	0.7611	0.0000	46	0.0078		0.0024	27	141.1664222031226	12.28823783142667	2	614	2.0	44.9866306991079	2	0	605	0	8	0	1	0	0	1.99	0	43.63	0	0.33	0	0.17	0	0	2.00	0	44.46	0	0.36	0	0.17	0	0	1.99	0	594.87	0	7.29	0	1.00	0	0	soil	China: Wuhan	Invertebrate	None								0.7610970674842641	
strain	Streptococcus pneumoniae TIGR4	37		170187	361	37.04	11.92	26934	145	25420	1.0596	Pathogen	0.9584	0.0000	37	0.0118		0.0048	57	846.9985332187357	73.72942698856002	12	349	12.0	25.038540699355593	12	255	91	2	0	0	0	1	0	11.92	20.34	4.38	0.06	0	0	0	0.04	0	12.00	20.47	4.47	0.06	0	0	0	0.04	0	11.92	253.43	88.89	1.99	0	0	0	0.96	0	the blood of a 30 year old male patient	Kongsvinger; Norway	Homo sapiens	Pneumonia; Meningitis; Bacteremia; Sinusitis; Otitis media; Conjunctivitis								0.9583688366824414	
strain	Streptococcus dysgalactiae subsp. equisimilis RE378	28		617121	275	28.12	1.00	20440	214	14698	1.3907		0.7641	0.0000	28	0.0068		0.0037	23	70.5832111015613	6.144118915713335	1	274	1.0	27.124574592011193	1	0	274	0	0	0	0	0	0	1.00	0	26.65	0	0	0	0	0	0	1.00	0	27.12	0	0	0	0	0	0	1.00	0	268.68	0	0	0	0	0	0												0.7641026291078638	
strain	Streptococcus pneumoniae AP200	13		574093	246	13.40	1.00	18338	140	17123	1.0710	Pathogen	0.9227	0.0000	13	0.0080		0.0018	6	70.5832111015613	6.144118915713335	1	245	1.0	12.396100332505108	1	168	74	2	0	0	0	1	0	1.00	8.82	3.32	0.06	0	0	0	0.04	0	1.00	8.89	3.40	0.07	0	0	0	0.04	0	1.00	166.76	72.03	1.89	0	0	0	0.96	0	the cerebrospinal fluid of a patient with meningitis	Italy	Homo sapiens	Pneumonia								0.922684937536093	
