,,,Raw Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.81_210.2631m/z,210.26308,0.809916667,0,0,0,1764.943417,1841.710671,1829.23226,1631.786731,1654.624066,1657.251908,1704.08609,1732.376072,1687.274251,1623.536117,1678.490416,1678.038942,1591.086438,1628.041863,1561.336182,1670.78102,1607.309367,1589.770868,2102.056545,2034.995548,1988.408102,1951.181858,1849.77827,1918.154296,1876.308413,1765.31859,1857.68273
4.12_484.6006m/z,484.6005848,4.118116667,0,0,0,1254.045495,1304.114736,1271.980876,951.9820462,939.6093396,991.5064414,982.951637,1006.995187,1014.769592,1898.367995,1858.745048,1789.108184,1729.909319,1829.115299,1771.456207,1837.617007,1772.537077,1822.513201,0,0,0,0,0,0,0,0,0
2.66_790.2842m/z,790.2842298,2.65975,0,0,0,1620.192322,1698.59436,1749.905882,1348.874857,1267.708049,1322.285455,2156.925988,2088.800008,2118.479418,1203.077532,1097.266046,1084.720032,1201.223771,1198.862995,1100.871458,1187.198246,1013.803033,1078.07629,0,0,0,0,0.564363675,0,0,0,0
0.93_332.5823n,333.5895974,0.9306,0,0,0,1624.90436,1691.519986,1698.957277,1712.462965,1668.649061,1681.245949,1748.042226,1730.527614,1683.937858,1606.393282,1649.760577,1588.084841,1646.718203,1581.089611,1610.427071,1661.639941,1580.00321,1651.60374,1352.728356,1365.271306,1406.898577,1441.102009,1387.148524,1435.375772,1412.548114,1383.015049,1343.486703
2.82_279.1712m/z,279.1711725,2.823583333,0,0,0,0.149838951,1.66291984,0.729721576,3.042856921,0.869249253,2.190497372,1.947703219,1.326450913,0.897950879,22.69832404,20.86039518,18.93368967,45.5604279,38.28557689,31.41866728,12.39398454,11.28220112,9.478447745,1902.860145,1980.013226,1869.123556,1994.077807,2063.690796,1994.449265,2103.275765,1948.887303,1952.608461
0.92_542.6624m/z,542.6624271,0.916316667,0,0,0,1606.9933,1649.68878,1691.313949,1723.759557,1677.461344,1711.619708,1636.829962,1621.929808,1639.912728,1503.047577,1561.454329,1467.178437,1539.071791,1481.02694,1505.528512,1513.542794,1431.888829,1549.045865,1592.237757,1556.054532,1617.725788,1690.01121,1618.069606,1675.015165,1625.142673,1639.587276,1635.376362
1.46_293.1483n,294.1555709,1.457383333,0,0,0,1458.557013,1578.779772,1545.073269,1810.906487,1787.966827,1809.342413,1568.681887,1624.803188,1650.571589,1100.409862,1056.485844,1018.398805,869.6760369,930.8103124,897.4172995,1040.819698,982.9665143,1084.553083,1939.343177,1938.625642,1854.031323,1870.771527,1921.352728,1926.068828,1931.411103,1903.578354,1955.545758
4.62_1139.3357m/z,1139.335673,4.623133333,0,0,0,889.3635043,874.280244,903.0030637,476.2186502,451.8485694,445.0227361,649.4716281,662.7303185,625.2118663,2157.125716,2102.963831,1853.335254,1691.219156,1743.073521,1669.01441,1515.724153,1427.744759,1444.190182,0,0,0,0,0,0,0,0,0
0.72_475.9133n,498.9025541,0.717083333,0,0,0,1707.373624,1650.493621,1705.184405,1603.119846,1567.601597,1601.83193,1610.210347,1661.724342,1637.85331,1558.385605,1573.568107,1513.106338,1491.529911,1470.532529,1475.925169,1530.646878,1532.886308,1611.147955,936.785926,874.7065464,877.5410687,911.8890309,876.9896542,922.1082813,826.3085611,863.832436,873.0236914
1.88_160.5911n,322.1827852,1.8839,0,0,0,45.07096605,33.22382002,57.01482322,35.41123403,22.98492996,26.39521001,23.57946766,23.58467765,26.99968866,116.5089389,106.4687938,101.2296916,79.35814403,67.74122802,75.34645169,90.48523732,97.64907959,93.64223681,1899.947836,1957.107636,1872.389898,1922.444387,1953.19989,1899.909643,1901.443672,1822.185637,1923.995277
4.10_507.1151n,508.1223541,4.103833333,0,0,0,1303.270134,1382.751329,1335.655645,1185.321144,1114.571109,1162.205456,1164.549606,1174.274943,1211.296324,1756.789027,1723.262618,1661.773201,1629.611363,1646.025451,1651.193391,1656.282644,1643.206177,1645.230073,0,0,0,0,0,0,0,0,0
3.72_322.1060n,345.095237,3.719383333,0,0,0,476.4416986,481.9555138,483.8818969,291.5636382,272.9330554,279.2188097,311.0667744,309.4805372,319.0687652,1785.149688,1752.810761,1676.317169,1601.024927,1650.188833,1574.829625,1680.16327,1573.757221,1628.222438,0,0,0,0,0,0,0,0,0
4.62_319.5808m/z,319.5807783,4.623133333,0,0,0,1222.565127,1210.915373,1242.559332,936.1841366,956.4478972,960.6955116,1134.562415,1120.496497,1084.642613,1752.154493,1766.616669,1642.934305,1583.399017,1617.233577,1577.391329,1515.259474,1506.942102,1494.146192,0,0,0,0,0,0,0,0,0
2.54_245.1869m/z,245.1869001,2.53835,0,0,0,0,0.223613946,0,0,0,0,0,0,0,0,0,0.008064056,0.105372423,0,0,0,0,0,1673.129642,1718.71301,1708.756142,1824.709453,1795.275321,1742.72261,1755.713051,1742.835645,1857.005082
0.63_153.9915m/z,153.9914967,0.632083333,0,0,0,0,0,0,0,0,0,0,0,0,1928.750096,1925.554479,1870.410744,1086.430648,1127.063089,1077.061927,1711.789011,1702.629162,1701.751792,0,0,0,0,0,0,0,0,0
2.15_233.1501m/z,233.1501205,2.147433333,0,0,0,0,4.795922227,1.608145513,0,0.2658978,0.038862269,1.630101286,0,0.046537847,4.969126136,8.943623988,10.34101742,12.22168112,13.47191427,13.00441819,10.94570222,10.2027679,9.740345903,1670.231563,1669.085029,1628.586864,1666.547781,1758.50753,1726.361356,1821.386883,1752.627226,1736.625946
0.91_751.7341m/z,751.7340606,0.909183333,0,0,0,1410.820337,1411.580455,1459.303767,1412.999396,1445.032522,1443.544889,1553.026447,1494.654377,1515.959343,1473.860983,1522.05936,1390.377474,1479.026894,1424.938275,1445.872765,1477.26983,1385.239079,1465.044041,943.9037517,922.1785164,952.0418966,949.6867156,929.28182,950.5267608,955.5819676,907.3879378,907.6574731
2.66_772.8156m/z,772.8155541,2.65975,0,0,0,1456.05056,1638.094465,1728.080408,2182.278019,2228.23737,2336.002124,524.8455913,530.7218694,559.3956095,72.23965418,70.29249485,24.9190979,54.12963903,54.93579102,44.83721936,81.93737793,52.53216577,51.91128534,7.441411643,9.092842755,0.749563259,1.980273923,1.458658047,8.440126926,6.20553125,1.268994083,6.185701573
0.80_457.1067m/z,457.1066851,0.802766667,0,0,0,1395.551856,1412.789298,1512.889225,1447.645463,1480.09179,1522.462601,1411.850323,1432.826035,1457.182132,1603.070161,1566.576264,1495.984945,1522.725661,1610.553351,1494.025128,1514.724867,1368.234214,1511.352636,1619.687726,1589.882592,1523.218903,1695.268085,1653.329225,1605.306745,1747.07318,1600.189944,1668.56248
0.77_400.0756n,423.0647795,0.767066667,0,0,0,1413.96557,1399.337513,1436.691329,1633.21941,1636.50694,1647.719654,1254.099682,1262.506553,1231.355433,289.50886,294.774339,299.171977,284.0018439,283.4649265,296.4000798,313.4053731,294.7735167,316.2044521,527.3168913,499.3856529,478.6692746,530.6432677,526.2896245,526.092113,501.5889982,482.6991966,474.3165246
0.80_248.0360m/z,248.03597,0.795633333,0,0,0,1209.928797,1234.60693,1288.671677,1229.769641,1275.795703,1278.167324,1147.745334,1216.4644,1231.607006,1419.973611,1397.043662,1345.311605,1403.856384,1422.099806,1350.176401,1328.449526,1193.168125,1332.386978,1640.190464,1693.402221,1576.183181,1718.87982,1673.751446,1665.938235,1766.901084,1598.500272,1724.02991
0.77_828.2744n,851.2638925,0.767066667,0,0,0,664.6945426,637.4308915,708.6504707,608.3957155,595.6518833,585.2635053,583.5045096,550.2342228,570.1233362,677.2104122,675.6714099,658.9221565,557.0371247,589.582785,571.9375564,678.1768253,692.0681562,714.195494,1624.212879,1578.328203,1554.962523,1716.723277,1628.674459,1683.52554,1671.083222,1745.499289,1716.941333
2.19_231.1704m/z,231.1704455,2.190283333,0,0,0,0,0,0,0,0,0.091243869,0,0,0,0,0,0,2.235931337,0,0,0,0,1.17904246,1582.279653,1627.440941,1549.855845,1639.401442,1642.094007,1646.801745,1682.879294,1629.735238,1718.381906
2.17_270.1928m/z,270.1927667,2.16885,0,0,0,1233.291764,1271.315091,1293.788097,1206.716987,1224.673247,1237.397377,1137.079995,1164.085626,1215.195369,1255.790574,1217.00374,1212.46809,1171.373248,1187.561294,1150.878548,1177.713828,1131.814139,1175.117863,1607.085352,1640.023181,1596.473552,1607.227527,1659.775192,1614.18693,1677.901761,1598.303226,1652.987314
3.46_463.1240m/z,463.1239987,3.463716667,0,0,0,1214.006032,1216.772166,1291.277353,1478.462142,1496.463348,1508.937687,1409.24295,1432.904289,1429.007723,123.269185,147.5453548,139.2901698,267.4661338,281.372118,257.8515911,118.4296798,129.7233032,129.8499544,0,0,0,0,0,0,0,0,0
1.98_328.1444m/z,328.1443719,1.983883333,0,0,0,410.0721786,440.3129786,458.1165525,500.5793467,525.162872,532.4629511,429.9963042,444.5001055,460.5617812,323.5416664,348.1967034,374.2919222,301.163009,333.2085849,301.6976249,324.4150087,333.0541122,337.9524162,1578.358407,1607.551634,1581.671401,1607.979288,1654.031799,1615.718826,1635.627499,1577.352749,1623.204295
2.60_121.0924n,265.1548442,2.595483333,0,0,0,59.59748237,76.47102238,82.05296955,59.7079741,55.764777,67.06317695,67.01936166,61.22577915,76.43916479,138.6193534,131.9569392,130.15541,133.5344536,143.6223292,136.8671801,134.1905434,130.5055539,121.3733662,1500.938494,1545.593112,1503.322865,1583.334386,1642.649661,1543.411794,1597.561127,1545.900662,1594.882033
0.81_419.2518m/z,419.2518289,0.809916667,0,0,0,1362.423548,1413.398533,1404.978483,1305.199153,1270.603607,1261.774593,1356.757233,1304.280538,1293.452019,1253.065491,1213.440169,1244.137996,1277.06171,1220.992798,1239.761765,1269.547087,1240.8923,1276.179947,1228.47266,1178.944756,1235.477995,1128.658305,1129.835683,1210.850095,1136.705296,1102.843762,1116.563322
4.13_290.0572n,313.0714736,4.12525,0,0,0,443.1807436,473.9417452,475.9301528,291.1131136,280.8299692,306.0305712,288.0615706,301.976221,329.9569379,1586.792841,1577.876254,1465.479482,1169.571342,1260.1191,1195.940981,1500.308296,1420.579659,1446.271158,0,0,0,0,0,0,0,0,0
4.11_341.0665m/z,341.0664682,4.110983333,0,0,0,476.6664788,518.5240988,495.8698117,311.9568209,310.650279,335.5584361,342.1463409,355.2001045,353.4984559,1585.757208,1537.546142,1453.240206,1194.047087,1261.061116,1229.476853,1434.44874,1372.441167,1461.080867,0,0,0,0,0,0,0,0,0
4.11_295.0608m/z,295.0608364,4.110983333,0,0,0,400.0804729,423.5671268,427.9516519,246.2715,246.5178972,260.5186428,247.7979172,275.5554344,289.2648606,1531.374476,1520.502235,1437.442527,1143.848394,1205.848476,1191.360914,1431.633178,1377.61259,1438.885108,0,0,0,0,0,0,0,0,0
0.71_634.8772m/z,634.8771666,0.709933333,0,0,0,1280.009486,1257.917555,1322.183819,1201.192431,1210.696921,1226.836638,1271.259515,1240.724107,1270.053746,1197.792117,1187.391846,1151.865437,1126.261998,1087.211282,1112.807766,1175.557928,1154.131692,1193.562978,645.1183392,606.1527597,609.2547794,624.0632919,611.6945036,623.8737062,599.7106125,564.8937237,598.0731957
1.91_217.1553m/z,217.1552928,1.905333333,0,0,0,0,0.94240859,0.094981015,0,0,0.112138652,0,0.711697224,0,0.249738915,0.39217713,0.599422497,0.088324075,0.899263993,0.242568478,0.165511287,0.029382921,0.294772976,1398.950541,1422.854002,1367.699738,1478.696567,1511.139158,1464.191887,1537.67529,1467.86611,1504.08371
3.60_322.1057n,345.0949405,3.5987,0,0,0,36.01565772,38.96993122,41.54823517,19.9851076,23.14705001,19.336553,50.96108402,51.5998617,53.64788496,1458.811324,1451.537111,1343.856729,1190.518089,1213.074266,1220.574727,1270.278102,1252.18633,1291.261162,0,0,0,0,0,0,0,0,0
2.20_499.2712m/z,499.2711508,2.20385,0,0,0,27.34844825,36.20560739,46.81531912,30.94748625,17.61095674,37.901244,7.632590919,14.60410071,25.0445318,39.05667589,73.43562662,52.69923751,61.79032344,53.26299266,41.11194457,63.19904706,65.37318717,50.88263639,1466.177153,1475.672941,1378.669983,1448.369136,1424.560745,1439.343583,1432.393775,1421.759419,1460.037962
2.09_242.1868m/z,242.1867752,2.090283333,0,0,0,1151.281806,1175.091615,1236.904442,1127.176927,1139.767954,1195.287844,1111.18185,1128.312541,1154.822992,1140.19836,1156.532849,1160.641835,1075.358926,1089.550363,1050.155651,1105.936323,1081.045829,1134.398416,1380.990181,1363.99001,1371.643753,1413.855219,1518.436057,1412.383554,1477.626336,1422.418324,1454.904948
1.97_490.2093m/z,490.209329,1.9696,0,0,0,342.6659625,347.8177436,387.8589176,298.2337798,307.578306,341.6542603,274.7517842,322.7574692,322.508509,372.2872375,404.6112781,397.3146857,290.9909964,329.8238369,294.9725706,340.304617,303.9801603,339.9466498,1383.351779,1459.556109,1328.415806,1426.708199,1436.560472,1400.59153,1460.910068,1375.506267,1476.329934
0.79_412.1259m/z,412.1259431,0.788483333,0,0,0,196.2678576,208.3100392,221.8317472,205.6670755,207.6350722,228.4829696,84.26483079,81.12093325,79.83500171,65.66491765,75.62098701,65.98229843,57.35275009,70.06838633,65.71451177,70.41368664,46.75501733,74.8521149,1414.132751,1410.955848,1405.589111,1438.018473,1424.728945,1419.097569,1449.5792,1328.914224,1397.180752
2.15_203.1395m/z,203.1395289,2.154566667,0,0,0,0,0,1.404387096,0,0,0,0,0,0,0,0,1.630231328,6.043045044,3.598304689,5.567428708,1.43716458,1.806203741,0,1355.823784,1387.962683,1333.384869,1373.01282,1407.890392,1360.641335,1470.745471,1381.540611,1442.083452
4.11_427.1027m/z,427.1026823,4.110983333,0,0,0,386.9414621,417.6399949,391.8796051,236.7322145,236.694994,247.7915239,260.1831521,262.766613,262.1476052,1404.605665,1359.82106,1340.300364,1080.694447,1098.188057,1062.071528,1318.815923,1234.134767,1344.784239,0,0,0,0,0,0,0,0,0
4.11_664.1259m/z,664.1259491,4.110983333,0,0,0,626.8196615,668.173029,669.8370353,420.6122877,408.7486305,437.5164031,459.7291221,455.6136668,480.5155259,1289.365876,1277.17717,1216.465062,1171.722953,1146.48145,1186.290622,1246.833017,1231.975772,1265.778853,0,0,0,0,0,0,0,0,0
4.10_281.5609m/z,281.5608716,4.0967,0,0,0,1067.158911,1079.492922,1029.15634,960.2281843,918.0302743,962.7741788,912.7991382,966.5954982,936.2504273,1267.17529,1251.614547,1209.548348,1218.529976,1208.315203,1204.760668,1193.197262,1218.253878,1218.011355,0,0,0,0,0,0,0,0,0
5.14_395.1131m/z,395.113142,5.135166667,0,0,0,1321.137551,1317.021351,1435.993604,1352.534854,1381.766907,1406.839339,740.855786,733.8886394,711.9878264,192.3255632,189.8216176,168.7814199,139.10846,145.2890258,152.433493,355.9687746,341.3818174,359.7232973,0,0,0,0,0,0,0,0,0
2.82_242.1276n,243.1348669,2.816433333,0,0,0,0,8.108799935,2.464982889,1.870125345,0.680541992,2.829358677,1.86838266,1.61071057,0.032010337,7.573922968,7.466652626,5.367569146,6.504177778,9.777009743,4.35924244,5.453950778,3.857637995,6.202671043,1273.668768,1306.377273,1233.573375,1325.488313,1352.81497,1328.714375,1331.850151,1305.030149,1290.468508
2.05_378.1799m/z,378.1798599,2.054583333,0,0,0,153.0154979,154.8121056,198.5058068,138.21683,144.3683812,149.603833,141.3835496,136.5525357,136.1360815,261.3413381,272.9599701,269.5009791,252.5799091,287.2526645,250.2031761,262.6752677,266.5530208,259.3575674,1291.16714,1297.662379,1237.287049,1299.154553,1323.286266,1307.5986,1312.240421,1254.719407,1324.291728
2.37_429.2484m/z,429.2484012,2.374533333,0,0,0,43.50941467,55.69510115,58.91540871,53.46751732,49.59821381,40.27487027,32.67909229,28.28115251,24.64728086,90.61706581,116.9638211,75.98913523,72.00296769,74.49016305,70.95359431,71.05774144,60.32783439,69.58735038,1325.410067,1308.451248,1251.040931,1269.608256,1329.938914,1286.150643,1313.276134,1277.12746,1271.552257
2.01_121.0808n,144.0808282,2.0053,0,0,0,84.52113177,90.40184733,99.38253891,89.63661851,89.26739293,98.2302708,94.71167004,100.9161563,102.9637836,99.75029407,110.6131662,111.7111763,110.1175159,119.421773,116.4018918,122.6920155,119.8354925,125.9768262,1296.282941,1312.322475,1247.533545,1259.006907,1274.608717,1237.878066,1292.93644,1236.438507,1263.584499
4.11_355.0818m/z,355.0818247,4.110983333,0,0,0,482.6947659,511.790366,493.3046459,367.6942744,336.4636039,352.5960298,345.3789693,362.8619305,384.6036014,1195.299756,1189.399118,1164.800669,990.1810332,1032.590587,993.1554485,1135.889503,1088.350719,1151.82607,0,0,0,0,0,0,0,0,0
2.65_377.1471m/z,377.1471475,2.6526,0,0,0,1002.889166,1003.147788,1054.495999,1205.211901,1179.1734,1198.556414,900.3398044,858.6335919,935.4130073,133.1903532,129.9733896,104.7763218,137.6461771,152.4529743,150.6408533,154.7180358,135.1272581,160.2825816,369.1556632,396.2201382,379.6536909,397.7937875,427.2294957,393.2754093,387.2061273,408.5948435,372.9287821
1.46_276.1451m/z,276.1451351,1.464516667,0,0,0,757.3198936,808.8924261,805.8918041,950.4811461,933.2087593,940.4234613,806.6813015,825.1536302,845.5873857,538.6485886,544.3963227,517.3386067,471.7399431,466.8324678,440.0581531,526.9081221,490.4305481,544.3680841,1191.179562,1218.970904,1174.353715,1175.619,1234.82963,1202.08058,1240.145794,1174.948573,1234.383743
2.06_281.1510m/z,281.1509924,2.061733333,0,0,0,61.14178022,58.63286373,56.97315161,38.21414552,55.41941484,36.56429227,44.76854264,48.69336175,30.54900835,111.3047863,114.5850278,126.6581736,119.0535541,125.1372723,109.0197615,87.03279034,101.4542115,86.85871901,1205.918943,1191.487861,1174.959129,1193.844513,1246.384811,1183.648584,1267.007187,1154.881996,1215.741066
2.65_520.8740m/z,520.8739833,2.6526,0,0,0,1052.702152,1173.731338,1225.19945,1498.494604,1542.414459,1553.153558,376.5695533,393.0040409,408.6627807,7.739424882,1.77899164,0,2.226531982,1.956451476,0,0,0,3.521331787,38.42147735,30.09797074,32.38400158,31.30720574,34.22377648,20.78757862,28.92582399,33.98115019,31.36536906
2.68_725.3339m/z,725.3339419,2.681166667,0,0,0,935.7501924,1096.946511,1205.068974,1586.75732,1671.338528,1742.517782,299.5450981,315.0956735,337.3759172,0,0,0,0,0,2.466115514,0,0,0,2.616048013,0,2.739349365,0,1.577211143,0,0,0,0
2.44_771.8092m/z,771.8091892,2.439083333,0,0,0,748.1229798,933.382346,1127.365899,504.8827755,543.6682532,561.0808066,1386.229916,1552.497498,1673.096235,710.5681793,800.1366927,821.143608,893.8542567,1054.086021,1015.806096,723.4272476,756.8562076,849.0184348,0.058320288,1.620795215,1.666430354,0,3.492811394,0,0,0,1.186994637
0.81_210.4740m/z,210.4739822,0.809916667,0,0,0,1049.036435,1065.572315,1064.079425,965.1761413,974.4631534,984.7554026,991.9466971,991.233839,980.2473001,947.1586924,985.8089924,940.6035576,921.4695997,907.836154,908.9038868,946.7710037,893.4681161,930.4122429,1160.02932,1144.822058,1115.4699,1103.507741,1041.859215,1096.889821,1080.848475,1017.412444,1076.853125
2.50_472.2693m/z,472.2693203,2.50335,0,0,0,2.834498669,6.767755591,19.62254745,13.03108032,10.51264783,10.34378682,5.599323204,1.764022887,4.625900209,27.2629974,31.28577658,33.17911413,16.08430464,25.0473339,23.17270552,26.48110848,15.00252186,32.39205951,1160.056648,1161.242693,1121.521357,1152.613815,1237.509866,1251.961054,1148.861595,1154.630674,1220.145961
4.11_365.0662m/z,365.0661657,4.110983333,0,0,0,327.5209566,372.5803183,359.6794746,221.3298629,224.6729556,225.1163585,227.9342179,231.4975272,247.6781623,1178.023827,1151.001645,1123.923544,912.8020695,963.9058999,945.2733019,1101.648292,1044.11746,1119.998468,0,0,0,0,0,0,0,0,0
2.85_745.8468m/z,745.8468212,2.85215,0,0,0,81.05736966,102.9973166,102.4845024,47.09741211,38.26055884,51.87140757,41.36362876,31.02496326,31.44941457,1115.342091,1159.887871,1095.563562,889.4678509,927.3992948,949.7146148,1088.972565,1096.67991,1145.90069,0,0,0,0,0,0,0,0,0
2.55_533.1867m/z,533.1866993,2.552633333,0,0,0,1135.296499,1096.756542,1066.420984,1619.945356,1549.460945,1438.710625,374.3658213,364.8867011,338.234745,25.31848635,18.71642631,31.78254935,27.63269435,18.65286619,26.82385709,8.941314578,24.13073324,18.44180986,4.945872229,3.186379119,2.307294868,3.917347391,8.253885942,2.596553045,3.346074034,3.074589181,2.793946714
2.59_346.1987m/z,346.1987083,2.588333333,0,0,0,85.43862526,77.47301503,87.16718587,76.73816174,75.70596972,74.80621452,53.1693434,62.16023527,50.92488084,103.967926,101.1046322,91.01714041,83.73674022,77.30467004,83.26920395,69.46148865,62.81710194,84.05456433,1107.787494,1109.108698,1127.688673,1140.756406,1201.201831,1174.580128,1160.589786,1151.725425,1161.026533
