DOID	DOTerm	p	p.adjust	geneRatio	bgRatio	cg
DOID:1192	peripheral nervous system neoplasm	1.3665764617988357e-11	6.448365206507643e-10	35/91	1001/15106	5819,4524,5621,627,5649,5663,5664,3482,3481,3480,3479,4137,5468,7422,3077,7447,274,1718,3952,4846,4852,3553,1191,6648,5328,3162,2099,23621,581,351,596,1808,43,7124,2932
DOID:1826	epilepsy	1.8713308190565168e-11	8.744383720503898e-10	28/91	782/15106	1141,1392,51741,4137,1139,2147,627,3553,351,4852,3643,1808,7124,836,5621,1965,2932,348,5649,1471,4524,3479,1191,6648,10452,4129,23237,1200
DOID:2921	glomerulonephritis	1.9380076053595058e-11	8.968875581341636e-10	25/91	573/15106	596,4846,7124,3553,4524,836,2023,4353,1636,3162,3952,5468,7422,581,1191,6648,102,5328,3480,3479,1378,23607,1392,348,341
DOID:0080008	ischemic bone disease	2.100159502605608e-11	9.584390722897797e-10	16/91	164/15106	3952,4524,581,7124,1139,3553,4129,627,3479,2147,4846,5468,7422,2099,2932,348
DOID:0050589	inflammatory bowel disease	2.1108361035262134e-11	9.584390722897797e-10	30/91	1130/15106	5697,7422,2147,3553,4524,3481,3479,4353,6648,3162,5468,2099,102,348,596,7124,1965,1636,3952,1565,7019,1191,581,3635,4846,836,627,4137,351,3480
DOID:150	disease of mental health	2.13691391371758e-11	9.612118380114685e-10	75/91	3261/15106	7422,596,3479,4524,2932,348,627,3630,4846,1139,3553,1392,5621,5649,6648,4137,2099,351,1808,7124,1636,3952,1565,590,1471,4852,3482,5697,4129,7782,55676,1378,5663,3481,3480,1191,4353,3162,10452,5468,8301,498,43,23237,2023,3077,7018,801,3643,836,54209,7447,1141,3127,23621,102,23385,7167,23607,6653,274,5336,10347,51225,581,5664,7019,5328,341,945,2,3416,51741,6517,27328
DOID:3454	brain infarction	2.3996586096760853e-11	1.0694034155899072e-9	16/91	155/15106	596,3479,4846,1471,801,1636,7124,3553,4524,5468,7422,2099,102,348,627,4353
DOID:0050830	peripheral artery disease	2.9881023505538146e-11	1.3194253773592209e-9	10/91	77/15106	3162,596,3479,3952,4524,1471,1191,7422,4353,3077
DOID:0050736	autosomal dominant disease	3.2121736982637675e-11	1.405472000885774e-9	46/91	2048/15106	836,1141,1392,945,7124,4524,5468,7422,3077,351,2147,3630,581,2932,6648,4846,1471,2,10858,3553,7018,3480,1636,3162,348,4852,5663,4137,3952,267,627,3479,341,3635,6517,4353,2023,3481,1191,1718,5649,2099,5328,5336,1965,51741
DOID:8725	vascular dementia	3.62961503574634e-11	1.5738141591934355e-9	17/91	82/15106	7124,1141,351,1139,3952,4524,836,1471,5621,4137,54209,7422,2099,23621,1636,348,627
DOID:893	Wilson disease	4.240978779224979e-11	1.8224848986080199e-9	8/91	37/15106	7124,4524,6648,3077,348,5621,5468,627
DOID:9255	frontotemporal dementia	5.2234711228357654e-11	2.2248288950627026e-9	31/91	501/15106	348,4137,351,10452,23621,5328,341,5621,1471,945,4524,836,627,5649,5663,5664,3481,3480,3479,3162,5336,54209,7422,3077,7447,498,7124,7019,2932,3952,6653
DOID:9973	substance dependence	5.668440540137171e-11	2.3931758175158072e-9	19/91	270/15106	627,3479,7422,1141,1139,3553,4846,1636,4852,1808,3952,4524,4129,1392,5621,2099,3077,2932,348
DOID:341	peripheral vascular disease	5.8026110385387786e-11	2.428518863346708e-9	12/91	124/15106	7422,3162,2147,348,4524,1636,7124,836,102,5328,4846,3952
DOID:2348	arteriosclerotic cardiovascular disease	6.030019601008675e-11	2.5019383051426514e-9	30/91	930/15106	4524,348,3630,1471,836,627,5649,3481,3480,3479,2147,4353,5468,7422,3077,3952,4846,4852,3553,2023,6648,5328,3162,2099,341,102,351,9510,7124,1636
DOID:0050737	autosomal recessive disease	7.930550244836339e-11	3.262370797298914e-9	43/91	1992/15106	836,3553,7124,351,498,4852,5697,274,1139,2099,348,627,7422,1378,4524,1471,3077,3479,3630,5468,2147,6648,596,6517,3643,1200,7018,3480,581,51741,1191,3481,5328,4353,1636,3162,3952,4846,945,54209,5663,1392,3416
DOID:13129	severe pre-eclampsia	9.185062187077656e-11	3.746415619186844e-9	16/91	174/15106	7422,351,596,3952,836,3479,2147,4846,1471,1636,7124,3162,1139,4524,2099,348
DOID:4195	hyperglycemia	1.0918705246152668e-10	4.4161116260279655e-9	19/91	324/15106	3162,3630,3952,4846,5468,3643,6517,1636,3077,627,351,4852,7124,3553,4524,3481,3479,7422,341
DOID:225	syndrome	1.1137698335613884e-10	4.4671451741091355e-9	55/91	3595/15106	627,3480,3481,945,7124,4524,836,5468,7422,3077,3630,581,3553,1965,1565,351,3479,2099,3952,4129,4846,4852,6648,1636,348,596,7018,4353,5328,3162,1141,1139,43,5663,5664,3643,54209,341,5819,2932,2023,1718,5697,1392,3416,4137,1471,1191,10858,5621,2147,51741,6653,102,590
DOID:2462	retinal vascular disease	1.324191624312718e-10	5.267218419683564e-9	19/91	394/15106	7422,3162,2147,348,4524,1636,4846,1471,2,6653,7124,5468,627,3630,3553,836,3479,4353,6648
DOID:9538	multiple myeloma	2.2733347386335256e-10	8.96849188282226e-9	25/91	956/15106	1471,4524,836,627,5649,3482,3480,3479,5468,7422,1965,51741,1565,945,3553,2023,6648,5328,3162,2099,341,102,596,7124,2932
DOID:219	colon cancer	2.621207406926519e-10	1.0180005189100712e-8	34/91	1728/15106	7124,7422,5819,3635,3553,836,2932,3162,581,3630,4524,627,5468,274,1139,2023,1191,2099,43,5621,5663,3481,3480,3479,2147,3077,7019,23237,3952,51741,1392,5328,102,596
DOID:2320	obstructive lung disease	2.6227314428599384e-10	1.0180005189100712e-8	28/91	824/15106	7422,3481,1471,627,3480,3479,2147,6517,4353,4137,5468,7019,3952,51741,4846,1139,3553,1392,1191,6648,5328,3162,348,596,43,7124,2932,1636
DOID:9993	hypoglycemia	2.849140485651937e-10	1.0970330525954217e-8	12/91	89/15106	3481,3480,3643,7124,3479,3553,3630,4852,6517,7422,1636,348
DOID:13099	Moyamoya disease	3.2891092974322914e-10	1.256387543535049e-8	8/91	47/15106	7422,7124,7019,4524,836,4846,1191,348
DOID:76	stomach disease	3.591412950682393e-10	1.3557540264502636e-8	51/91	3218/15106	4524,596,51741,7422,7124,3553,836,1965,2932,3481,3480,5328,3162,3952,5468,581,3479,2041,1191,6648,1565,3630,1471,3643,627,4137,54209,267,23607,1139,2023,2099,23621,341,348,9510,43,1636,1200,5621,5663,6517,4353,3077,8301,4846,1392,5336,102,590,7167
DOID:3856	male reproductive organ cancer	3.605578960848405e-10	1.3557540264502636e-8	48/91	2847/15106	596,7422,2099,6648,3480,3479,5328,4524,836,5468,581,3630,1471,2,3643,627,4129,4137,267,274,1965,2023,2041,1191,7782,348,351,9510,43,2932,1636,3482,3481,6517,4353,7019,1718,3952,51741,4846,4852,3553,3162,102,590,7124,7167,3077
DOID:824	periodontitis	4.1300637600442845e-10	1.5409299904723364e-8	17/91	370/15106	3553,7124,2099,4353,6648,1636,348,596,3635,9510,836,7018,3479,3952,5468,54209,7422
DOID:1324	lung cancer	5.109031633560723e-10	1.89152071171752e-8	54/91	4297/15106	4524,1965,627,3480,5328,10857,3481,3479,5468,7422,51741,3553,1191,6648,3162,2099,348,596,7124,2932,7167,3635,3643,4137,267,274,1139,2023,9510,43,1636,836,5649,3482,7447,57091,7019,3952,4846,945,1378,581,102,2147,1471,54209,1565,5621,5664,4353,3077,7018,5336,1808
DOID:2978	carbohydrate metabolic disorder	7.166509587295839e-10	2.6330084460805245e-8	52/91	2235/15106	3481,3480,3479,3630,4846,8301,1471,4852,6517,1636,7124,3952,5468,7422,2932,3643,3553,348,3162,3077,627,351,4524,341,2099,5697,1191,4353,1565,596,2,3416,10858,3482,2147,4129,4137,54209,274,7019,7018,1141,6648,23621,590,7167,10452,51741,23607,3127,6653,102
DOID:90	degenerative disc disease	7.324421128162026e-10	2.6706393098366536e-8	13/91	222/15106	596,4846,7124,3553,836,627,3479,6648,1636,3952,7422,2099,581
DOID:11123	Henoch-Schoenlein purpura	8.045835014456024e-10	2.9116243552313414e-8	9/91	77/15106	7124,3162,3479,3553,4524,4846,1471,7422,1636
DOID:0080208	metabolic dysfunction-associated steatotic liver disease	8.34645611797866e-10	2.9978726340172606e-8	24/91	653/15106	596,4846,7124,3553,4524,7018,1965,3480,4353,6648,3952,5468,2099,3077,348,3162,4852,3630,627,3479,1191,54209,7422,351
DOID:12306	vitiligo	8.434762516687972e-10	3.0071490365051264e-8	15/91	202/15106	590,4852,43,7124,3553,4524,1392,2932,627,3479,6648,1636,3162,7422,2099
DOID:3594	choriocarcinoma	8.913088385800074e-10	3.154315764768806e-8	11/91	113/15106	1965,3481,3479,2041,3643,4353,3952,5468,7422,3077,627
DOID:0060005	autoimmune disease of endocrine system	1.0977693671783495e-9	3.8566160322842314e-8	18/91	439/15106	3553,3630,3952,1471,3479,4846,1636,7124,2099,1565,596,4524,627,3480,5468,7422,581,2023
DOID:12365	malaria	1.1556315432596989e-9	4.0304743606586456e-8	14/91	238/15106	7422,7124,1565,3553,836,3162,1378,4846,627,7167,3479,4353,1636,348
DOID:3459	breast carcinoma	1.2071305880659331e-9	4.179798216087292e-8	25/91	814/15106	2099,7124,590,4524,7422,6648,43,596,51741,2932,5468,3479,3630,3635,3553,836,2023,3481,3480,1191,3162,581,351,9510,1565
DOID:14221	abdominal obesity-metabolic syndrome 1	1.3350225247676201e-9	4.5896167226475394e-8	7/91	35/15106	3479,3952,4524,1636,341,348,5468
DOID:263	kidney cancer	1.4139502396912175e-9	4.826484045130376e-8	40/91	1679/15106	3481,4524,1392,3480,5468,7422,498,7019,7018,3952,2023,2041,581,341,351,596,7124,1636,1471,3643,10857,627,5649,3479,54209,3077,23237,1965,51741,1565,3553,1191,6648,5328,8633,2099,348,9510,2932,3162
DOID:2913	acute pancreatitis	1.5588009187704235e-9	5.2834569169310194e-8	12/91	191/15106	1471,1191,2,4353,5697,7124,3162,3553,3952,7422,7018,348
DOID:2237	hepatitis	1.5789146348093813e-9	5.31420708904724e-8	14/91	246/15106	7124,4353,3553,3077,7018,596,2147,4846,1191,3952,4524,7422,581,348
DOID:3069	malignant astrocytoma	1.9890229389222884e-9	6.648032920161788e-8	38/91	1737/15106	1471,4524,627,4137,5468,54209,2023,2099,341,348,351,9510,2932,801,10857,10858,836,5621,5649,5663,3481,3480,3479,2147,7422,7447,498,3952,51741,3553,6648,5328,3162,581,102,596,1808,7124
DOID:552	pneumonia	2.135305933012507e-9	7.087743072820135e-8	14/91	252/15106	627,5468,7422,7124,4846,1636,1378,3635,1471,3553,3481,3479,3162,54209
DOID:13001	carotid stenosis	2.1870006362775553e-9	7.209612371509503e-8	8/91	59/15106	7124,2147,4524,1191,7422,4353,1636,348
DOID:365	bladder disease	2.4678642567734027e-9	8.080156916905026e-8	35/91	1476/15106	627,6648,7422,4524,6517,5468,2099,3482,581,1471,3643,836,5663,3481,3480,3479,4353,54209,1718,3952,51741,1565,4846,3553,2023,1191,5328,3162,102,348,590,596,7124,2932,1636
DOID:1969	cerebral palsy	2.8790011540414014e-9	9.362589563784639e-8	8/91	63/15106	7124,3479,3553,10452,3952,4524,348,627
DOID:6050	esophageal disease	2.977178040830147e-9	9.57523427816719e-8	24/91	888/15106	3553,4524,5468,2099,3480,3479,6648,836,7422,581,2932,1471,2023,3481,3127,5328,596,7124,1636,3952,1200,4846,3077,3162
DOID:0060119	pharynx cancer	2.9841785616560947e-9	9.57523427816719e-8	25/91	969/15106	3480,596,6648,5328,7422,7018,102,7124,2099,1965,2,801,4524,836,627,4353,51741,4846,2041,1191,3162,581,351,2932,1636
DOID:9074	systemic lupus erythematosus	3.0189162077049444e-9	9.622545501777415e-8	25/91	780/15106	1471,4524,836,627,3480,3479,2147,5468,7422,3952,1565,4846,1378,3553,2023,1191,3127,6648,3162,2099,348,590,596,7124,1636
DOID:1793	pancreatic cancer	3.2820271340612503e-9	1.0392366181734735e-7	42/91	2257/15106	836,5621,3480,3479,7422,7019,3952,1139,3553,2023,2041,6648,5328,351,7124,2932,596,4524,2147,2099,1200,3630,2,3643,627,5468,1965,1191,341,55676,348,1636,5649,3482,3481,4353,3077,7018,51741,3162,581,102
DOID:9098	sebaceous gland disease	3.537587621320805e-9	1.1128372040141852e-7	13/91	100/15106	10857,7124,5663,3480,3479,3553,3630,3952,5468,54209,23385,1636,627
DOID:12217	Lewy body dementia	3.861929663787286e-9	1.2069784072602732e-7	17/91	99/15106	5663,5664,590,351,4846,1471,7447,6653,1141,1139,5336,10452,4137,51225,7019,1565,348
DOID:0111099	maturity-onset diabetes of the young type 1	4.2597424173200515e-9	1.322718726100736e-7	8/91	64/15106	1471,1191,4852,7422,4353,1636,348,627
DOID:9952	acute lymphoblastic leukemia	4.456833829890654e-9	1.3747939971969174e-7	22/91	823/15106	4846,4353,3952,4524,7422,3077,3162,7124,596,5649,3480,945,3553,836,627,3479,6648,4137,581,43,2932,1565
DOID:3602	toxic encephalopathy	4.484576305005527e-9	1.3747939971969174e-7	11/91	166/15106	590,351,596,3162,3553,10452,5621,4137,581,348,627
DOID:423	myopathy	4.536656682382875e-9	1.3806309670349756e-7	23/91	623/15106	7124,3479,10452,1471,348,7422,3077,596,3553,1636,2099,23621,351,5468,7019,3952,2932,4137,3643,274,6517,43,5621
DOID:1115	sarcoma	4.560987404083962e-9	1.3806309670349756e-7	22/91	698/15106	7422,3481,3480,2932,2041,7124,596,9510,4852,3479,6648,3553,348,3643,3077,3952,267,10857,7167,5328,4137,2099
DOID:780	placenta disease	4.8595260110449254e-9	1.4618061681974516e-7	18/91	219/15106	1965,3481,3479,2041,3643,4353,3952,5468,7422,3077,627,4524,4846,7124,3553,1392,6648,5328
DOID:8857	lupus erythematosus	5.422905531260375e-9	1.6211456100593904e-7	27/91	855/15106	1471,4524,836,627,3480,3479,2147,5468,7422,3952,1565,4846,1378,3553,2023,1191,3127,6648,3162,2099,348,590,596,7124,1636,1965,7167
DOID:8670	eating disorder	6.447137272383503e-9	1.9133209254493428e-7	10/91	107/15106	3630,4852,7124,3479,3952,4524,2099,5697,627,3162
DOID:8618	oral cavity cancer	6.479769600005046e-9	1.9133209254493428e-7	27/91	1198/15106	596,351,6648,5328,836,7422,2932,102,4524,627,5663,3480,6517,274,7019,7018,3952,3553,3162,2099,581,348,9510,7124,5468,3481,54209
DOID:0060095	uterine benign neoplasm	6.805786780169665e-9	1.9973324251802802e-7	14/91	144/15106	596,7422,2099,581,2932,348,7124,3481,3479,3553,3952,4846,3643,1636
DOID:0060158	acquired metabolic disease	7.397352604640935e-9	2.1577853385537465e-7	40/91	1345/15106	7124,3553,3479,3630,1565,3643,3480,4524,5468,7422,7018,348,4353,4846,3077,3952,2099,1636,5697,627,1471,5663,3481,2147,6517,4137,54209,4852,1392,2023,1191,6653,6648,3162,341,590,351,596,9510,2932
DOID:1184	nephrotic syndrome	8.802006767538515e-9	2.5520517212146307e-7	12/91	182/15106	7422,596,23607,1191,4353,1636,7124,3553,5336,3952,4524,348
DOID:2876	laryngeal squamous cell carcinoma	8.941948085588265e-9	2.577101565026127e-7	14/91	327/15106	596,4524,7167,3482,3481,3480,3479,6648,5328,3162,7422,2099,581,348
DOID:47	prostate disease	9.426053091164869e-9	2.700451995700983e-7	47/91	2830/15106	596,7422,2099,6648,3480,3479,5328,4524,836,5468,581,3630,1471,2,3643,627,4129,4137,267,274,1965,2023,2041,1191,7782,348,351,9510,43,2932,1636,3482,3481,6517,4353,7019,1718,3952,51741,4846,4852,3553,3162,102,590,7124,7167
DOID:8567	Hodgkin's lymphoma	1.0841176507263272e-8	3.0874900905004807e-7	14/91	332/15106	596,7124,3553,4524,836,2023,1965,3480,1191,6653,3162,3952,7422,2099
DOID:13241	Behcet's disease	1.2130196669399009e-8	3.4342727394010255e-7	12/91	229/15106	596,4846,7124,3553,4524,2023,2147,1636,3162,3952,7422,581
DOID:1205	allergic disease	1.226056831828801e-8	3.45088393660352e-7	26/91	788/15106	7124,3952,3553,1636,54209,4353,4846,267,627,596,1471,2,4524,3162,7422,4852,836,1392,2023,5328,5468,341,351,2932,3480,2099
DOID:936	brain disease	1.3298804650420794e-8	3.7213457431671674e-7	64/91	2915/15106	4524,596,3479,4846,1471,801,1636,7124,3553,5468,7422,2099,102,348,627,4353,2147,1191,3480,3162,3952,836,5621,7018,2023,7019,3630,3635,2,5663,5664,4137,54209,3077,7447,4852,1139,6653,6648,351,9510,2932,1141,1392,51741,3643,1808,1965,5649,10452,4129,23237,1200,23621,5328,341,945,3481,5336,498,581,51225,1565,43
DOID:11394	adult respiratory distress syndrome	1.5056022657039936e-8	4.1887073438342895e-7	10/91	144/15106	3480,3479,4846,2,1636,5328,7124,3162,3553,7422
DOID:399	tuberculosis	2.2924316131127935e-8	6.341076640179238e-7	18/91	562/15106	7124,1636,7422,3553,4353,1378,3952,348,1471,836,3482,6648,3162,5468,54209,581,596,7018
DOID:13378	Kawasaki disease	2.4076607748009285e-8	6.621755033781068e-7	11/91	195/15106	7124,1139,1378,3553,836,1191,4353,6648,1636,3952,7422
DOID:8552	chronic myeloid leukemia	2.699064734926396e-8	7.381021914318605e-7	17/91	552/15106	945,3553,4524,836,3479,6648,3162,5468,7422,581,596,7124,274,1965,2932,1636,3952
DOID:686	liver carcinoma	3.27035567098792e-8	8.89278070308749e-7	52/91	3557/15106	3630,3643,5468,54209,267,274,1965,1139,1191,8633,341,348,43,1200,10857,5649,5663,4353,7422,3077,3952,3162,581,596,23385,5819,4524,627,1565,2023,2041,2099,9510,2932,1636,836,3482,3481,3480,3479,2147,7019,7018,1718,51741,4846,3553,6648,5328,102,7124,7167
DOID:2007	degeneration of macula and posterior pole	3.3757172690199104e-8	9.127711918984735e-7	17/91	264/15106	7422,10452,4524,6648,4846,348,351,1471,2,7124,10858,3553,7018,3480,1636,3162,3077
DOID:9742	pelvic varices	3.6534917147721725e-8	9.784813052638693e-7	10/91	57/15106	3162,596,3479,4524,4846,1471,7422,2099,1636,581
DOID:9201	lichen planus	3.6593940358923016e-8	9.784813052638693e-7	10/91	158/15106	596,3479,5328,7124,3553,4524,836,7422,581,1565
DOID:657	adenoma	3.853473980330298e-8	1.0246834401839626e-6	23/91	794/15106	2099,3630,3481,596,7422,3480,3479,3643,7124,4524,836,6648,1191,348,3162,4852,627,3482,4353,5468,581,7447,3952
DOID:3310	atopic dermatitis	4.840167460521588e-8	1.2799849443676045e-6	14/91	374/15106	4846,4852,7124,3553,836,1392,2023,627,5328,3162,3952,5468,7422,341
DOID:1993	rectum cancer	5.631479342051807e-8	1.481109840070784e-6	12/91	265/15106	596,4852,7124,3553,4524,836,3480,5328,3952,5468,7422,348
DOID:418	systemic scleroderma	6.846934239753158e-8	1.7909942660832583e-6	16/91	518/15106	4846,1471,3553,836,3479,3127,3162,5468,7422,2099,581,596,7124,1636,3952,1565
DOID:9253	gastrointestinal stromal tumor	6.916791526435779e-8	1.799487438742454e-6	9/91	127/15106	3481,3480,596,3479,5336,7422,2099,581,1565
DOID:0060046	aphasia	8.468496371990805e-8	2.1913372601285882e-6	4/91	8/15106	4137,5663,627,351
DOID:9561	nasopharyngeal disease	8.744281319168984e-8	2.2506003202759527e-6	22/91	864/15106	2,801,4524,836,627,3480,4353,7422,51741,4846,2041,1191,6648,3162,2099,581,102,351,596,7124,2932,1636
DOID:1073	renal hypertension	9.703541379969918e-8	2.4842098224359155e-6	6/91	23/15106	4353,4524,1636,3162,7422,7124
DOID:7693	abdominal aortic aneurysm	1.1905176801305487e-7	3.0072295030177968e-6	10/91	179/15106	4846,1191,1636,7124,3162,3952,4524,5468,7018,348
DOID:2449	acromegaly	1.1940809263047187e-7	3.0072295030177968e-6	7/91	65/15106	7124,3479,3630,3952,4524,6648,348
DOID:2394	ovarian cancer	1.196472088012831e-7	3.0072295030177968e-6	41/91	2426/15106	6648,2041,581,7422,836,3481,3480,6517,4137,5468,2099,596,7124,7019,2932,51741,5819,3643,4524,627,2023,1191,341,348,9510,43,1636,3416,10857,5621,5663,3479,4353,3077,3952,3553,1392,5328,3162,102,1808
DOID:2349	arteriosclerosis	1.199642768708533e-7	3.0072295030177968e-6	30/91	949/15106	4524,348,3630,1471,836,627,5649,3481,3480,3479,2147,4353,5468,7422,3077,3952,4846,4852,3553,2023,6648,5328,3162,2099,341,102,351,9510,7124,1636
DOID:0081388	primary progressive aphasia	1.2680159130866926e-7	3.162155745951426e-6	8/91	18/15106	348,4137,351,10452,23621,5328,341,5621
DOID:1612	breast cancer	1.445304378301939e-7	3.58569586225115e-6	59/91	4783/15106	2099,7124,590,4524,7422,6648,43,596,51741,2932,5468,3479,3630,3635,3553,836,2023,3481,3480,1191,3162,581,351,9510,1565,2,3643,4137,274,1965,8633,341,348,10857,5621,5649,5664,4353,3077,3952,23385,1471,627,2041,10347,1636,801,3482,2147,6517,7019,7018,1718,4846,5328,5336,102,1808,7167
DOID:2988	antiphospholipid syndrome	1.4771208026145876e-7	3.6458371399918002e-6	7/91	67/15106	7124,3479,2147,3630,4524,4846,7422
DOID:2030	anxiety disorder	1.542057353183356e-7	3.7866949188119858e-6	21/91	350/15106	3630,4852,7124,3553,4129,1392,4137,2099,348,627,3479,1565,3952,1636,351,1141,1139,5621,2932,5663,3481
DOID:1891	optic nerve disease	1.574210926428792e-7	3.846029029899378e-6	15/91	229/15106	351,2147,1636,945,3553,54209,2099,3952,267,4137,7422,7124,348,4524,4846
DOID:0060041	autism spectrum disorder	1.7056272874446457e-7	4.127201037079442e-6	22/91	634/15106	1141,1139,3553,4524,836,627,5649,3480,3479,4129,4137,7422,2099,3077,348,351,596,7124,1636,3952,7018,6648
DOID:620	blood protein disease	1.7064471356301867e-7	4.127201037079442e-6	13/91	112/15106	7124,3162,3480,3479,3553,4524,4846,7422,4353,6648,1636,348,627
DOID:9279	hyperhomocysteinemia	1.7822106653443104e-7	4.2888899661510835e-6	6/91	42/15106	7422,2147,4524,4846,1636,348
DOID:10159	osteonecrosis	1.8217659694794604e-7	4.36226846323614e-6	11/91	112/15106	3479,2147,4846,7124,3553,4524,5468,7422,2099,2932,348
DOID:4159	skin cancer	1.8981039496604047e-7	4.522561539463132e-6	20/91	575/15106	10857,596,23385,267,945,836,2023,3481,3480,54209,7422,581,1636,7124,4524,102,3479,2041,6648,3162
