Well: A1 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:09:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
464.16,172.24,-28.06
599.48,160.85,-24.78
774.26,151.99,-21.97
1000.00,144.35,-19.46
1291.55,137.90,-17.22
1668.10,132.61,-15.16
2154.43,127.98,-13.37
2782.56,124.00,-11.84
3593.81,120.76,-10.40
4641.59,118.18,-9.24
5994.84,115.95,-8.28
7742.64,113.99,-7.59
10000.00,112.15,-7.08
12915.50,110.53,-6.68
16681.01,108.66,-6.43
21544.35,106.75,-6.18
27825.59,104.53,-6.05
35938.14,102.48,-5.80
46415.89,100.19,-5.53
59948.43,97.97,-5.08
77426.37,95.84,-4.37
100000.00,93.96,-3.58


Well: A1 - 80,000 HCMVEC
Spectrum: Run.81 measured at 24/07/2020 6:33:29 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14498.23,-75.19
1.29,11637.85,-74.78
1.67,9380.60,-74.96
2.15,7533.36,-74.59
2.78,6063.84,-74.59
3.59,4857.99,-74.30
4.64,3994.16,-74.11
5.99,3205.10,-73.96
7.74,2582.78,-72.98
10.00,2082.22,-72.26
12.92,1678.44,-71.29
16.68,1355.46,-70.04
21.54,1096.06,-68.77
27.83,889.28,-67.10
35.94,724.70,-65.06
46.42,593.66,-62.70
59.95,489.97,-59.84
77.43,408.34,-56.56
100.00,343.84,-52.82
129.15,294.44,-48.76
166.81,256.02,-44.37
215.44,226.73,-39.99
278.26,204.08,-35.61
359.38,185.83,-31.89
464.16,172.13,-28.10
599.48,160.69,-24.88
774.26,151.83,-21.97
1000.00,144.00,-19.56
1291.55,137.77,-17.25
1668.10,132.37,-15.22
2154.43,127.69,-13.44
2782.56,123.83,-11.85
3593.81,120.57,-10.43
4641.59,117.95,-9.28
5994.84,115.64,-8.28
7742.64,113.90,-7.63
10000.00,111.92,-7.12
12915.50,110.22,-6.71
16681.01,108.59,-6.47
21544.35,106.54,-6.22
27825.59,104.33,-6.06
35938.14,102.42,-5.92
46415.89,99.97,-5.72
59948.43,97.89,-5.16
77426.37,95.68,-4.38
100000.00,93.71,-3.59


Well: A1 - 80,000 HCMVEC
Spectrum: Run.85 measured at 24/07/2020 7:49:39 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14480.00,-75.38
1.29,11599.20,-75.04
1.67,9366.14,-74.66
2.15,7519.37,-74.68
2.78,6060.76,-74.34
3.59,4857.16,-74.21
4.64,4004.14,-74.06
5.99,3229.47,-73.63
7.74,2583.39,-73.17
10.00,2081.50,-72.34
12.92,1680.53,-71.28
16.68,1356.48,-70.19
21.54,1097.56,-68.73
27.83,890.31,-67.09
35.94,725.20,-65.09
46.42,594.07,-62.70
59.95,490.10,-59.84
77.43,408.62,-56.58
100.00,344.40,-52.87
129.15,294.52,-48.77
166.81,256.19,-44.39
215.44,226.49,-40.05
278.26,204.06,-35.64
359.38,185.72,-31.93
464.16,171.87,-28.30
599.48,160.60,-24.94
774.26,151.65,-22.06
1000.00,143.84,-19.50
1291.55,137.62,-17.22
1668.10,131.98,-15.25
2154.43,127.39,-13.49
2782.56,123.47,-11.88
3593.81,120.31,-10.45
4641.59,117.65,-9.23
5994.84,115.37,-8.35
7742.64,113.41,-7.59
10000.00,111.78,-7.07
12915.50,109.98,-6.71
16681.01,108.31,-6.44
21544.35,106.29,-6.22
27825.59,104.19,-6.04
35938.14,102.16,-5.79
46415.89,99.77,-5.61
59948.43,97.58,-5.16
77426.37,95.31,-4.37
100000.00,93.55,-3.54


Well: A1 - 80,000 HCMVEC
Spectrum: Run.89 measured at 24/07/2020 9:05:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14498.05,-75.34
1.29,11645.75,-75.31
1.67,9365.38,-74.64
2.15,7531.72,-74.71
2.78,6056.86,-74.36
3.59,4865.35,-74.20
4.64,3994.02,-74.08
5.99,3231.40,-73.55
7.74,2596.48,-73.07
10.00,2088.66,-72.35
12.92,1682.82,-71.38
16.68,1358.50,-70.26
21.54,1099.48,-68.87
27.83,891.57,-67.14
35.94,725.93,-65.17
46.42,594.57,-62.78
59.95,490.72,-59.97
77.43,408.94,-56.69
100.00,344.51,-52.99
129.15,294.88,-48.91
166.81,256.07,-44.59
215.44,226.25,-40.23
278.26,203.70,-35.84
359.38,185.62,-32.03
464.16,171.57,-28.39
599.48,160.26,-25.12
774.26,151.06,-22.18
1000.00,143.52,-19.60
1291.55,137.13,-17.38
1668.10,131.63,-15.44
2154.43,126.89,-13.54
2782.56,123.09,-11.93
3593.81,119.84,-10.51
4641.59,117.14,-9.28
5994.84,114.94,-8.32
7742.64,113.07,-7.58
10000.00,111.23,-7.06
12915.50,109.65,-6.67
16681.01,107.78,-6.40
21544.35,105.90,-6.15
27825.59,103.88,-6.00
35938.14,101.87,-5.77
46415.89,99.48,-5.58
59948.43,97.30,-5.14
77426.37,95.21,-4.41
100000.00,93.24,-3.63


Well: A1 - 80,000 HCMVEC
Spectrum: Run.93 measured at 24/07/2020 10:21:53 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14577.58,-75.25
1.29,11711.61,-74.72
1.67,9400.50,-75.00
2.15,7575.66,-74.57
2.78,6069.50,-74.65
3.59,4875.31,-74.28
4.64,4008.12,-74.16
5.99,3228.31,-73.77
7.74,2593.37,-73.03
10.00,2092.03,-72.25
12.92,1685.27,-71.31
16.68,1360.23,-70.20
21.54,1100.19,-68.85
27.83,893.27,-67.21
35.94,727.31,-65.23
46.42,595.07,-62.85
59.95,491.06,-60.09
77.43,409.19,-56.78
100.00,344.45,-53.06
129.15,294.71,-48.99
166.81,255.80,-44.72
215.44,226.08,-40.27
278.26,203.26,-35.94
359.38,185.31,-32.19
464.16,171.16,-28.56
599.48,159.95,-25.21
774.26,150.64,-22.32
1000.00,142.98,-19.71
1291.55,136.53,-17.48
1668.10,131.07,-15.47
2154.43,126.36,-13.65
2782.56,122.54,-12.01
3593.81,119.27,-10.54
4641.59,116.69,-9.32
5994.84,114.39,-8.29
7742.64,112.51,-7.60
10000.00,110.83,-7.02
12915.50,109.09,-6.62
16681.01,107.40,-6.35
21544.35,105.57,-6.12
27825.59,103.52,-5.98
35938.14,101.56,-5.77
46415.89,99.19,-5.52
59948.43,96.96,-5.11
77426.37,95.00,-4.41
100000.00,93.04,-3.62


Well: A1 - 80,000 HCMVEC
Spectrum: Run.97 measured at 24/07/2020 11:37:54 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14588.90,-75.53
1.29,11726.20,-75.26
1.67,9361.99,-74.89
2.15,7578.55,-74.85
2.78,6058.26,-74.53
3.59,4875.30,-74.23
4.64,4010.39,-74.13
5.99,3219.06,-73.71
7.74,2610.76,-72.89
10.00,2095.24,-72.21
12.92,1688.95,-71.38
16.68,1364.11,-70.22
21.54,1103.52,-68.82
27.83,893.77,-67.27
35.94,728.36,-65.23
46.42,596.24,-62.93
59.95,491.43,-60.11
77.43,409.54,-56.85
100.00,344.80,-53.17
129.15,294.80,-49.08
166.81,255.90,-44.83
215.44,226.11,-40.36
278.26,203.28,-36.05
359.38,185.24,-32.31
464.16,171.03,-28.63
599.48,159.55,-25.36
774.26,150.53,-22.41
1000.00,142.81,-19.85
1291.55,136.37,-17.58
1668.10,130.68,-15.53
2154.43,126.04,-13.67
2782.56,122.20,-12.03
3593.81,118.83,-10.57
4641.59,116.27,-9.31
5994.84,113.96,-8.30
7742.64,112.27,-7.56
10000.00,110.48,-7.00
12915.50,108.84,-6.62
16681.01,107.16,-6.35
21544.35,105.36,-6.12
27825.59,103.18,-6.00
35938.14,101.29,-5.74
46415.89,98.99,-5.63
59948.43,96.80,-5.15
77426.37,94.71,-4.44
100000.00,92.86,-3.65


Well: A1 - 80,000 HCMVEC
Spectrum: Run.101 measured at 25/07/2020 12:53:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14653.04,-75.31
1.29,11793.38,-74.83
1.67,9413.00,-75.04
2.15,7603.10,-74.64
2.78,6084.36,-74.70
3.59,4895.65,-74.26
4.64,4022.37,-74.15
5.99,3237.04,-73.77
7.74,2610.62,-72.95
10.00,2099.22,-72.33
12.92,1691.43,-71.38
16.68,1365.16,-70.23
21.54,1104.10,-68.97
27.83,896.10,-67.33
35.94,729.26,-65.30
46.42,597.36,-62.96
59.95,492.19,-60.18
77.43,410.04,-56.96
100.00,345.08,-53.26
129.15,294.88,-49.18
166.81,255.82,-44.88
215.44,226.22,-40.53
278.26,203.30,-36.23
359.38,185.03,-32.45
464.16,170.66,-28.69
599.48,159.20,-25.45
774.26,149.91,-22.58
1000.00,142.37,-19.99
1291.55,135.77,-17.62
1668.10,130.18,-15.60
2154.43,125.45,-13.75
2782.56,121.63,-12.10
3593.81,118.32,-10.63
4641.59,115.74,-9.40
5994.84,113.50,-8.32
7742.64,111.72,-7.52
10000.00,109.87,-7.00
12915.50,108.41,-6.58
16681.01,106.64,-6.29
21544.35,104.89,-6.07
27825.59,102.81,-5.93
35938.14,100.84,-5.61
46415.89,98.66,-5.56
59948.43,96.52,-5.04
77426.37,94.54,-4.41
100000.00,92.61,-3.65


Well: A1 - 80,000 HCMVEC
Spectrum: Run.105 measured at 25/07/2020 2:09:57 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14584.21,-75.32
1.29,11701.78,-75.19
1.67,9430.42,-74.68
2.15,7578.49,-74.65
2.78,6101.70,-74.34
3.59,4895.35,-74.17
4.64,4033.95,-74.02
5.99,3256.09,-73.59
7.74,2614.74,-73.12
10.00,2101.45,-72.32
12.92,1692.85,-71.40
16.68,1368.53,-70.30
21.54,1106.90,-68.96
27.83,897.00,-67.36
35.94,730.64,-65.33
46.42,597.69,-63.02
59.95,492.82,-60.26
77.43,410.25,-57.04
100.00,345.03,-53.30
129.15,295.14,-49.33
166.81,255.88,-44.98
215.44,226.14,-40.60
278.26,203.29,-36.31
359.38,184.77,-32.55
464.16,170.39,-28.82
599.48,158.92,-25.56
774.26,149.70,-22.60
1000.00,141.87,-20.10
1291.55,135.44,-17.80
1668.10,129.79,-15.65
2154.43,125.03,-13.85
2782.56,121.04,-12.13
3593.81,117.86,-10.66
4641.59,115.19,-9.39
5994.84,113.09,-8.36
7742.64,111.11,-7.56
10000.00,109.58,-6.96
12915.50,107.92,-6.55
16681.01,106.28,-6.23
21544.35,104.68,-6.00
27825.59,102.51,-5.93
35938.14,100.68,-5.57
46415.89,98.41,-5.66
59948.43,96.31,-5.05
77426.37,94.42,-4.39
100000.00,92.36,-3.69


Well: A1 - 80,000 HCMVEC
Spectrum: Run.109 measured at 25/07/2020 3:26:00 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14656.59,-75.12
1.29,11804.23,-74.67
1.67,9467.40,-75.02
2.15,7626.37,-74.57
2.78,6119.36,-74.67
3.59,4913.40,-74.21
4.64,4034.23,-74.14
5.99,3254.83,-73.78
7.74,2615.02,-72.98
10.00,2105.31,-72.39
12.92,1697.44,-71.42
16.68,1370.05,-70.28
21.54,1108.20,-68.93
27.83,898.82,-67.38
35.94,731.60,-65.41
46.42,598.37,-63.06
59.95,493.87,-60.28
77.43,410.51,-57.12
100.00,345.55,-53.43
129.15,295.09,-49.43
166.81,256.17,-45.10
215.44,226.10,-40.75
278.26,203.04,-36.39
359.38,184.65,-32.69
464.16,170.14,-28.94
599.48,158.73,-25.71
774.26,149.32,-22.77
1000.00,141.50,-20.23
1291.55,134.80,-17.96
1668.10,129.20,-15.76
2154.43,124.45,-13.89
2782.56,120.53,-12.22
3593.81,117.33,-10.70
4641.59,114.59,-9.40
5994.84,112.45,-8.32
7742.64,110.63,-7.49
10000.00,109.07,-6.92
12915.50,107.51,-6.52
16681.01,105.95,-6.17
21544.35,104.13,-5.93
27825.59,102.15,-5.80
35938.14,100.47,-5.57
46415.89,98.30,-5.35
59948.43,95.95,-5.02
77426.37,94.00,-4.40
100000.00,92.26,-3.61


Well: A1 - 80,000 HCMVEC
Spectrum: Run.113 measured at 25/07/2020 4:42:05 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14718.27,-75.30
1.29,11834.93,-74.77
1.67,9460.11,-75.04
2.15,7648.34,-74.67
2.78,6109.63,-74.66
3.59,4923.14,-74.33
4.64,4036.56,-74.20
5.99,3252.38,-73.85
7.74,2618.37,-73.09
10.00,2112.27,-72.30
12.92,1700.73,-71.41
16.68,1373.29,-70.32
21.54,1110.95,-68.99
27.83,900.45,-67.37
35.94,732.74,-65.47
46.42,599.99,-63.10
59.95,494.53,-60.43
77.43,410.99,-57.13
100.00,346.07,-53.50
129.15,295.37,-49.53
166.81,256.46,-45.23
215.44,226.07,-40.83
278.26,203.06,-36.54
359.38,184.64,-32.83
464.16,170.12,-29.09
599.48,158.47,-25.86
774.26,149.16,-22.91
1000.00,141.17,-20.31
1291.55,134.54,-17.98
1668.10,128.82,-15.97
2154.43,124.07,-13.96
2782.56,120.10,-12.26
3593.81,116.83,-10.73
4641.59,114.17,-9.43
5994.84,112.06,-8.36
7742.64,110.35,-7.51
10000.00,108.53,-6.87
12915.50,107.20,-6.45
16681.01,105.51,-6.13
21544.35,103.87,-5.87
27825.59,101.95,-5.75
35938.14,100.21,-5.50
46415.89,98.07,-5.38
59948.43,95.83,-5.02
77426.37,93.93,-4.39
100000.00,92.06,-3.58


Well: A1 - 80,000 HCMVEC
Spectrum: Run.117 measured at 25/07/2020 5:58:11 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14731.06,-75.21
1.29,11831.40,-74.73
1.67,9489.85,-75.01
2.15,7659.18,-74.59
2.78,6129.32,-74.65
3.59,4928.60,-74.30
4.64,4051.25,-74.12
5.99,3265.75,-73.85
7.74,2621.27,-73.04
10.00,2113.26,-72.35
12.92,1704.50,-71.38
16.68,1374.78,-70.32
21.54,1111.65,-68.99
27.83,901.56,-67.46
35.94,734.12,-65.49
46.42,600.59,-63.14
59.95,495.07,-60.46
77.43,411.88,-57.22
100.00,346.84,-53.59
129.15,295.73,-49.56
166.81,256.56,-45.27
215.44,226.21,-40.97
278.26,203.12,-36.71
359.38,184.40,-32.95
464.16,169.81,-29.27
599.48,158.25,-26.06
774.26,148.93,-23.05
1000.00,140.84,-20.50
1291.55,134.14,-18.22
1668.10,128.41,-16.04
2154.43,123.49,-14.13
2782.56,119.60,-12.36
3593.81,116.33,-10.78
4641.59,113.76,-9.47
5994.84,111.60,-8.36
7742.64,109.71,-7.58
10000.00,108.25,-6.91
12915.50,106.63,-6.46
16681.01,105.15,-6.08
21544.35,103.60,-5.82
27825.59,101.68,-5.72
35938.14,99.84,-5.40
46415.89,97.74,-5.37
59948.43,95.67,-4.98
77426.37,93.83,-4.38
100000.00,91.92,-3.50


Well: A1 - 80,000 HCMVEC
Spectrum: Run.121 measured at 25/07/2020 7:14:17 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14684.11,-75.17
1.29,11772.01,-75.00
1.67,9512.74,-74.73
2.15,7633.02,-74.57
2.78,6153.95,-74.44
3.59,4935.19,-74.14
4.64,4056.45,-74.11
5.99,3278.07,-73.65
7.74,2633.91,-73.12
10.00,2118.95,-72.35
12.92,1705.89,-71.41
16.68,1377.75,-70.40
21.54,1114.91,-68.98
27.83,903.55,-67.42
35.94,734.83,-65.49
46.42,601.65,-63.16
59.95,496.31,-60.39
77.43,412.85,-57.23
100.00,347.47,-53.62
129.15,296.70,-49.64
166.81,256.93,-45.37
215.44,226.79,-41.03
278.26,203.51,-36.79
359.38,184.42,-33.05
464.16,169.96,-29.32
599.48,158.29,-26.07
774.26,148.77,-23.19
1000.00,140.70,-20.60
1291.55,133.88,-18.26
1668.10,128.11,-16.13
2154.43,123.34,-14.21
2782.56,119.32,-12.38
3593.81,116.14,-10.81
4641.59,113.55,-9.41
5994.84,111.42,-8.39
7742.64,109.67,-7.56
10000.00,107.94,-6.88
12915.50,106.43,-6.43
16681.01,104.88,-6.08
21544.35,103.38,-5.81
27825.59,101.39,-5.66
35938.14,99.72,-5.45
46415.89,97.71,-5.37
59948.43,95.53,-4.99
77426.37,93.60,-4.39
100000.00,91.73,-3.56


Well: A1 - 80,000 HCMVEC
Spectrum: Run.125 measured at 25/07/2020 8:30:24 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14779.01,-75.36
1.29,11907.34,-74.87
1.67,9494.04,-75.02
2.15,7678.38,-74.62
2.78,6137.51,-74.63
3.59,4939.38,-74.30
4.64,4058.48,-74.08
5.99,3270.43,-73.67
7.74,2636.99,-73.01
10.00,2122.83,-72.30
12.92,1709.56,-71.47
16.68,1379.47,-70.39
21.54,1115.70,-69.02
27.83,905.05,-67.41
35.94,737.33,-65.48
46.42,603.21,-63.19
59.95,497.09,-60.48
77.43,413.36,-57.27
100.00,347.76,-53.67
129.15,296.90,-49.68
166.81,257.09,-45.44
215.44,227.09,-41.07
278.26,203.52,-36.87
359.38,184.57,-33.15
464.16,169.88,-29.51
599.48,158.29,-26.23
774.26,148.46,-23.34
1000.00,140.35,-20.69
1291.55,133.50,-18.38
1668.10,127.81,-16.18
2154.43,122.95,-14.23
2782.56,118.99,-12.43
3593.81,115.72,-10.85
4641.59,113.11,-9.51
5994.84,110.95,-8.42
7742.64,109.06,-7.49
10000.00,107.61,-6.85
12915.50,106.08,-6.38
16681.01,104.66,-6.01
21544.35,103.06,-5.78
27825.59,101.26,-5.66
35938.14,99.50,-5.40
46415.89,97.63,-5.30
59948.43,95.36,-5.00
77426.37,93.49,-4.41
100000.00,91.55,-3.54


Well: A1 - 80,000 HCMVEC
Spectrum: Run.129 measured at 25/07/2020 9:46:30 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14778.50,-75.42
1.29,11917.00,-75.07
1.67,9487.60,-74.97
2.15,7681.56,-74.78
2.78,6140.60,-74.52
3.59,4941.37,-74.24
4.64,4071.59,-74.07
5.99,3271.67,-73.68
7.74,2643.65,-72.92
10.00,2121.77,-72.37
12.92,1713.07,-71.39
16.68,1383.24,-70.32
21.54,1118.67,-69.00
27.83,906.94,-67.44
35.94,738.04,-65.53
46.42,603.98,-63.20
59.95,497.64,-60.47
77.43,414.16,-57.33
100.00,348.34,-53.70
129.15,297.21,-49.74
166.81,257.59,-45.54
215.44,227.31,-41.19
278.26,203.77,-36.99
359.38,184.91,-33.29
464.16,170.06,-29.66
599.48,158.22,-26.36
774.26,148.18,-23.49
1000.00,140.09,-20.94
1291.55,133.31,-18.52
1668.10,127.39,-16.32
2154.43,122.57,-14.35
2782.56,118.54,-12.50
3593.81,115.27,-10.89
4641.59,112.65,-9.51
5994.84,110.49,-8.41
7742.64,108.79,-7.48
10000.00,107.08,-6.86
12915.50,105.78,-6.34
16681.01,104.39,-5.94
21544.35,102.80,-5.71
27825.59,100.89,-5.64
35938.14,99.26,-5.27
46415.89,97.45,-5.31
59948.43,95.17,-4.97
77426.37,93.23,-4.37
100000.00,91.40,-3.64


Well: A1 - 80,000 HCMVEC
Spectrum: Run.133 measured at 25/07/2020 11:02:41 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14798.79,-75.17
1.29,11912.05,-74.66
1.67,9549.82,-74.95
2.15,7693.24,-74.54
2.78,6174.17,-74.62
3.59,4954.30,-74.24
4.64,4078.98,-74.02
5.99,3279.16,-73.73
7.74,2642.15,-73.15
10.00,2127.32,-72.34
12.92,1714.70,-71.44
16.68,1385.11,-70.27
21.54,1119.89,-68.99
27.83,908.01,-67.41
35.94,739.92,-65.49
46.42,605.53,-63.17
59.95,499.29,-60.45
77.43,415.39,-57.28
100.00,349.49,-53.76
129.15,297.78,-49.85
166.81,258.05,-45.58
215.44,227.73,-41.29
278.26,204.01,-37.17
359.38,185.06,-33.49
464.16,169.86,-29.82
599.48,157.95,-26.53
774.26,147.97,-23.65
1000.00,139.80,-21.01
1291.55,132.79,-18.62
1668.10,126.94,-16.51
2154.43,121.96,-14.44
2782.56,117.93,-12.61
3593.81,114.71,-10.96
4641.59,112.13,-9.56
5994.84,110.07,-8.40
7742.64,108.33,-7.46
10000.00,106.65,-6.85
12915.50,105.25,-6.30
16681.01,103.89,-5.93
21544.35,102.44,-5.63
27825.59,100.70,-5.54
35938.14,98.99,-5.29
46415.89,97.02,-5.35
59948.43,94.85,-4.89
77426.37,92.98,-4.31
100000.00,91.26,-3.56


Well: A1 - 80,000 HCMVEC
Spectrum: Run.137 measured at 25/07/2020 12:18:53 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14781.48,-75.38
1.29,11914.14,-75.30
1.67,9508.18,-74.69
2.15,7677.95,-74.72
2.78,6157.23,-74.36
3.59,4960.77,-74.12
4.64,4077.55,-74.00
5.99,3298.58,-73.67
7.74,2650.39,-72.95
10.00,2131.96,-72.28
12.92,1720.34,-71.30
16.68,1388.31,-70.30
21.54,1122.77,-69.01
27.83,910.41,-67.34
35.94,740.98,-65.47
46.42,606.47,-63.16
59.95,499.83,-60.49
77.43,416.04,-57.35
100.00,349.88,-53.71
129.15,298.65,-49.85
166.81,259.00,-45.65
215.44,228.00,-41.40
278.26,204.38,-37.27
359.38,185.13,-33.58
464.16,170.19,-29.95
599.48,157.99,-26.76
774.26,148.04,-23.73
1000.00,139.63,-21.20
1291.55,132.53,-18.79
1668.10,126.62,-16.55
2154.43,121.74,-14.46
2782.56,117.67,-12.67
3593.81,114.45,-11.02
4641.59,111.82,-9.57
5994.84,109.61,-8.39
7742.64,107.90,-7.50
10000.00,106.37,-6.87
12915.50,105.07,-6.28
16681.01,103.50,-5.92
21544.35,102.07,-5.68
27825.59,100.40,-5.47
35938.14,98.67,-5.26
46415.89,96.92,-5.29
59948.43,94.76,-4.89
77426.37,92.80,-4.31
100000.00,90.87,-3.67


Well: A1 - 80,000 HCMVEC
Spectrum: Run.141 measured at 25/07/2020 1:35:05 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14772.87,-75.30
1.29,11842.76,-74.93
1.67,9569.74,-74.58
2.15,7684.56,-74.59
2.78,6189.55,-74.27
3.59,4972.53,-74.05
4.64,4085.50,-74.00
5.99,3294.21,-73.85
7.74,2653.76,-73.10
10.00,2136.70,-72.20
12.92,1720.09,-71.41
16.68,1389.51,-70.37
21.54,1124.22,-68.99
27.83,913.27,-67.39
35.94,743.11,-65.46
46.42,608.36,-63.13
59.95,501.82,-60.48
77.43,417.40,-57.35
100.00,351.37,-53.85
129.15,299.72,-49.92
166.81,259.76,-45.79
215.44,228.46,-41.57
278.26,204.85,-37.36
359.38,185.25,-33.82
464.16,170.16,-30.28
599.48,157.84,-26.98
774.26,147.67,-24.04
1000.00,139.23,-21.39
1291.55,132.12,-19.01
1668.10,126.08,-16.66
2154.43,121.13,-14.66
2782.56,117.10,-12.74
3593.81,113.84,-11.05
4641.59,111.28,-9.62
5994.84,109.07,-8.49
7742.64,107.42,-7.55
10000.00,105.82,-6.78
12915.50,104.47,-6.28
16681.01,103.12,-5.85
21544.35,101.79,-5.54
27825.59,99.83,-5.44
35938.14,98.37,-5.20
46415.89,96.57,-5.21
59948.43,94.53,-4.88
77426.37,92.49,-4.29
100000.00,90.77,-3.60


Well: A1 - 80,000 HCMVEC
Spectrum: Run.145 measured at 25/07/2020 2:51:15 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14857.96,-75.33
1.29,11996.59,-74.94
1.67,9544.25,-74.84
2.15,7729.78,-74.70
2.78,6175.22,-74.49
3.59,4973.68,-74.20
4.64,4096.03,-73.96
5.99,3299.73,-73.39
7.74,2655.23,-72.92
10.00,2137.81,-72.27
12.92,1726.84,-71.29
16.68,1395.53,-70.15
21.54,1128.23,-68.85
27.83,914.87,-67.30
35.94,745.82,-65.38
46.42,610.77,-63.12
59.95,503.76,-60.41
77.43,418.83,-57.34
100.00,352.58,-53.82
129.15,300.93,-49.98
166.81,260.50,-45.82
215.44,229.75,-41.65
278.26,205.46,-37.54
359.38,186.10,-33.96
464.16,170.85,-30.38
599.48,158.13,-27.17
774.26,147.72,-24.28
1000.00,139.14,-21.55
1291.55,131.86,-19.22
1668.10,125.81,-16.84
2154.43,120.81,-14.77
2782.56,116.66,-12.82
3593.81,113.39,-11.15
4641.59,110.82,-9.63
5994.84,108.79,-8.50
7742.64,106.94,-7.55
10000.00,105.52,-6.73
12915.50,104.15,-6.22
16681.01,102.75,-5.81
21544.35,101.41,-5.53
27825.59,99.62,-5.41
35938.14,98.21,-5.04
46415.89,96.40,-5.20
59948.43,94.29,-4.81
77426.37,92.43,-4.26
100000.00,90.48,-3.61


Well: A1 - 80,000 HCMVEC
Spectrum: Run.149 measured at 25/07/2020 4:07:26 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14846.31,-75.33
1.29,11957.15,-75.22
1.67,9545.38,-74.63
2.15,7714.12,-74.64
2.78,6189.24,-74.30
3.59,4980.36,-74.09
4.64,4097.16,-73.95
5.99,3306.25,-73.43
7.74,2661.93,-72.87
10.00,2146.69,-72.17
12.92,1730.54,-71.19
16.68,1397.83,-70.12
21.54,1132.20,-68.86
27.83,918.48,-67.25
35.94,748.60,-65.33
46.42,613.17,-63.00
59.95,506.00,-60.34
77.43,420.91,-57.24
100.00,354.63,-53.75
129.15,302.82,-49.89
166.81,262.34,-45.93
215.44,230.82,-41.71
278.26,206.75,-37.74
359.38,187.19,-34.26
464.16,171.18,-30.74
599.48,158.39,-27.59
774.26,147.60,-24.63
1000.00,138.87,-21.90
1291.55,131.47,-19.42
1668.10,125.39,-17.01
2154.43,120.33,-14.87
2782.56,116.35,-12.92
3593.81,113.05,-11.20
4641.59,110.58,-9.65
5994.84,108.33,-8.53
7742.64,106.69,-7.50
10000.00,105.09,-6.78
12915.50,103.88,-6.19
16681.01,102.55,-5.81
21544.35,101.18,-5.47
27825.59,99.35,-5.39
35938.14,97.90,-5.05
46415.89,96.08,-5.23
59948.43,94.20,-4.82
77426.37,92.24,-4.29
100000.00,90.36,-3.60


Well: A1 - 80,000 HCMVEC
Spectrum: Run.153 measured at 25/07/2020 5:23:35 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14157.82,-75.71
1.29,11350.32,-75.46
1.67,9133.52,-74.96
2.15,7337.39,-75.09
2.78,5894.51,-74.66
3.59,4727.46,-74.48
4.64,3876.81,-74.39
5.99,3134.38,-73.79
7.74,2520.97,-73.22
10.00,2024.01,-72.46
12.92,1627.55,-71.50
16.68,1313.91,-70.31
21.54,1062.66,-68.88
27.83,861.07,-67.20
35.94,700.41,-65.15
46.42,573.46,-62.66
59.95,473.08,-59.68
77.43,394.13,-56.31
100.00,332.71,-52.41
129.15,284.85,-48.23
166.81,248.66,-43.74
215.44,220.30,-39.08
278.26,199.22,-34.92
359.38,182.38,-30.84
464.16,169.17,-27.06
599.48,158.98,-23.75
774.26,150.83,-20.95
1000.00,143.89,-18.55
1291.55,138.11,-16.42
1668.10,132.88,-14.68
2154.43,128.42,-13.03
2782.56,124.44,-11.65
3593.81,121.23,-10.36
4641.59,118.52,-9.23
5994.84,116.12,-8.38
7742.64,114.09,-7.70
10000.00,112.42,-7.23
12915.50,110.60,-6.94
16681.01,108.67,-6.71
21544.35,106.64,-6.58
27825.59,104.10,-6.59
35938.14,102.14,-6.30
46415.89,99.51,-6.12
59948.43,97.16,-5.65
77426.37,94.91,-4.85
100000.00,92.86,-4.02


Well: A2 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:09:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,15088.13,-71.28
