"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"IKW35","JAPANESE MACAQUE","Japan","u","Shipped",1982-05-13,,"9AZEB","Observed",,,"Yes",1982-05-22
"NCTHM","JAPANESE MACAQUE","Japan","u","Shipped",1982-04-11,,"8DT2W","Observed",,,"Yes",1982-05-12
"SI8FL","JAPANESE MACAQUE","Japan","m","Dead",1982-03-19,1995-07-28,"TLRRT","Observed",,,"Yes",
"6LEGW","JAPANESE MACAQUE","Japan","u","Shipped",1982-04-18,,"6EW5B","Observed",,,"Yes",1982-03-28
"7F5KV","JAPANESE MACAQUE","Japan","m","Dead",1982-04-02,1986-01-05,"DH7FS","Observed",,,"Yes",
"EZ33V","JAPANESE MACAQUE","Japan","f","Shipped",1982-05-16,,,,,,"Yes",1983-04-18
"6R0IY","JAPANESE MACAQUE","Japan","m","Dead",1982-04-03,1989-08-24,,,,,"Yes",
"MRZV9","JAPANESE MACAQUE","Japan","m","Dead",1982-04-29,1983-08-19,"B9U7M","Observed",,,"Yes",
"ENS4H","JAPANESE MACAQUE","Japan","m","Dead",1982-04-30,1997-06-23,"0IZFN","Observed",,,"Yes",
"18CN6","JAPANESE MACAQUE","Japan","f","Dead",1982-03-29,1989-08-11,"QKSJN","Observed",,,"Yes",
"5YFSP","JAPANESE MACAQUE","Japan","f","Dead",1982-04-08,1982-05-13,,,,,"Yes",
"S3RQ2","JAPANESE MACAQUE","Japan","m","Dead",1982-04-25,1983-11-21,"2DAEJ","Observed",,,"Yes",
"K1PR5","JAPANESE MACAQUE","Japan","f","Shipped",1982-05-22,,,,,,"Yes",1983-03-31
"07FDQ","JAPANESE MACAQUE","Japan","m","Dead",1982-04-30,1982-04-27,"XJ51I","Observed",,,"Yes",
"12GUH","JAPANESE MACAQUE","Japan","m","Dead",1982-04-23,1988-01-11,"43DH0","Observed",,,"Yes",
"S0SLE","JAPANESE MACAQUE","Japan","f","Dead",1982-05-26,2002-04-12,"A4ZSH","Observed",,,"Yes",
"KBD2U","JAPANESE MACAQUE","Japan","m","Dead",1982-05-31,1990-05-06,"YCA6Y","Observed",,,"Yes",
"83BUE","JAPANESE MACAQUE","Japan","u","Dead",1982-06-07,1982-05-21,"DCLNW","Observed",,,"Yes",
"178V4","JAPANESE MACAQUE","Japan","h","Dead",1982-06-12,1982-07-02,"866JB","Observed",,,"Yes",
"V6Z3D","JAPANESE MACAQUE","Japan","f","Dead",1982-05-06,1986-10-04,"FLHWX","Observed",,,"Yes",
"EY4RV","JAPANESE MACAQUE","Japan","f","Dead",1982-05-12,1986-12-17,"6GVCL","Observed",,,"Yes",
"DZ0HD","JAPANESE MACAQUE","Japan","f","Shipped",1982-05-30,,"AW2U9","Observed",,,"Yes",1989-08-04
"IY580","JAPANESE MACAQUE","Japan","f","Dead",1982-06-21,1989-08-21,"SXF6U","Observed",,,"Yes",
"L3912","JAPANESE MACAQUE","Japan","h","Dead",1982-05-30,1982-06-22,"78LW5","Observed",,,"Yes",
"855WC","JAPANESE MACAQUE","Japan","f","Dead",1982-06-10,1989-08-14,"N6QS9","Observed",,,"Yes",
"W0K12","JAPANESE MACAQUE","Japan","m","Dead",1982-05-06,1988-04-18,"YM7K6","Observed",,,"Yes",
"TSVYY","JAPANESE MACAQUE","Japan","m","Dead",1982-07-03,1983-07-26,"TWS4H","Observed",,,"Yes",
"XIYE6","JAPANESE MACAQUE","Japan","f","Dead",1982-06-06,1989-08-23,"DU51T","Observed",,,"Yes",
"7JUFG","JAPANESE MACAQUE","Japan","f","Dead",1982-05-27,1986-06-22,"3FWZ8","Observed",,,"Yes",
"B8H4R","JAPANESE MACAQUE","Japan","m","Dead",1982-05-17,1986-10-08,"7BRH5","Observed",,,"Yes",
"VEBZV","JAPANESE MACAQUE","Japan","f","Dead",1982-07-02,1990-06-03,"N3GZZ","Observed",,,"Yes",
"CN40C","JAPANESE MACAQUE","Japan","m","Dead",1982-07-12,1989-08-01,"274TH","Observed",,,"Yes",
"G6JHI","JAPANESE MACAQUE","Japan","m","Dead",1982-08-02,1996-08-08,"JZ102","Observed",,,"Yes",
"8B1HE","JAPANESE MACAQUE","Japan","f","Dead",1981-06-25,1986-06-02,,,,,"Yes",
"S5FU7","JAPANESE MACAQUE","Japan","m","Dead",1982-11-21,1982-12-29,"XQ2AG","Observed",,,"Yes",
"NX9WP","JAPANESE MACAQUE","Japan","u","Dead",1982-02-03,1983-01-27,"JAJUX","Observed",,,"Yes",
"6BNG0","JAPANESE MACAQUE","Japan","u","Dead",1983-03-31,1983-04-11,"YDCIC","Observed",,,"Yes",
"WMG6H","JAPANESE MACAQUE","Japan","f","Dead",1983-05-14,1983-04-30,"N6QS9","Observed",,,"Yes",
"BYVIM","JAPANESE MACAQUE","Japan","f","Dead",1983-06-02,1983-05-10,"NMI6S","Observed",,,"Yes",
"8P8EG","JAPANESE MACAQUE","Japan","m","Dead",1983-06-06,1983-08-03,"M17R5","Observed",,,"Yes",
"C15K0","JAPANESE MACAQUE","Japan","f","Shipped",1983-06-04,,"ED4CE","Observed",,,"Yes",1984-06-22
"LFBRI","JAPANESE MACAQUE","Japan","f","Shipped",1983-04-20,,"78LW5","Observed",,,"Yes",1989-07-21
"FWZ2A","JAPANESE MACAQUE","Japan","m","Dead",1983-05-08,1992-11-03,"GMUM7","Observed",,,"Yes",
"SHFTI","JAPANESE MACAQUE","Japan","h","Dead",1983-05-27,1983-10-30,"RND4U","Observed",,,"Yes",
"JVEW9","JAPANESE MACAQUE","Japan","m","Dead",1983-03-18,1989-08-28,"477GE","Observed",,,"Yes",
"N31TT","JAPANESE MACAQUE","Japan","m","Dead",1983-04-08,1989-08-20,"1IAGX","Observed",,,"Yes",
"10FIR","JAPANESE MACAQUE","Japan","m","Shipped",1983-08-05,,"RC9NB","Observed",,,"Yes",1984-06-03
"MBB4P","JAPANESE MACAQUE","Japan","u","Dead",1983-06-09,1983-07-30,"JAJUX","Observed",,,"Yes",
"P7U7B","JAPANESE MACAQUE","Japan","m","Dead",1983-07-14,1983-07-18,,,,,"Yes",
"Q202S","JAPANESE MACAQUE","Japan","f","Dead",1983-07-12,1984-10-02,"0DZYA","Observed",,,"Yes",
"XMD1Y","JAPANESE MACAQUE","Japan","h","Dead",1983-06-29,2000-02-07,"6GVCL","Genetic",,,"Yes",
"X2CA5","JAPANESE MACAQUE","Japan","m","Dead",1983-06-15,2001-12-27,"PJIQJ","Observed",,,"Yes",
"31V5W","JAPANESE MACAQUE","Japan","h","Dead",1983-05-11,1987-08-29,"9KM0C","Observed",,,"Yes",
"AXYLJ","JAPANESE MACAQUE","Japan","h","Shipped",1983-04-29,,"9DV4Z","Observed",,,"Yes",1989-06-10
"LMAD1","JAPANESE MACAQUE","Japan","m","Dead",1983-05-17,1987-03-27,"TD6MM","Observed",,,"Yes",
"RNQR9","JAPANESE MACAQUE","Japan","f","Dead",1983-06-26,1992-10-14,"1M66M","Observed",,,"Yes",
"BJHK1","JAPANESE MACAQUE","Japan","f","Dead",1983-05-04,1984-11-26,"ZKJRX","Observed",,,"Yes",
"PC1UE","JAPANESE MACAQUE","Japan","m","Dead",1983-05-24,1987-07-25,"QKSJN","Observed",,,"Yes",
"7GR4S","JAPANESE MACAQUE","Japan","m","Dead",1983-04-15,1992-11-07,"FHEQH","Observed",,,"Yes",
"5IWQJ","JAPANESE MACAQUE","Japan","m","Dead",1983-06-23,1990-03-06,"7XL7F","Observed",,,"Yes",
"XETH3","JAPANESE MACAQUE","Japan","m","Dead",1983-06-20,1998-01-28,"WL1BM","Observed",,,"Yes",
"EK6RD","JAPANESE MACAQUE","Japan","m","Dead",1983-04-24,1985-11-28,"1NAEP","Observed",,,"Yes",
"85ACE","JAPANESE MACAQUE","Japan","m","Dead",1983-05-30,2001-12-27,"0W9BR","Genetic",,,"Yes",
"ERWS3","JAPANESE MACAQUE","Japan","m","Dead",1983-03-13,1987-11-04,"3SH4I","Observed",,,"Yes",
"IUDL2","JAPANESE MACAQUE","Japan","m","Dead",1983-03-12,1990-07-11,"GU5SR","Observed",,,"Yes",
"8LCXC","JAPANESE MACAQUE","Japan","m","Dead",1983-06-19,1987-05-21,"DU51T","Observed",,,"Yes",
"SPUEM","JAPANESE MACAQUE","Japan","f","Dead",1983-03-13,1984-11-18,"6JVBT","Observed",,,"Yes",
"SDNJC","JAPANESE MACAQUE","Japan","f","Dead",1983-05-03,1994-06-25,"C3CAL","Observed",,,"Yes",
"J090R","JAPANESE MACAQUE","Japan","u","Dead",1983-05-28,1983-06-06,"DH7FS","Observed",,,"Yes",
"GIMLR","JAPANESE MACAQUE","Japan","m","Dead",1983-08-13,1984-12-24,"F5HF0","Observed",,,"Yes",
"Z9UTU","JAPANESE MACAQUE","Japan","f","Dead",1983-08-10,2000-07-30,"XQ2AG","Observed",,,"Yes",
"RQ2PD","JAPANESE MACAQUE","Japan","f","Dead",1984-03-22,1984-04-14,"4UGC4","Observed",,,"Yes",
"LZTEW","JAPANESE MACAQUE","Japan","m","Dead",1984-04-20,1984-04-04,,,,,"Yes",
"W3G50","JAPANESE MACAQUE","Japan","h","Shipped",1984-06-02,,"JZ102","Observed",,,"Yes",1985-04-10
"2BCGI","JAPANESE MACAQUE","Japan","m","Dead",1984-06-11,1984-12-16,"1M66M","Observed",,,"Yes",
"VAEJ8","JAPANESE MACAQUE","Japan","m","Dead",1984-03-12,2000-08-26,"0IZFN","Observed",,,"Yes",
"4XKHI","JAPANESE MACAQUE","Japan","f","Dead",1984-07-07,2004-09-15,"GU5SR","Observed",,,"Yes",
"JSB0T","JAPANESE MACAQUE","Japan","m","Dead",1984-03-25,1986-10-08,"TWS4H","Observed",,,"Yes",
"AIAB9","JAPANESE MACAQUE","Japan","m","Dead",1984-04-19,1986-05-30,"XLHKR","Observed",,,"Yes",
"IA09H","JAPANESE MACAQUE","Japan","m","Dead",1984-04-21,1990-03-19,"YDCIC","Observed",,,"Yes",
"MIP2K","JAPANESE MACAQUE","Japan","h","Dead",1984-04-27,2010-06-02,"N3GZZ","Observed",,,"Yes",
"EAD74","JAPANESE MACAQUE","Japan","m","Dead",1984-04-06,1987-09-09,"FLHWX","Observed",,,"Yes",
"QD4EW","JAPANESE MACAQUE","Japan","m","Dead",1984-06-08,1992-12-16,"LPW7K","Observed",,,"Yes",
"LSK5F","JAPANESE MACAQUE","Japan","h","Dead",1984-04-15,2000-02-23,"YCA6Y","Observed",,,"Yes",
"Q3G0P","JAPANESE MACAQUE","Japan","f","Dead",1984-05-08,1984-12-23,"XMNQG","Observed",,,"Yes",
"4N0DR","JAPANESE MACAQUE","Japan","h","Shipped",1984-05-16,,"DH7FS","Observed",,,"Yes",1989-06-13
"201Y6","JAPANESE MACAQUE","Japan","f","Dead",1984-06-19,1996-06-17,"I86LQ","Observed",,,"Yes",
"CIZDJ","JAPANESE MACAQUE","Japan","h","Dead",1984-03-14,1988-12-23,"43DH0","Observed",,,"Yes",
"IKYQL","JAPANESE MACAQUE","Japan","f","Shipped",1984-04-20,,"1IAGX","Observed",,,"Yes",1995-09-12
"Q34JP","JAPANESE MACAQUE","Japan","m","Shipped",1984-07-11,,"M17R5","Observed",,,"Yes",1985-07-15
"EDB1U","JAPANESE MACAQUE","Japan","m","Dead",1984-04-10,1992-11-17,"FHEQH","Observed",,,"Yes",
"1Z6TT","JAPANESE MACAQUE","Japan","f","Shipped",1984-03-21,,"SXF6U","Observed",,,"Yes",1988-11-03
"ZT8HV","JAPANESE MACAQUE","Japan","m","Dead",1984-04-06,1995-11-06,"HMAIX","Observed",,,"Yes",
"XZ8XK","JAPANESE MACAQUE","Japan","m","Dead",1984-03-23,1987-05-10,"Q82AF","Observed",,,"Yes",
"PA8QW","JAPANESE MACAQUE","Japan","m","Shipped",1984-04-06,,"2DAEJ","Observed",,,"Yes",1998-05-05
"EX427","JAPANESE MACAQUE","Japan","m","Shipped",1984-07-16,,"MDR9Y","Observed",,,"Yes",1985-07-28
"C7NQ7","JAPANESE MACAQUE","Japan","m","Dead",1984-03-30,1995-04-11,"3SH4I","Observed",,,"Yes",
"4ERBJ","JAPANESE MACAQUE","Japan","f","Dead",1984-06-30,1995-12-11,"6GVCL","Observed",,,"Yes",
"1LFZ2","JAPANESE MACAQUE","Japan","m","Dead",1984-08-08,1992-10-01,"W8Y3P","Observed",,,"Yes",
"BAPT5","JAPANESE MACAQUE","Japan","m","Dead",1984-07-16,1991-04-30,"F2CLY","Observed",,,"Yes",
"EL5BK","JAPANESE MACAQUE","Japan","m","Dead",1984-07-16,1989-08-21,"9DV4Z","Observed",,,"Yes",
"ERWXF","JAPANESE MACAQUE","Japan","m","Dead",1984-06-23,1984-12-17,"JAJUX","Observed",,,"Yes",
"9W4CZ","JAPANESE MACAQUE","Japan","m","Dead",1985-02-01,1984-12-26,"1NAEP","Observed",,,"Yes",
"BBHKM","JAPANESE MACAQUE","Japan","u","Dead",1984-01-17,1985-01-23,"1JZU5","Observed",,,"Yes",
"DW8FR","JAPANESE MACAQUE","Japan","m","Dead",1984-03-04,1984-03-20,"YM7K6","Observed",,,"Yes",
"46K6T","JAPANESE MACAQUE","Japan","h","Dead",1984-03-06,1984-03-31,"5GXUA","Observed",,,"Yes",
"PZPTV","JAPANESE MACAQUE","Japan","m","Dead",1984-04-19,1984-03-18,"3FWZ8","Observed",,,"Yes",
"PZVU7","JAPANESE MACAQUE","Japan","u","Dead",1984-03-20,1984-03-18,"4UGC4","Observed",,,"Yes",
"X6R15","JAPANESE MACAQUE","Japan","u","Dead",1984-05-06,1984-05-15,"ED4CE","Observed",,,"Yes",
"GBD7I","JAPANESE MACAQUE","Japan","f","Dead",1984-05-07,1984-06-20,"E03DZ","Observed",,,"Yes",
"CMA7F","JAPANESE MACAQUE","Japan","f","Dead",1984-05-03,1984-04-07,"QYRPK","Observed",,,"Yes",
"XGM7R","JAPANESE MACAQUE","Japan","u","Dead",1985-04-07,1985-03-12,"3FWZ8","Observed",,,"Yes",
"XYXTN","JAPANESE MACAQUE","Japan","u","Dead",1985-04-21,1985-05-22,"F5HF0","Observed",,,"Yes",
"66SHY","JAPANESE MACAQUE","Japan","m","Dead",1985-05-31,1985-05-08,"FAE4W","Observed",,,"Yes",
"DBX97","JAPANESE MACAQUE","Japan","f","Shipped",1985-05-27,,"7IM3M","Observed",,,"Yes",1991-10-13
"4ISD6","JAPANESE MACAQUE","Japan","f","Shipped",1985-04-27,,"JAJUX","Observed",,,"Yes",1991-09-23
"MGH3L","JAPANESE MACAQUE","Japan","m","Dead",1985-07-10,1991-08-25,"Q82AF","Observed",,,"Yes",
"VT1R8","JAPANESE MACAQUE","Japan","m","Dead",1985-06-01,1985-12-19,"1M66M","Observed",,,"Yes",
"8GY66","JAPANESE MACAQUE","Japan","f","Dead",1985-06-10,1986-02-12,"FMMU9","Observed",,,"Yes",
"7LAZG","JAPANESE MACAQUE","Japan","m","Dead",1985-06-03,1993-05-18,"AZYPL","Observed",,,"Yes",
"RYY3S","JAPANESE MACAQUE","Japan","m","Shipped",1985-05-27,,"ED4CE","Observed",,,"Yes",1988-09-28
"IYTI6","JAPANESE MACAQUE","Japan","m","Dead",1985-05-20,1996-06-25,"DH7FS","Observed",,,"Yes",
"NJQU5","JAPANESE MACAQUE","Japan","h","Dead",1985-05-15,1992-12-20,"78LW5","Observed",,,"Yes",
"Z62AZ","JAPANESE MACAQUE","Japan","m","Shipped",1985-04-16,,"5GXUA","Observed",,,"Yes",1988-11-01
"Y1ZXS","JAPANESE MACAQUE","Japan","f","Dead",1985-06-24,1986-07-11,"YCA6Y","Observed",,,"Yes",
"L8RYF","JAPANESE MACAQUE","Japan","h","Dead",1985-03-18,2000-02-16,"RND4U","Observed",,,"Yes",
"8A2XM","JAPANESE MACAQUE","Japan","f","Dead",1985-06-03,2003-05-20,"N3GZZ","Observed",,,"Yes",
"0C1ZS","JAPANESE MACAQUE","Japan","m","Dead",1985-07-07,1986-10-09,"YXL5V","Observed",,,"Yes",
"Y6UMC","JAPANESE MACAQUE","Japan","m","Shipped",1985-05-30,,"SXF6U","Observed",,,"Yes",1991-10-14
"H0DPQ","JAPANESE MACAQUE","Japan","m","Shipped",1985-05-21,,"XDSXY","Observed",,,"Yes",1988-09-29
"XVLNU","JAPANESE MACAQUE","Japan","m","Dead",1985-04-19,1989-04-06,"QKSJN","Observed",,,"Yes",
"G2AG4","JAPANESE MACAQUE","Japan","h","Shipped",1985-07-02,,"0W9BR","Observed",,,"Yes",1989-06-10
"E4I7I","JAPANESE MACAQUE","Japan","m","Dead",1985-05-11,1987-09-17,"0IZFN","Observed",,,"Yes",
"A4X0B","JAPANESE MACAQUE","Japan","m","Dead",1985-06-19,1986-07-30,"QYRPK","Observed",,,"Yes",
"NDSSB","JAPANESE MACAQUE","Japan","f","Dead",1985-02-25,1986-11-04,"7BRH5","Observed",,,"Yes",
"1A1AL","JAPANESE MACAQUE","Japan","m","Dead",1985-05-10,1986-03-21,"XQ2AG","Observed",,,"Yes",
"NTSUW","JAPANESE MACAQUE","Japan","m","Dead",1985-05-28,1996-08-12,"N6QS9","Observed",,,"Yes",
"J4I7Q","JAPANESE MACAQUE","Japan","h","Dead",1985-05-19,2000-02-09,"B9U7M","Observed",,,"Yes",
"90WYG","JAPANESE MACAQUE","Japan","h","Dead",1985-03-27,2000-02-17,"C3CAL","Observed",,,"Yes",
"XT28E","JAPANESE MACAQUE","Japan","f","Dead",1985-06-27,1986-07-22,"FLHWX","Observed",,,"Yes",
"WKQWH","JAPANESE MACAQUE","Japan","m","Dead",1985-03-14,1986-07-23,"6JVBT","Observed",,,"Yes",
"GHUGD","JAPANESE MACAQUE","Japan","m","Dead",1985-04-02,1986-07-29,"WL1BM","Observed",,,"Yes",
"V360X","JAPANESE MACAQUE","Japan","f","Dead",1985-07-09,1995-10-27,"Z0GYH","Observed",,,"Yes",
"E23JL","JAPANESE MACAQUE","Japan","m","Shipped",1985-07-15,,"FFJHV","Observed",,,"Yes",1991-10-08
"45982","JAPANESE MACAQUE","Japan","f","Dead",1985-04-08,1986-01-29,"N5JJZ","Observed",,,"Yes",
"JBG13","JAPANESE MACAQUE","Japan","m","Dead",1985-06-24,1986-06-18,"4UGC4","Observed",,,"Yes",
"KRIR5","JAPANESE MACAQUE","Japan","f","Dead",1985-04-04,1991-12-12,"0DZYA","Observed",,,"Yes",
"2XD7I","JAPANESE MACAQUE","Japan","m","Dead",1985-06-11,1996-08-04,"ECS0S","Observed",,,"Yes",
"FZHEH","JAPANESE MACAQUE","Japan","f","Dead",1985-05-23,1998-11-24,"TVC26","Observed",,,"Yes",
"FGDLQ","JAPANESE MACAQUE","Japan","m","Dead",1985-02-18,1996-09-28,"ZKJRX","Observed",,,"Yes",
"6ZKIT","JAPANESE MACAQUE","Japan","m","Dead",1985-04-28,1993-11-05,"1IAGX","Observed",,,"Yes",
"6DV4K","JAPANESE MACAQUE","Japan","m","Shipped",1985-04-20,,"TD6MM","Observed",,,"Yes",1988-09-12
"4U30C","JAPANESE MACAQUE","Japan","m","Dead",1985-04-22,1996-07-09,"PJIQJ","Observed",,,"Yes",
"EPHIK","JAPANESE MACAQUE","Japan","f","Dead",1985-04-24,1996-10-09,"A72AX","Observed",,,"Yes",
"TLXCT","JAPANESE MACAQUE","Japan","m","Shipped",1985-03-20,,"GHTM5","Observed",,,"Yes",1991-10-25
"5Q946","JAPANESE MACAQUE","Japan","m","Dead",1985-07-04,1985-05-30,"SG5YD","Observed",,,"Yes",
"VTV7W","JAPANESE MACAQUE","Japan","f","Dead",1985-08-11,1987-05-24,"3SH4I","Observed",,,"Yes",
"IZGEJ","JAPANESE MACAQUE","Japan","m","Dead",1985-08-01,2005-11-19,"7XL7F","Genetic",,,"Yes",
"AF65J","JAPANESE MACAQUE","Japan","f","Shipped",1985-07-09,,"7FMIC","Observed",,,"Yes",1991-09-11
"3FCR1","JAPANESE MACAQUE","Japan","m","Dead",1985-07-23,1992-05-21,"691A0","Observed",,,"Yes",
"52YLB","JAPANESE MACAQUE","Japan","f","Dead",1985-06-21,1986-04-10,"9KM0C","Observed",,,"Yes",
"HK3YR","JAPANESE MACAQUE","Japan","m","Dead",1985-06-15,1992-11-14,"43DH0","Observed",,,"Yes",
"KZNGX","JAPANESE MACAQUE","Japan","f","Shipped",1985-07-28,,"RXCW3","Observed",,,"Yes",1985-11-17
"2M9B5","JAPANESE MACAQUE","Japan","f","Shipped",1985-07-16,,"N7GS1","Observed",,,"Yes",1989-07-08
"7I29E","JAPANESE MACAQUE","Japan","m","Dead",1985-06-28,1988-11-07,"6GVCL","Observed",,,"Yes",
"HYJET","JAPANESE MACAQUE","Japan","m","Dead",1985-02-05,1985-02-23,"AW2U9","Observed",,,"Yes",
"4SSZQ","JAPANESE MACAQUE","Japan","h","Dead",1985-03-12,1985-03-19,"YM7K6","Observed",,,"Yes",
"I5VU0","JAPANESE MACAQUE","Japan","u","Dead",1985-04-24,1985-05-19,"FHEQH","Observed",,,"Yes",
"KYQ8Z","JAPANESE MACAQUE","Japan","m","Dead",1985-06-04,1985-07-18,"9DV4Z","Observed",,,"Yes",
"QHX5Z","JAPANESE MACAQUE","Japan","u","Dead",1985-06-20,1985-05-22,"L3KQE","Observed",,,"Yes",
"PIBSV","JAPANESE MACAQUE","Japan","u","Dead",1986-03-06,1986-01-12,"GMUM7","Observed",,,"Yes",
"LI31T","JAPANESE MACAQUE","Japan","m","Dead",1986-03-13,1986-02-11,"FHEQH","Observed",,,"Yes",
"55D5X","JAPANESE MACAQUE","Japan","m","Dead",1986-03-16,1986-03-10,"1JZU5","Observed",,,"Yes",
"ABT47","JAPANESE MACAQUE","Japan","m","Dead",1986-04-20,1986-04-11,,,,,"Yes",
"LJQ6P","JAPANESE MACAQUE","Japan","u","Dead",1986-03-30,1986-04-11,"N5JJZ","Observed",,,"Yes",
"YRVVJ","JAPANESE MACAQUE","Japan","u","Dead",1986-04-25,1986-03-27,"SG5YD","Observed",,,"Yes",
"LDWDL","JAPANESE MACAQUE","Japan","u","Dead",1986-04-06,1986-05-15,,,,,"Yes",
"EBJ1L","JAPANESE MACAQUE","Japan","u","Dead",1986-04-23,1986-04-14,"DU51T","Observed",,,"Yes",
"DCTT9","JAPANESE MACAQUE","Japan","m","Dead",1986-06-05,1986-06-07,,,,,"Yes",
"1X173","JAPANESE MACAQUE","Japan","u","Dead",1986-04-25,1986-05-19,,,,,"Yes",
"7YHKA","JAPANESE MACAQUE","Japan","f","Dead",1986-05-13,1986-05-26,"6JVBT","Observed",,,"Yes",
"MM4NZ","JAPANESE MACAQUE","Japan","m","Shipped",1986-04-25,,"C4R83","Observed",,,"Yes",1987-01-15
"R0CP5","JAPANESE MACAQUE","Japan","u","Dead",1986-05-27,1986-06-06,"268Q5","Observed",,,"Yes",
"4KLZ0","JAPANESE MACAQUE","Japan","f","Dead",1986-05-14,1986-04-30,"7BRH5","Observed",,,"Yes",
"40YTA","JAPANESE MACAQUE","Japan","m","Dead",1986-05-25,1986-09-26,"V3IXG","Observed",,,"Yes",
"5W3KN","JAPANESE MACAQUE","Japan","f","Dead",1986-06-02,2013-09-15,"NMI6S","Observed",,,"Yes",
"IQFV4","JAPANESE MACAQUE","Japan","f","Dead",1986-05-02,1986-06-26,"IXUIB","Observed",,,"Yes",
"XP1SR","JAPANESE MACAQUE","Japan","m","Dead",1986-05-24,1993-01-02,"0W9BR","Observed",,,"Yes",
"6WK2Y","JAPANESE MACAQUE","Japan","f","Shipped",1986-03-18,,"YM7K6","Observed",,,"Yes",1991-11-01
"V1CMU","JAPANESE MACAQUE","Japan","m","Dead",1986-04-11,1988-07-09,"TWS4H","Observed",,,"Yes",
"7UTAN","JAPANESE MACAQUE","Japan","m","Dead",1986-04-15,1986-07-25,"F5HF0","Observed",,,"Yes",
"1466X","JAPANESE MACAQUE","Japan","f","Shipped",1986-05-08,,"YR5HD","Observed",,,"Yes",1987-01-18
"WSW0Y","JAPANESE MACAQUE","Japan","f","Dead",1986-04-20,1987-07-11,"GU5SR","Observed",,,"Yes",
"T5V71","JAPANESE MACAQUE","Japan","m","Dead",1986-04-05,1986-11-06,"1NAEP","Observed",,,"Yes",
"BZIIH","JAPANESE MACAQUE","Japan","f","Dead",1986-02-25,1986-10-11,"XQLC7","Observed",,,"Yes",
"6HY1D","JAPANESE MACAQUE","Japan","m","Dead",1986-04-27,1993-12-12,"W8Y3P","Observed",,,"Yes",
"HCAFF","JAPANESE MACAQUE","Japan","m","Dead",1986-05-13,1996-09-12,"3FWZ8","Observed",,,"Yes",
"JVPSU","JAPANESE MACAQUE","Japan","m","Dead",1986-05-17,1986-12-05,"V6Z3D","Observed",,,"Yes",
"KCNWG","JAPANESE MACAQUE","Japan","m","Dead",1986-07-13,1986-07-06,"L3KQE","Observed",,,"Yes",
"10VQ2","JAPANESE MACAQUE","Japan","f","Shipped",1986-05-12,,"DZ0HD","Observed",,,"Yes",1989-07-05
"MYQUJ","JAPANESE MACAQUE","Japan","m","Dead",1986-07-17,1986-07-26,"1IAGX","Observed",,,"Yes",
"JBMBL","JAPANESE MACAQUE","Japan","h","Dead",1986-05-04,1987-08-08,"1M66M","Observed",,,"Yes",
"K1UPZ","JAPANESE MACAQUE","Japan","m","Dead",1986-07-12,1996-09-16,"A4ZSH","Observed",,,"Yes",
"RUSGQ","JAPANESE MACAQUE","Japan","f","Dead",1986-08-02,1999-02-10,"RND4U","Observed",,,"Yes",
"8IXR5","JAPANESE MACAQUE","Japan","f","Dead",1986-06-19,1987-06-22,"AW2U9","Observed",,,"Yes",
"LSFAI","JAPANESE MACAQUE","Japan","m","Shipped",1986-06-03,,"3E5YD","Observed",,,"Yes",1991-09-17
"Z1IR9","JAPANESE MACAQUE","Japan","m","Dead",1986-05-07,1989-08-11,"GHTM5","Observed",,,"Yes",
"1DEBW","JAPANESE MACAQUE","Japan","f","Dead",1986-06-18,1987-06-03,"5GXUA","Observed",,,"Yes",
"XJSRS","JAPANESE MACAQUE","Japan","f","Dead",1986-06-07,1999-09-19,"S0SLE","Observed",,,"Yes",
"TM1VD","JAPANESE MACAQUE","Japan","f","Dead",1986-03-18,2000-05-04,"HMAIX","Observed",,,"Yes",
"YZM0C","JAPANESE MACAQUE","Japan","m","Dead",1987-03-18,1987-04-18,,,,,"Yes",
"DM79Z","JAPANESE MACAQUE","Japan","u","Dead",1987-04-12,1987-03-31,,,,,"Yes",
"SPZCN","JAPANESE MACAQUE","Japan","u","Dead",1987-03-12,1987-03-14,,,,,"Yes",
"0MY9Y","JAPANESE MACAQUE","Japan","u","Dead",1987-04-14,1987-04-03,,,,,"Yes",
"SE4V7","JAPANESE MACAQUE","Japan","f","Dead",1987-03-19,1987-03-13,,,,,"Yes",
"YGQXV","JAPANESE MACAQUE","Japan","m","Dead",1987-04-01,1987-04-20,,,,,"Yes",
"DRIJW","JAPANESE MACAQUE","Japan","f","Dead",1987-04-24,1987-04-21,,,,,"Yes",
"XCGUX","JAPANESE MACAQUE","Japan","m","Dead",1987-05-02,1987-05-30,,,,,"Yes",
"V8F2J","JAPANESE MACAQUE","Japan","f","Dead",1987-03-20,2003-02-10,"1JZU5","Observed",,,"Yes",
"TU662","JAPANESE MACAQUE","Japan","m","Shipped",1987-03-19,,"477GE","Observed",,,"Yes",1989-01-11
"XN2L0","JAPANESE MACAQUE","Japan","f","Shipped",1987-03-05,,"FMMU9","Observed",,,"Yes",1989-02-18
"KA7ZY","JAPANESE MACAQUE","Japan","f","Dead",1987-05-03,1987-07-21,"XMNQG","Observed",,,"Yes",
"KJQQB","JAPANESE MACAQUE","Japan","f","Shipped",1987-03-16,,"Z0GYH","Observed",,,"Yes",1991-11-06
