"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"faSelfAlcIntentionRAA_planning";"faSelfAlcIntentionRAA_willGo";"faSelfAlcIntentionRAA_want";"faSelfAlcAttGeneral_good";"faSelfAlcAttGeneral_pleasant";"faSelfAlcAttGeneral_smart";"faSelfAlcAttGeneral_healthy";"faSelfAlcAttGeneral_exciting";"faSelfAlcNormGeneral_in1";"faSelfAlcNormGeneral_in2";"faSelfAlcNormGeneral_dn1";"faSelfAlcNormGeneral_dn2";"faSelfAlcPBCgeneral_ifwanted";"faSelfAlcPBCgeneral_easy";"faSelfAlcPBCgeneral_control";"faSelfAlcPBCgeneral_externalFactors";"faSelfAlcPBCgeneral_notOnlyMe";"faSelfAlcOpenWhyNot";"faSelfAlcOpenWhy";"faSelfAlcAttExpect1_anonimity";"faSelfAlcAttExpect1_parents";"faSelfAlcAttExpect1_ruinsEvening";"faSelfAlcAttExpect2_security";"faSelfAlcAttExpect2_police";"faSelfAlcAttExpect2_solvesItself";"faSelfAlcAttExpect2_accessToParty";"faSelfAlcAttExpect2_approachSecurity";"faSelfAlcNormInjunct_partner";"faSelfAlcNormInjunct_bestFriends";"faSelfAlcNormInjunct_otherFriends";"faSelfAlcNormInjunct_partyPeople";"faSelfAlcNormInjunct_parents";"faSelfAlcNormInjunct_siblings";"faSelfAlcNormMTC_partner";"faSelfAlcNormMTC_bestFriends";"faSelfAlcNormMTC_otherFriends";"faSelfAlcNormMTC_partyPeople";"faSelfAlcNormMTC_parents";"faSelfAlcNormMTC_siblings";"faSelfAlcNormDescr_partner";"faSelfAlcNormDescr_bestFriends";"faSelfAlcNormDescr_otherFriends";"faSelfAlcNormDescr_partyPeople";"faSelfAlcNormDescr_parents";"faSelfAlcNormDescr_siblings";"faSelfAlcContrBeliefs_knowsLocation";"faSelfAlcContrBeliefs_faCanHelp";"faSelfAlcnormProduct_bestFriends";"faSelfAlcnormProduct_otherFriends";"faSelfAlcnormProduct_parents";"faSelfAlcnormProduct_partner";"faSelfAlcnormProduct_partyPeople";"faSelfAlcnormProduct_siblings";"faSelfAlc_intention";"faSelfAlc_attitude";"faSelfAlc_perceivedNorm";"faSelfAlc_pbc"
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";18;"Ja, ik doe WO (universiteit)";NA;5;5;5;6;3;6;6;5;5;6;5;4;5;3;4;4;3;"Alcohol wordt niet als erg gevaarlijk gezien, van alcoholgerelateerde klachten wordt aangenomen dat ze vanzelf over gaan.";"Bezorgdheid om hun gezondheid.";7;3;5;5;2;5;5;5;NA;6;5;4;6;6;NA;2;-3;-3;-3;-3;NA;5;4;3;1;6;5;6;12;-15;-18;NA;-12;-18;5;5.2;5;3.8
"Female";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";42;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";24;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;5;4;4;7;7;7;7;4;7;7;7;4;5;5;4;5;3;"Omdat ze zich stom voelen, omdat het alcohol is en ze er misschien wel raad mee weten, omdat andere mensen ook kunnen helpen.";"Omdat de ehbo er verstand van heeft en ze je verder kunnen helpen.";2;1;4;4;1;4;3;7;NA;7;7;3;7;7;NA;3;3;-1;3;3;NA;4;4;3;7;5;5;7;21;21;21;NA;-3;21;4.33333333333333;6.4;6.25;4.4
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;NA;NA;4;1;4;4;1;4;4;7;NA;7;7;7;7;7;NA;-3;-3;-3;-3;-3;NA;7;7;7;7;7;7;7;-21;-21;-21;NA;-21;-21;7;7;7;7
"Male";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;5;7;7;7;7;4;5;5;5;5;6;6;6;6;5;NA;NA;7;1;1;1;1;4;7;7;7;7;7;7;7;NA;2;2;2;2;2;NA;7;7;7;7;7;NA;7;7;14;14;14;14;14;NA;5;6.4;5;5.8
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";65;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";6;6;5;7;5;7;7;5;6;6;5;4;5;6;5;5;4;"Omdat ze denken dat het vanzelf beter zal gaan als men stopt met drinken";"Als het nooit eerder is gebeurd schrik je meer en ga je waarschijnlijk sneller + sommige mensen vinden het normaal om compleet van de wereld te zijn waar anderen dit niet vinden en hulp zoeken als zoiets gebeurt";4;4;6;3;1;4;4;7;7;7;7;6;7;7;1;-1;-2;-3;0;-1;5;5;4;4;6;5;5;3;-7;-14;0;7;-18;-7;5.66666666666667;6.2;5.25;5
"Male";38;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";2;2;2;5;2;6;6;4;4;4;4;4;7;6;6;5;5;"alcohol gerelateerd klachten hebben mensen ook op plekken waar geen ehbo aanwezig is, dus wanneer deze klachten er wel zijn op een plek waar wel ehbo is, zal het niet snel bij mensne opkomen om naar ehbo te gaan";"als de klachten heel heftig zijn";6;1;4;1;1;7;6;7;6;6;6;6;NA;6;1;1;0;-3;NA;-3;4;4;4;4;NA;4;5;5;6;0;NA;6;-18;-18;2;4.6;4;5.8
"Female";38;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";7;7;7;7;7;7;7;2;7;7;7;7;7;7;4;3;7;NA;NA;7;1;3;2;1;7;7;7;NA;7;7;7;7;7;NA;-3;-3;-3;-3;-3;NA;6;6;4;7;7;6;7;-21;-21;-21;NA;-21;-21;7;6;7;5.6
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";3;3;5;5;3;5;5;5;5;5;5;5;5;3;5;6;4;NA;NA;5;3;5;5;3;5;4;4;NA;5;5;6;6;5;NA;0;0;-3;0;0;NA;5;5;6;6;3;3;5;0;0;0;NA;-18;0;3.66666666666667;4.6;5;4.6
"Male";38;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";3;3;3;5;3;3;5;3;3;3;3;3;5;5;3;5;5;NA;NA;5;2;2;4;2;6;2;2;3;3;3;3;NA;NA;1;1;1;1;NA;NA;2;2;2;2;NA;NA;6;3;3;3;NA;3;3;NA;3;3.8;3;4.6
"Male";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";24;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";54;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";2;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";3;"Ja, ik doe WO (universiteit)";NA;4;5;3;3;3;6;6;4;6;6;5;5;5;4;4;4;3;NA;NA;7;1;5;2;1;4;5;6;NA;6;3;1;5;6;NA;3;-1;-3;1;2;NA;6;4;2;5;5;5;4;18;-3;5;NA;-3;12;4;4.4;5.5;4
"Male";22;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;2;2;1;6;2;5;5;4;5;6;5;2;6;6;5;6;6;"het is alcohol,  komt wel goed ";"omdat ze bang zijn, te erg fout gaan, niet denken dat het morgen wel weer prima gaat behalve de kater dan";7;3;3;6;5;7;2;5;NA;5;5;4;6;5;NA;1;1;-3;-2;-2;NA;1;1;2;6;3;2;5;5;5;-12;NA;-12;-10;1.66666666666667;4.4;4.5;5.8
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";15;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe HAVO";NA;3;2;2;7;5;7;7;1;3;3;3;3;7;7;7;3;6;"Net zoals bij drugs weten sommige wat er aan de hand is en dat het over gaat.";"Sommigen weten niet wat er gebeurt en willen wel hulp.";6;6;4;4;4;6;4;5;6;6;6;6;7;6;-2;-2;-2;-2;-2;-2;5;5;5;5;6;5;7;6;-12;-12;-14;-12;-12;-12;2.33333333333333;5.4;3;6
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";35;"Ja, ik doe MBO (ROC)";NA;3;1;1;5;2;2;7;6;2;2;2;4;5;2;2;5;3;NA;NA;3;1;2;1;1;4;6;3;NA;2;2;4;5;5;NA;1;1;-2;1;1;NA;1;1;2;2;2;3;7;2;2;5;NA;-8;5;1.66666666666667;4.4;2.5;3.4
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe HBO (hogeschool)";NA;4;4;4;5;1;7;7;4;6;6;5;2;5;3;4;5;1;"Genant";NA;2;4;5;1;1;4;3;4;NA;6;2;2;7;6;NA;3;0;-3;3;2;NA;3;2;2;7;2;2;5;18;0;21;NA;-6;12;4;4.8;4.75;3.6
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";20;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HAVO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";47;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";7;7;7;4;4;4;4;4;7;7;7;7;7;7;7;1;7;"Ben niet zo vaak dronken, laat staan ladders at.";NA;7;1;1;1;1;5;7;7;7;7;7;7;7;7;-3;-3;-3;-3;-3;-3;7;7;7;7;7;7;5;7;-21;-21;-21;-21;-21;-21;7;4;7;5.8
"Female";22;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe MBO (ROC)";NA;6;6;6;7;6;6;6;4;7;5;5;5;5;5;5;1;4;"Denken dat het wel meevalt.";"Bang vanwege de effecten";3;3;3;3;1;4;4;2;6;6;6;6;6;6;-1;-1;-1;-1;-1;-1;6;6;6;4;6;6;5;7;-6;-6;-6;-6;-6;-6;6;5.8;5.5;4
"Male";48;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";55;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";32;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"HAVO";4;2;1;6;4;6;6;2;4;4;2;1;5;3;5;5;4;"Omdat ze dit onzin vinden. Als je overgeeft door overmatig alcoholgebruik, is het er ook uit en is het vaak een kwestie van bijkomen.";NA;5;4;3;5;3;5;4;6;2;3;4;4;2;2;2;1;-1;-3;-2;-2;2;2;1;1;5;5;6;4;3;-4;-4;4;-12;-4;2.33333333333333;4.8;2.75;4.4
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;NA;NA;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;2;2;2;2;6;6;6;6;6;6;6;6;12;12;12;12;12;12;6;6;6;6
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";4;4;4;7;7;7;7;1;7;7;7;7;7;4;7;4;4;NA;NA;7;1;4;1;1;4;7;7;4;4;4;4;NA;4;0;0;0;0;NA;0;4;4;4;4;NA;4;6;4;0;0;NA;0;0;0;4;5.8;7;5.2
"Female";34;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";7;7;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;NA;NA;1;7;1;1;1;1;7;4;7;7;7;7;7;7;-3;-3;-3;-3;-3;-3;7;7;7;7;7;7;7;7;-21;-21;-21;-21;-21;-21;5;7;7;7
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe MBO (ROC)";NA;7;6;7;7;7;7;7;5;7;7;7;7;6;5;5;3;5;NA;NA;2;3;1;2;1;5;3;5;NA;7;7;7;7;7;NA;1;1;-3;2;-1;NA;5;5;5;6;5;2;5;7;7;14;NA;-21;-7;6.66666666666667;6.6;7;4.8
"Male";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";13;"Ja, ik doe MBO (ROC)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";5;5;5;6;5;7;7;6;6;6;6;6;7;6;6;4;6;"De meeste mensen vind het vervelend om naar de EHBO gaan en willen hun avond en die van hun vrienden nier verpesten.";"Omdat ze het gevoel hebben dat het echt niet gaat en het niet vanzelf overgaat. Wanneer het bijv. een wat serieuzer probleem is, zoals alcohol vergiftiging kan je zelfs in het ziekenhuis eindigen. In dit soort gevallen moet je wel naar iemand die je kan helpen omdat het anders heel slecht met je kan aflopen.";4;1;4;4;4;4;4;4;5;5;5;5;5;5;0;0;0;-3;0;0;5;5;5;5;5;5;5;6;0;0;0;0;-15;0;5;6.2;6;5.8
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe HBO (hogeschool)";NA;1;2;2;5;4;6;6;4;4;5;5;5;5;4;5;4;5;"Omdat mensen denken: Ik heb gewoon teveel gedronken, ik moet naar huis of aan het frisdrank/water/ wat eten.

Anderzijds: Je bent dronken! op dat moment heb je er gewoon geen zin in. ";"Omdat ze zich echt beroerd voelen, omdat iemand op ze inpraat terwijl ze in een dronken toestand verkeren, waarna je op een gegeven moment toegeeft aan het advies.

Als je heel ver moet reizen, en je denkt niet dat je het gaat redden zonder hulp. Als je alleen bent";7;1;3;2;2;5;3;1;1;3;4;5;2;2;2;1;-1;0;0;1;7;3;4;2;2;3;6;2;3;-4;0;2;0;2;1.66666666666667;5;4.75;4.6
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
