"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"epGeneralBeliefs_loudnessPreference";"epGeneralBeliefs_loudnessGenre";"epGeneralBeliefs_loudnessTooMuch";"epGeneralBeliefs_priceFoam";"epGeneralBeliefs_priceSilicon";"epGeneralBeliefs_priceCustom";"epw_Intention_plan";"epw_Intention_will";"epw_Intention_want";"epw_AttDirect_good";"epw_AttDirect_pleas";"epw_AttDirect_smart";"epw_AttDirect_healt";"epw_AttDirect_excit";"epw_NrmDirect_in1";"epw_NrmDirect_in2";"epw_NrmDirect_dn1";"epw_NrmDirect_dn2";"epw_PBCDirect_ifwanted";"epw_PBCDirect_easy";"epw_PBCDirect_control";"epw_PBCDirect_externalFactors";"epw_PBCDirect_notOnlyMe";"epw_AttExpect_hearingDamage";"epw_AttExpect_highTone";"epw_AttExpect_musicVolume";"epw_AttExpect_musicFidelity";"epw_AttExpect_loudConversation";"epw_AttExpect_musicFocus";"epw_AttExpect_musicEnjoy";"epw_AttValue_losing";"epw_AttValue_hearingDamage";"epw_AttValue_highTone";"epw_AttValue_musicVolume";"epw_AttValue_musicFidelity";"epw_AttValue_loudConversation";"epw_AttValue_musicFocus";"epw_AttValue_highTmusicEnjoyone";"epw_AttValue_comfortableFit";"epw_AttValue_priceQuality";"epw_attProduct_hearingDamage";"epw_attProduct_highTone";"epw_attProduct_loudConversation";"epw_attProduct_musicFidelity";"epw_attProduct_musicFocus";"epw_attProduct_musicVolume";"epw_NrmInjunct_partner";"epw_NrmInjunct_bestFriends";"epw_NrmInjunct_otherFriends";"epw_NrmInjunct_partyPeople";"epw_NrmInjunct_parents";"epw_NrmInjunct_siblings";"epw_NrmMTC_partner";"epw_NrmMTC_bestFriends";"epw_NrmMTC_otherFriends";"epw_NrmMTC_partyPeople";"epw_NrmMTC_parents";"epw_NrmMTC_siblings";"epw_nrmProduct_bestFriends";"epw_nrmProduct_otherFriends";"epw_nrmProduct_parents";"epw_nrmProduct_partner";"epw_nrmProduct_partyPeople";"epw_nrmProduct_siblings";"epw_PBCBeliefs_recognize";"epw_PBCBeliefs_remember";"epw_PBCBeliefs_fit";"epw_PBCBeliefs_fallOut";"epw_PBCBeliefs_intoxicated";"epw_Habit_automatic";"epw_Habit_withoutThinking";"epw_Habit_beforeRealising";"epw_Habit_withoutRemembering";"epw_Behavior_houseparty";"epw_Behavior_cafe";"epw_Behavior_disco";"epw_Behavior_band";"epw_Behavior_smallPartyInside";"epw_Behavior_bigPartyInside";"epw_Behavior_smallPartyOutside";"epw_Behavior_bigPartyOutside";"epPossession";"epw_behavior";"epw_intention";"epw_attitude";"epw_perceivedNorm";"epw_pbc";"epw_habit"
"Male";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;7;4;1;4;7;2;1;2;7;1;7;7;1;6;7;4;2;7;7;7;1;7;2;2;1;7;2;2;1;1;1;1;1;1;2;6;7;6;6;2;2;4;7;12;1;7;7;7;7;7;NA;1;1;1;1;1;NA;7;7;7;7;7;NA;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1.66666666666667;4.6;4.75;5.8;1
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";55;"Nee, ik volg op dit moment geen studie";"HAVO";4;6;4;4;4;7;7;7;7;7;6;7;6;4;7;7;5;7;7;7;7;2;7;2;1;4;4;2;5;4;1;1;3;2;1;3;4;4;7;7;2;3;6;4;20;8;NA;7;7;6;7;7;NA;1;1;1;5;1;7;7;35;NA;6;7;4;3;3;3;4;4;4;4;4;2;6;6;2;6;7;6;7;1;5.25;7;6;6.5;6;4
"Male";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";60;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;6;5;1;3;4;7;7;7;7;7;7;7;4;7;7;7;6;7;7;7;1;7;1;1;4;2;2;5;4;1;1;1;4;1;2;4;4;7;6;1;1;4;2;20;16;7;7;7;7;7;7;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;1;4;7;7;7;7;1;1;7;NA;NA;7;NA;NA;1;4;7;6.4;6.75;5.8;7
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;7;5;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;4;1;3;3;1;1;1;3;2;3;6;6;7;7;2;3;3;8;18;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;7;5;1;2;5;7;7;7;7;7;7;6;6;6;7;6;7;7;7;6;1;7;1;1;4;2;1;7;7;1;1;1;4;2;1;7;7;7;7;1;1;1;4;49;16;NA;7;7;7;7;7;NA;6;5;1;5;5;42;35;35;NA;7;35;7;7;7;1;4;7;6;7;7;3;4;7;NA;NA;NA;NA;NA;1;4.66666666666667;7;6.6;6.5;5.6;6.75
"Male";45;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;4;4;4;4;6;7;7;7;7;5;7;7;4;4;6;4;6;7;7;6;2;6;3;3;5;2;3;4;4;1;1;2;4;1;3;7;7;7;7;3;6;9;2;28;20;6;6;NA;5;NA;6;4;4;NA;4;NA;4;24;NA;NA;24;20;24;4;5;6;1;5;7;6;6;6;1;1;4;4;NA;7;5;7;1;4.14285714285714;7;6;5;5.6;6.25
"Male";39;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;2;6;2;5;7;7;7;7;7;3;7;7;3;7;7;7;7;7;6;7;2;7;2;2;3;5;2;5;4;1;1;1;3;3;3;4;5;6;6;2;2;6;15;20;9;7;7;7;7;7;7;4;3;2;1;1;2;21;14;7;28;7;14;6;6;2;2;4;7;6;7;7;1;1;3;NA;5;NA;NA;NA;1;2.5;7;5.4;7;5.8;6.75
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;5;2;6;1;3;7;6;7;6;7;5;7;7;2;4;6;6;6;7;7;7;2;7;3;2;5;1;2;5;5;1;1;2;3;2;4;6;7;7;7;3;4;8;2;30;15;7;7;6;5;7;7;6;6;4;1;5;6;42;24;35;42;5;42;6;6;5;2;4;6;6;5;5;2;1;4;7;7;7;7;7;1;5.25;6.33333333333333;5.6;5.5;6;5.5
"Female";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;5;5;2;3;6;7;7;7;7;7;7;7;4;4;7;4;4;7;7;7;1;7;1;1;4;5;7;3;4;1;1;1;3;3;3;7;7;7;7;1;1;21;15;21;12;7;7;7;7;7;7;1;1;1;1;1;1;7;7;7;7;7;7;7;7;3;6;4;7;7;7;7;1;1;4;4;6;NA;6;6;1;4;7;6.4;4.75;5.8;7
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";60;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";6;5;3;1;2;4;7;7;7;7;7;7;7;1;7;7;7;5;7;7;7;1;7;1;1;5;1;2;6;7;1;1;1;5;1;3;7;7;7;4;1;1;6;1;42;25;7;7;7;5;7;7;7;7;6;1;6;6;49;42;42;49;5;42;7;7;7;2;4;7;7;7;7;2;4;7;7;7;7;7;7;1;6;7;5.8;6.5;5.8;7
"Male";43;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;4;5;2;2;4;7;7;7;7;7;7;7;4;4;4;4;4;7;7;7;1;7;2;2;4;3;2;4;4;1;1;1;4;4;4;4;4;7;7;2;2;8;12;16;16;7;7;NA;4;NA;NA;1;1;NA;1;NA;NA;7;NA;NA;7;4;NA;7;7;5;1;4;7;7;7;7;5;5;7;7;7;7;7;7;1;6.5;7;6.4;4;5.8;7
"Female";58;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";3;4;7;1;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;2;1;7;7;1;1;1;7;2;1;7;7;7;6;1;1;1;4;49;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;NA;7;7;7;7;1;6.33333333333333;NA;NA;NA;NA;NA
"Male";62;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"HAVO";4;5;4;2;3;6;7;7;7;7;7;7;7;4;2;4;5;6;7;7;7;1;7;2;2;4;4;2;4;4;1;1;1;4;2;1;6;7;7;7;2;2;2;8;24;16;6;5;4;4;7;4;5;4;4;2;5;4;20;16;35;30;8;16;6;7;6;2;4;7;6;6;4;3;4;6;6;7;NA;7;7;1;5.71428571428571;7;6.4;4.25;5.8;5.75
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";4;"Ja, ik doe WO (universiteit)";NA;4;4;6;1;3;5;7;7;7;7;7;7;7;7;6;6;4;4;6;6;6;5;5;4;3;4;5;3;5;5;1;2;2;5;3;5;5;5;6;6;8;6;15;15;25;20;6;6;6;6;6;6;5;4;5;4;5;4;24;30;30;30;24;24;6;6;6;5;4;5;5;5;5;2;2;7;7;NA;NA;NA;NA;1;4.5;7;7;5;5.6;5
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";48;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";6;4;2;1;3;5;7;7;7;7;7;7;7;3;3;6;2;2;6;6;6;2;7;3;1;5;2;2;4;5;2;2;2;5;1;2;6;6;7;7;6;2;4;2;24;25;7;7;7;7;7;7;1;1;1;1;1;1;7;7;7;7;7;7;6;6;7;1;4;6;5;4;3;1;1;6;NA;6;6;6;6;1;4.57142857142857;7;6.2;3.25;5.4;4.5
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Ja, ik doe HBO (hogeschool)";NA;4;5;4;3;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;4;4;4;4;1;1;1;4;3;3;7;7;4;2;3;3;12;12;28;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";25;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;5;7;3;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;5;4;3;3;4;2;4;1;1;1;7;7;7;7;4;8;4;5;21;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;7;4;3;4;5;7;7;7;7;7;7;7;4;3;4;4;3;7;7;7;2;7;2;2;5;3;2;5;6;1;1;1;3;2;2;7;7;7;7;2;2;4;6;35;15;NA;7;6;5;7;7;NA;1;1;1;1;1;7;6;7;NA;5;7;7;7;7;1;4;7;7;7;7;1;1;7;NA;7;NA;7;NA;1;4.6;7;6.4;3.5;6;7
"Male";39;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;5;1;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;3;6;3;3;2;1;1;1;2;1;2;5;6;6;5;2;2;6;6;15;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;6;NA;6;6;NA;NA;1;4;NA;NA;NA;NA;NA
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe WO (universiteit)";NA;6;5;6;1;4;7;7;6;7;7;6;7;7;4;6;7;5;3;6;7;7;1;7;3;3;4;5;3;5;4;2;1;3;5;1;2;5;7;7;7;3;9;6;5;25;20;7;7;7;7;7;7;3;3;3;3;3;3;21;21;21;21;21;21;2;6;4;3;4;7;7;7;7;1;1;5;4;7;7;NA;7;1;4.57142857142857;6.66666666666667;6.2;5.25;5.6;7
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe HBO (hogeschool)";NA;2;4;7;2;6;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;1;7;2;1;5;3;1;7;7;1;1;1;7;4;4;6;7;7;7;2;1;4;12;42;35;7;7;7;7;7;7;1;1;1;1;7;7;7;7;49;7;7;49;6;7;6;2;5;1;1;1;3;7;7;7;7;7;NA;NA;NA;1;7;7;6.4;7;5.8;1.5
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;4;2;2;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;2;3;5;6;2;1;1;3;3;2;5;6;6;6;2;1;6;6;25;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;2;4;NA;4;4;1;2.57142857142857;NA;NA;NA;NA;NA
"Male";46;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;5;2;3;7;6;6;6;6;6;7;7;4;6;6;5;4;7;7;7;2;6;2;2;3;5;2;4;3;1;1;1;3;2;1;5;6;6;7;2;2;2;10;20;9;NA;6;6;5;6;NA;NA;5;5;5;2;NA;30;30;12;NA;25;NA;5;5;3;6;3;6;3;3;3;1;1;5;5;5;6;5;6;1;4.25;6;6;5.25;5.8;3.75
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Nee, ik volg op dit moment geen studie";"HAVO";3;1;6;1;1;4;7;7;7;7;7;7;7;4;4;7;4;7;7;7;7;1;7;1;1;4;2;4;5;6;1;1;1;7;5;1;7;7;7;4;1;1;4;10;35;28;NA;7;7;7;7;7;NA;1;1;1;1;1;7;7;7;NA;7;7;7;7;7;1;4;1;1;1;1;3;3;7;7;NA;7;NA;7;1;5.66666666666667;7;6.4;5.5;5.8;1
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";42;"Ja, ik doe HBO (hogeschool)";NA;4;6;4;4;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;1;7;6;1;1;1;1;2;2;2;2;7;7;7;6;2;6;12;14;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";33;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";6;5;3;1;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;3;5;2;3;3;3;3;2;2;7;7;7;7;6;6;6;10;35;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";18;"Ja, ik doe WO (universiteit)";NA;5;6;5;1;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;7;7;1;1;3;1;2;3;1;2;6;7;7;7;2;6;14;7;6;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;2;NA;2;2;1;1.42857142857143;NA;NA;NA;NA;NA
"Male";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;6;5;1;4;6;7;7;7;7;7;7;7;3;2;6;5;6;7;6;6;1;6;3;2;5;2;3;4;4;1;1;2;2;1;1;6;6;6;6;3;4;3;2;24;10;NA;6;6;4;7;NA;NA;2;1;1;1;NA;12;6;7;NA;4;NA;5;6;6;2;4;6;5;2;2;1;4;7;6;7;7;7;7;1;5.75;7;6.2;4.75;5.2;3.75
"Female";39;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Ja, ik doe HBO (hogeschool)";NA;4;2;4;1;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;5;1;1;5;7;1;1;1;5;1;3;6;7;7;7;1;1;3;1;30;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;7;7;NA;7;7;7;NA;1;6.33333333333333;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;5;3;7;4;4;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;3;2;7;7;1;1;1;4;4;4;7;7;7;7;1;1;8;12;49;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";28;"Ja, ik doe HBO (hogeschool)";NA;5;6;4;1;3;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;2;3;4;2;1;1;4;3;1;6;5;6;6;2;2;2;15;18;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";22;"Ja, ik doe WO (universiteit)";NA;4;5;7;1;4;5;7;7;7;7;7;7;7;4;5;5;6;7;7;7;7;1;7;1;1;4;1;1;4;5;1;1;1;4;2;4;5;5;7;6;1;1;4;2;20;16;7;7;7;4;4;4;7;7;7;4;4;4;49;49;16;49;16;16;7;7;7;1;4;7;7;7;7;2;1;7;NA;7;7;7;7;1;5.42857142857143;7;6.4;5.75;5.8;7
"Male";25;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;4;6;4;4;3;6;7;7;7;7;7;7;7;4;7;7;7;7;7;7;6;2;6;1;1;4;3;1;5;6;3;1;1;4;2;1;7;6;7;7;1;1;1;6;35;16;NA;7;7;7;7;7;NA;5;2;1;2;5;35;14;14;NA;7;35;6;6;2;1;4;7;7;7;7;1;NA;NA;6;7;7;NA;NA;1;5.25;7;6.4;7;5.6;7
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;4;1;4;6;7;5;6;7;5;7;7;4;7;7;5;5;6;5;5;3;6;2;2;5;3;2;4;4;1;1;3;3;2;4;6;6;6;6;2;6;8;6;24;15;7;7;7;7;7;7;5;5;5;5;5;5;35;35;35;35;35;35;6;3;3;2;3;2;2;2;2;1;1;6;6;6;NA;6;7;1;4.71428571428571;6;6;6;5;2
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";60;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;6;5;1;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;3;2;3;5;1;1;2;5;2;2;4;6;7;4;2;2;4;6;12;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;7;7;7;7;7;7;1;5.5;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe WO (universiteit)";NA;5;5;6;2;3;6;7;7;7;7;7;7;7;4;5;7;7;3;7;7;7;1;7;3;3;4;5;3;4;6;2;1;1;4;3;3;6;7;6;6;3;3;9;15;24;16;NA;7;7;6;7;7;NA;3;1;1;6;4;21;7;42;NA;6;28;5;7;6;2;3;7;7;7;7;2;2;7;NA;7;NA;7;7;1;5.33333333333333;7;6.4;5.5;5.8;7
"Male";26;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;5;7;4;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;3;5;2;4;3;2;2;4;3;1;1;7;6;6;6;6;8;2;5;28;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";45;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;4;2;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;6;2;5;3;1;1;1;3;3;3;5;6;6;6;2;2;6;18;25;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Female";21;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;5;6;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;3;6;1;3;3;3;1;1;1;1;3;6;7;7;7;3;2;3;6;18;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";4;"Ja, ik doe WO (universiteit)";NA;5;6;5;2;3;6;7;7;7;7;7;7;7;4;5;7;5;5;7;7;7;1;7;2;3;4;5;2;5;5;1;1;3;5;2;3;6;6;6;7;2;9;6;10;30;20;NA;7;7;7;7;7;NA;4;4;4;4;4;28;28;28;NA;28;28;3;6;3;3;3;6;6;6;3;1;1;6;NA;6;7;6;7;1;4.85714285714286;7;6.4;5.5;5.8;5.25
"Female";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;5;5;4;4;6;7;7;7;7;7;7;7;4;6;7;6;4;7;7;7;2;7;1;1;5;2;1;5;5;1;1;1;2;1;1;7;7;7;6;1;1;1;2;35;10;7;7;4;4;7;4;7;4;4;4;4;4;28;16;28;49;16;16;6;6;7;1;3;6;6;6;4;1;2;5;6;5;NA;NA;NA;1;3.8;7;6.4;5.75;6;5.5
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;3;5;2;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;2;2;6;6;3;1;1;3;2;2;7;7;7;7;2;2;4;4;42;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
"Male";45;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"MBO (ROC)";4;7;7;2;4;5;6;6;6;7;2;7;7;4;6;7;6;6;7;7;7;2;7;2;2;3;6;3;2;2;1;1;1;2;2;2;4;6;6;6;2;2;6;12;8;6;NA;7;7;7;7;7;NA;4;1;1;4;2;28;7;28;NA;7;14;6;5;5;1;3;6;6;6;6;1;1;6;NA;NA;6;NA;6;1;4;6;5.4;6.25;6;6
"Male";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Ja, ik doe HBO (hogeschool)";NA;5;6;4;4;4;6;7;7;7;7;5;7;7;5;5;6;4;4;7;7;7;1;7;3;1;5;2;1;4;4;1;1;1;4;1;4;4;4;7;7;3;1;4;2;16;20;NA;7;7;7;7;7;NA;1;1;1;1;1;7;7;7;NA;7;7;1;7;6;1;4;6;4;2;1;1;1;7;7;NA;NA;7;7;1;5;7;6.2;4.75;5.8;3.25
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;6;4;4;4;5;7;7;7;7;6;7;7;5;6;6;5;5;7;7;7;6;7;2;3;4;3;2;3;3;2;1;1;4;1;3;6;6;7;7;2;3;6;3;18;16;7;7;6;6;7;NA;1;1;1;1;1;NA;7;6;7;7;6;NA;6;7;6;3;4;7;7;5;4;3;3;7;4;7;7;7;7;1;5.625;7;6.4;5.5;6.8;5.75
"Male";34;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Ja, ik doe WO (universiteit)";NA;5;5;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;2;2;3;4;2;2;2;2;2;4;6;6;6;3;4;4;8;4;18;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA
