"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"siba_CIBERlite_intention";"siba_CIBERlite_attInstrumental";"siba_CIBERlite_attExperiential";"siba_CIBERlite_pnInjunctive";"siba_CIBERlite_pnDescriptive";"siba_CIBERlite_pbcCapacity";"siba_CIBERlite_pbcControl";"siba_AttExpect_takenSeriously";"siba_AttExpect_rattlesPerson";"siba_AttExpect_angryReaction";"siba_AttExpect_nosy";"siba_AttExpect_atmosphere";"siba_AttExpect_ruinFunnySituation";"siba_AttExpect_prude";"siba_AttExpect_respectFriend";"siba_AttExpect_respectOther";"siba_AttExpect_responseEfficacy";"siba_AttExpect_positiveReaction";"siba_AttExpect_lastingChange";"siba_AttValue_takenSeriously";"siba_AttValue_rattlesPerson";"siba_AttValue_angryReaction";"siba_AttValue_nosy";"siba_AttValue_atmosphere";"siba_AttValue_ruinFunnySituation";"siba_AttValue_prude";"siba_AttValue_respectFriend";"siba_AttValue_respectOther";"siba_AttValue_responseEfficacy";"siba_AttValue_positiveReaction";"siba_AttValue_lastingChange";"siba_NrmInjunct_partner";"siba_NrmInjunct_bestFriends";"siba_NrmInjunct_otherFriends";"siba_NrmInjunct_partyPeople";"siba_NrmInjunct_parents";"siba_NrmInjunct_siblings";"siba_NrmMTC_partner";"siba_NrmMTC_bestFriends";"siba_NrmMTC_otherFriends";"siba_NrmMTC_partyPeople";"siba_NrmMTC_parents";"siba_NrmMTC_siblings";"siba_NrmDescr_partner";"siba_NrmDescr_bestFriends";"siba_NrmDescr_otherFriends";"siba_NrmDescr_partyPeople";"siba_NrmDescr_parents";"siba_NrmDescr_siblings";"siba_PBCBeliefs_knowWhatToSay";"siba_PBCBeliefs_dealWithAnger";"siba_PBCBeliefs_recognize";"siba_MoralNorm_guilt";"siba_MoralNorm_responsibility";"siba_MoralNorm_moralDuty";"siba_MoralNorm_protectFromSelf";"siba_attProduct_angryReaction";"siba_attProduct_atmosphere";"siba_attProduct_lastingChange";"siba_attProduct_nosy";"siba_attProduct_positiveReaction";"siba_attProduct_prude";"siba_attProduct_rattlesPerson";"siba_attProduct_respectFriend";"siba_attProduct_respectOther";"siba_attProduct_responseEfficacy";"siba_attProduct_ruinFunnySituation";"siba_attProduct_takenSeriously";"siba_nrmProduct_bestFriends";"siba_nrmProduct_otherFriends";"siba_nrmProduct_parents";"siba_nrmProduct_partner";"siba_nrmProduct_partyPeople";"siba_nrmProduct_siblings";"siba_intention";"siba_attitude";"siba_perceivedNorm";"siba_pbc"
"Female";18;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"HAVO";4;4;2;4;2;3;4;5;6;3;4;2;2;5;6;7;6;4;2;-3;-3;-3;-1;-3;-3;-3;-3;-3;3;3;3;7;7;7;7;NA;NA;5;5;5;1;NA;NA;6;5;4;4;NA;NA;7;7;6;7;6;6;6;-9;-6;6;-4;12;-15;-18;-18;-21;18;-6;-15;35;35;NA;35;7;NA;4;3;3;3.5
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";3;5;2;4;2;3;3;6;5;3;2;3;2;2;4;6;6;5;6;-2;1;1;-1;-2;-2;-1;1;0;3;3;2;7;7;7;5;7;NA;7;7;6;4;6;NA;7;5;6;4;6;NA;3;4;3;5;3;3;2;3;-6;12;-2;15;-2;5;4;0;18;-4;-12;49;42;42;49;20;NA;3;3.5;3;3
"Male";26;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;3;2;3;5;3;3;5;6;6;3;7;7;1;5;6;6;5;3;7;-2;1;-1;1;-3;0;0;-3;-3;3;3;3;NA;7;3;5;7;5;NA;7;3;3;5;7;NA;3;3;2;3;2;5;5;2;6;6;6;6;-3;-21;21;7;9;0;6;-18;-18;15;0;-12;49;9;35;NA;15;35;3;2.5;4;4
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";42;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;2;5;2;5;5;7;7;6;6;2;6;2;4;6;6;3;5;-3;-2;-3;-2;-1;-1;0;-2;0;3;3;3;6;6;6;4;6;6;7;7;6;1;7;7;2;7;6;4;7;7;6;4;5;6;7;7;7;-18;-2;15;-12;9;0;-14;-8;0;18;-6;-21;42;36;42;42;4;42;5;3.5;3.5;5
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";3;3;2;4;2;4;3;5;6;6;4;4;4;5;6;7;6;4;5;-1;0;-1;-2;-3;-1;0;2;2;2;3;3;4;4;4;3;6;5;7;7;6;1;2;2;2;2;3;1;5;5;5;5;3;3;4;4;4;-6;-12;15;-8;12;0;0;12;14;12;-4;-5;28;24;12;28;3;10;3;2.5;3;3.5
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";53;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";12;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe HBO (hogeschool)";NA;5;5;2;4;2;4;5;6;6;3;5;4;1;3;6;6;6;6;2;3;3;-2;-1;-2;-2;-2;-1;0;3;3;3;7;7;6;5;6;5;7;7;5;1;4;4;7;7;6;3;1;1;6;4;2;4;5;6;6;-6;-8;6;-5;18;-6;18;-6;0;18;-2;18;49;30;24;49;5;20;5;3.5;3;4.5
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;4;3;3;2;4;3;4;5;5;5;4;4;3;3;5;5;4;4;-1;-1;-1;-2;0;0;-1;-1;-1;1;1;1;NA;5;4;5;5;NA;NA;5;4;3;3;NA;NA;4;5;5;5;NA;5;3;3;5;5;5;5;-5;0;4;-10;4;-3;-5;-3;-5;5;0;-4;25;16;15;NA;15;NA;4;3.5;2.5;3.5
"Female";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Ik wil deze vraag niet beantwoorden";"HAVO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;4;2;4;4;4;5;6;6;5;5;2;5;3;4;6;6;5;5;-3;-1;-3;-1;-2;1;0;-2;0;3;3;3;6;6;5;5;7;7;7;7;5;3;7;7;6;6;5;3;7;7;6;5;4;6;6;7;5;-15;-4;15;-5;15;0;-6;-8;0;18;5;-18;42;25;49;42;15;49;4;3;4;4.5
"Female";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;5;2;5;4;4;4;5;6;4;5;5;2;5;5;7;6;5;5;-2;0;-3;-2;-2;-2;0;-1;-1;3;3;3;7;6;4;3;7;7;7;7;2;1;5;5;6;4;3;2;6;5;5;5;5;6;5;6;6;-12;-10;15;-10;15;0;0;-5;-7;18;-4;-10;42;8;35;49;3;35;4;3.5;4.5;4
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";25;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe HAVO";NA;4;4;2;3;3;4;4;6;5;4;5;4;2;1;6;6;6;5;5;2;-1;-1;0;-1;1;-2;-2;0;2;3;3;NA;6;5;4;7;6;NA;6;4;4;2;3;NA;5;5;3;3;3;6;5;4;3;5;6;6;-4;-4;15;0;15;-2;-5;-12;0;12;2;12;36;20;14;NA;16;18;4;3;3;4
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";40;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";34;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";5;5;3;5;5;5;5;6;7;3;1;3;1;1;6;7;7;6;6;-2;0;0;0;0;0;0;0;0;2;2;2;7;6;5;4;6;6;7;7;5;3;3;3;5;7;5;2;5;5;6;6;7;6;6;6;3;0;0;12;0;12;0;0;0;0;14;0;-12;42;25;18;49;12;18;5;4;5;5
"Male";32;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";4;4;2;4;2;4;4;3;6;6;7;1;1;1;5;7;3;3;4;-3;1;-1;0;0;2;0;0;-3;3;3;3;7;7;5;3;7;3;6;6;4;1;1;1;7;7;7;2;6;6;6;6;4;7;5;7;7;-6;0;12;0;9;0;6;0;-21;9;2;-9;42;20;7;42;3;3;4;3;3;4
"Female";47;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";16;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";23;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Ja, ik doe WO (universiteit)";NA;4;4;3;4;3;4;2;7;5;4;4;4;2;2;6;6;6;4;4;2;0;-1;0;0;1;-1;0;0;0;0;0;5;3;4;5;6;6;6;6;5;6;3;5;3;5;4;3;6;6;5;3;5;2;5;4;5;-4;0;0;0;0;-2;0;0;0;0;2;14;18;20;18;30;30;30;4;3.5;3.5;3
"Female";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;4;3;5;3;4;4;6;5;4;4;5;3;2;6;7;5;4;4;-3;-1;-3;-3;-1;0;0;-2;-2;2;2;1;7;6;5;4;NA;NA;7;6;5;2;NA;NA;7;7;6;3;NA;NA;5;5;4;1;4;6;5;-12;-5;4;-12;8;0;-5;-12;-14;10;0;-18;36;25;NA;49;8;NA;5;3.5;4;4
"Female";52;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";24;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";5;5;4;4;2;4;5;3;6;5;7;3;4;6;5;7;7;7;6;-3;2;-2;0;-2;-2;-2;-2;-2;3;3;3;2;NA;NA;2;7;7;7;NA;NA;1;3;5;2;NA;NA;3;7;6;7;7;7;7;7;7;7;-10;-6;18;0;21;-12;12;-10;-14;21;-8;-9;NA;NA;21;14;2;35;5;4.5;3;4.5
"Female";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";20;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"VWO";4;4;1;3;3;4;5;6;7;3;5;2;1;5;5;7;6;5;5;-3;1;-3;-3;-3;-1;-1;-3;-3;3;3;2;NA;2;3;3;2;2;NA;7;6;2;2;2;NA;6;5;5;2;2;6;5;7;6;7;7;7;-9;-6;10;-15;15;-5;7;-15;-21;18;-1;-18;14;18;4;NA;6;4;4;2.5;3;4.5
"Male";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";3;3;3;3;3;3;5;6;5;2;4;4;4;2;4;4;6;4;4;-3;-1;-3;0;0;0;0;0;0;0;0;3;7;7;7;7;4;4;7;7;4;1;4;4;7;7;6;4;1;1;6;6;6;4;4;5;4;-6;0;12;0;0;0;-5;0;0;0;0;-18;49;28;16;49;7;16;3;3;3;4
"Female";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";17;"Ja, ik doe HBO (hogeschool)";NA;5;5;5;5;4;4;4;6;6;4;3;4;3;2;6;7;5;5;3;-3;-2;-3;-1;0;-2;0;-1;-1;1;3;2;7;7;6;4;7;7;6;6;3;2;5;5;6;6;5;4;5;5;6;6;3;5;6;6;7;-12;0;6;-3;15;0;-12;-6;-7;5;-6;-18;42;18;35;42;8;35;5;5;4.5;4
"Male";51;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";35;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";16;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";58;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";4;5;3;5;4;5;3;6;3;4;2;7;4;1;6;7;5;6;3;-2;-2;-2;1;0;1;2;0;-1;2;2;2;6;6;6;6;NA;NA;7;7;7;5;NA;NA;4;4;4;4;NA;NA;6;6;6;5;6;6;5;-8;0;6;2;12;2;-6;0;-7;10;4;-12;42;42;NA;42;30;NA;4;4;4.5;4
"Female";23;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";16;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe VWO";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
