"gender";"age";"hasJob";"jobHours";"currentEducation";"prevEducation";"xtcUseDoseHigh";"xtcUseDosePref";"xtcUsePillHigh";"xtcUsePillPref";"weight_other";"highDose_IntentionRAA_intention";"highDose_IntentionRAA_want";"highDose_IntentionRAA_expectation";"highDose_IntentionFrq_freq.0";"highDose_IntentionFrq_freq.1";"highDose_AttGeneral_good";"highDose_AttGeneral_prettig";"highDose_AttGeneral_slim";"highDose_AttGeneral_gezond";"highDose_AttGeneral_spannend";"highDose_NormGeneral_in1";"highDose_NormGeneral_in2";"highDose_NormGeneral_dn1";"highDose_NormGeneral_dn2";"highDose_PBCgeneral_ifwanted";"highDose_PBCgeneral_easy";"highDose_PBCgeneral_control";"highDose_PBCgeneral_externalFactors";"highDose_PBCgeneral_notOnlyMe";"highDose_OpenWhy";"highDose_OpenWhyNot";"highDose_AttBeliefs_long";"highDose_AttBeliefs_intensity";"highDose_AttBeliefs_intoxicated";"highDose_AttBeliefs_energy";"highDose_AttBeliefs_euphoria";"highDose_AttBeliefs_insight";"highDose_AttBeliefs_connection";"highDose_AttBeliefs_contact";"highDose_AttBeliefs_sex";"highDose_AttBeliefs_coping";"highDose_AttBeliefs_isolated";"highDose_AttBeliefs_boundaries";"highDose_AttBeliefs_music";"highDose_AttBeliefs_hallucinate";"highDose_AttBeliefs_timeAwareness";"highDose_AttBeliefs_memory";"highDose_AttBeliefs_health";"highDose_AttBeliefs_better";"highDose_AttBeliefs_physicalSideEffects";"highDose_AttBeliefs_psychicSideEffects";"highDose_AttBeliefs_regret";"highDose_AttDesirable_long";"highDose_AttDesirable_intens";"highDose_AttDesirable_intoxicated";"highDose_AttDesirable_energy";"highDose_AttDesirable_euphoria";"highDose_AttDesirable_insight";"highDose_AttDesirable_connection";"highDose_AttDesirable_contact";"highDose_AttDesirable_sex";"highDose_AttDesirable_coping";"highDose_AttDesirable_isolated";"highDose_AttDesirable_boundaries";"highDose_AttDesirable_purity";"highDose_AttDesirable_music";"highDose_AttDesirable_hallucinate";"highDose_AttDesirable_timeAwareness";"highDose_AttDesirable_memory";"highDose_NormBeliefs_partner";"highDose_NormBeliefs_bestFriends";"highDose_NormBeliefs_xtcFriends";"highDose_NormBeliefs_otherFriends";"highDose_NormBeliefs_partyPeople";"highDose_NormBeliefs_parents";"highDose_NormBeliefs_siblings";"highDose_NormMTC_partner";"highDose_NormMTC_bestFriends";"highDose_NormMTC_xtcFriends";"highDose_NormMTC_otherFriends";"highDose_NormMTC_partyPeople";"highDose_NormMTC_parents";"highDose_NormMTC_siblings";"highDose_DescrNorm_partner";"highDose_DescrNorm_bestFriends";"highDose_DescrNorm_xtcFriends";"highDose_DescrNorm_otherFriends";"highDose_DescrNorm_partyPeople";"highDose_DescrNorm_parents";"highDose_DescrNorm_siblings";"highDose_ContrBeliefs_sayNo";"highDose_ContrBeliefs_highDoseEasy";"highDose_ContrBeliefs_normalDoseEasy";"highDose_ContrBeliefs_easyHighDoseWhenHigh";"highDose_ContrBeliefs_easyNormalDoWhenHigh";"highDose_Tolerance_tolerance";"highDose_attProduct_boundaries";"highDose_attProduct_connection";"highDose_attProduct_contact";"highDose_attProduct_coping";"highDose_attProduct_energy";"highDose_attProduct_euphoria";"highDose_attProduct_hallucinate";"highDose_attProduct_insight";"highDose_attProduct_intoxicated";"highDose_attProduct_isolated";"highDose_attProduct_long";"highDose_attProduct_memory";"highDose_attProduct_music";"highDose_attProduct_sex";"highDose_attProduct_timeAwareness";"highDose_normProduct_bestFriends";"highDose_normProduct_otherFriends";"highDose_normProduct_parents";"highDose_normProduct_partner";"highDose_normProduct_partyPeople";"highDose_normProduct_siblings";"highDose_normProduct_xtcFriends";"highDose_intention";"highDose_attitude";"highDose_perceivedNorm";"highDose_pbc"
"Female";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe WO (universiteit)";NA;NA;NA;1;0.5;64;1;1;1;"0";1;3;1;2;2;3;1;3;1;1;6;5;6;2;6;"Schatten niet goed in hoe veel leuk is om te nemen";"Bent te veel naar de klote om van het feest te genieten en vaak ook misselijk en niet erg gezellig";0;2;3;-2;-1;-2;-1;-3;-2;-2;2;-2;0;3;2;-2;-3;-3;0;2;2;0;-1;-2;3;3;0;3;3;2;1;-3;1;2;3;-3;-2;2;NA;3;3;3;2;2;4;NA;-2;-2;-2;-2;-2;-2;NA;3;3;2;5;1;2;7;2;6;4;6;3;-2;-3;-9;-2;-6;-3;-9;0;-6;-6;0;-4;0;-4;-4;-6;-6;-4;NA;-4;-8;-6;1;2.2;1.5;5
"Male";19;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";8;"Ja, ik doe WO (universiteit)";NA;NA;NA;2;1.5;67;2;1;4;"0";1;3;2;4;2;6;1;4;4;3;5;3;7;2;7;NA;NA;1;3;3;2;-1;0;0;0;1;2;1;1;1;3;0;-2;-3;-2;2;-1;1;2;1;0;1;3;1;3;2;0;1;-1;1;2;3;1;0;2;NA;4;4;3;5;2;2;NA;1;0;0;-1;2;2;NA;4;5;3;6;1;1;6;2;7;3;6;5;1;0;0;2;2;-3;3;0;0;-1;2;-4;3;0;0;4;0;4;NA;-5;4;0;2.33333333333333;3.4;3;4.8
"Female";28;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;2;1;55;1;1;1;"0";1;2;1;2;2;4;1;3;5;2;6;6;7;1;7;"Andere mensen gebruiken hoge dosis omdat ze zich lekker high willen voelen. mensen die veel gebruiken hebben ook meer nodig om diezelfde lekkere high te krijgen. ";"mensen die sporadisch gebruiken, en de mensen die een beetje high willen zijn ";2;3;3;0;0;-1;-2;-2;-2;0;2;-3;0;0;3;-3;-3;-3;3;3;3;2;-2;-2;2;2;0;1;0;0;0;0;-3;2;0;-3;0;2;NA;3;NA;3;6;4;4;NA;-3;NA;-3;-3;-3;-3;NA;3;NA;3;3;1;1;7;1;7;1;7;3;9;-2;0;0;0;0;0;0;-6;0;4;-6;0;0;0;-9;-9;-12;NA;-18;-12;NA;1;2.2;2.75;5.4
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;2;1;65;2;1;2;"1";1;3;2;2;2;5;3;5;6;6;6;6;4;3;5;"Omdat ze harder willen gaan";"Omdat ze zichzelf niet kwijt willen raken";1;2;3;1;0;-1;1;1;-3;2;-2;2;0;3;3;-2;-3;-1;3;3;2;1;3;-1;0;2;3;3;3;0;2;-3;0;2;2;-3;2;3;NA;6;6;3;3;1;2;NA;-3;1;-3;0;-3;-3;NA;4;5;3;6;1;1;6;5;7;2;3;1;0;3;3;4;0;0;-9;-3;-3;6;1;-6;0;0;6;-18;-9;-3;NA;0;-6;6;1.66666666666667;2.8;5;4.8
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";0;"Ja, ik doe WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";30;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";60;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";200;150;2.5;1.5;60;6;5;5;"3";1;3;3;3;3;4;3;4;4;5;4;4;4;4;4;"Ik denk dat er in deze vragenlijst veel te veel van uitgegaan wordt dat men een keuze heeft tussen laag gedoseerd en hoog gedoseerde xtc. Ik en mijn vrienden gebruiken al jaren xtc en de soort (hoog of laaggedoseerd) xtc wordt door de dealer bepaald. Wat de dealer heeft, dat kopen wij (bij verschillende dealers). Ik zou liever pillen met minder mdma zien zodat ik ze beter kan doseren, maar die moeten dan wel ook goedkoper zijn ander is het het gedoe niet waard..";NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;NA;4;NA;4;0;0;0;NA;0;NA;0;4;4;4;NA;4;NA;4;4;4;4;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;5.33333333333333;3.2;4;4
"Male";24;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe WO (universiteit)";NA;NA;NA;2;1;75;2;2;2;"0";1;2;2;3;3;4;1;1;2;4;7;4;5;5;5;"Ze hebben geen idee";"Geheugenverlies, vaag, apatisch";1;1;1;0;0;0;-1;0;-1;1;0;-1;0;2;0;-2;-2;-1;2;2;0;0;-1;0;1;1;1;1;1;1;0;0;0;3;1;-1;0;3;NA;4;4;4;4;3;4;NA;1;1;1;1;1;2;NA;4;4;4;4;1;4;3;3;3;3;3;5;0;-1;0;0;0;0;-2;0;0;0;0;-6;0;-1;0;4;4;3;NA;4;8;4;2;2.8;2;5.2
"Male";21;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";15;"Ja, ik doe HBO (hogeschool)";NA;200;150;NA;NA;78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";38;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;3;1;92;5;4;5;"1";1;4;4;3;3;4;1;2;2;2;7;7;6;5;7;"Want ik/ze willen gewoon langer duren dansen, lachen en experimenteren met vrienden.";"Dezelfde redenen, alleen maar voor een kortere tijd.";3;3;1;1;1;0;0;1;1;0;0;-1;2;0;0;0;-2;1;-1;1;0;2;2;1;2;1;1;1;1;0;0;0;0;3;3;1;0;2;NA;3;NA;3;4;NA;NA;NA;2;NA;1;-2;NA;NA;NA;2;NA;3;4;NA;NA;6;4;5;5;4;4;0;0;1;0;2;1;0;0;1;0;6;0;6;0;0;6;3;NA;NA;-8;NA;NA;4.66666666666667;3.6;1.75;6.4
"Female";25;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";22;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";60;"Nee, ik volg op dit moment geen studie";"VWO";250;150;NA;NA;65;2;4;2;"1";1;4;4;3;2;4;1;2;1;4;7;2;7;2;6;NA;NA;3;3;3;0;0;0;-2;0;0;0;0;0;0;2;3;-2;-3;-1;1;1;0;0;-1;1;2;3;2;3;2;0;0;-3;1;3;3;0;-3;3;NA;3;3;3;4;NA;NA;NA;2;2;1;0;NA;NA;NA;4;4;4;4;NA;NA;7;5;7;1;7;1;0;-6;0;0;0;0;0;0;3;0;0;-6;0;0;-9;6;3;NA;NA;0;NA;6;2.66666666666667;3.4;2;4.8
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";30;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";200;200;NA;NA;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";19;"Nee, ik heb geen baan, bijbaan, of eigen bedrijf";NA;"Ja, ik doe HBO (hogeschool)";NA;250;100;NA;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";52;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";31;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;NA;NA;3;1.5;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;3;2;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";34;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"VWO";200;120;NA;NA;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";35;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;2;1;66;3;3;3;"0";1;3;2;1;1;7;1;1;5;3;6;7;5;1;7;"Ik vind het moeilijk een inschatting te maken wat een hoge dosis XTC is.  Ik denk dat mensen steeds meer gaan nemen om dat ze eraan gewend raken. En ze willlen het gevoel langer vast houden. ";"als ik het gewenste effect niet zou bereiken. Dan zou ik een hogere dosis gaan gebruiken. ";1;2;3;-1;2;-2;-1;-2;-2;0;2;-2;-1;1;3;-3;-1;-2;1;1;1;1;1;-2;2;1;1;2;2;1;0;-3;-2;1;1;-3;-1;3;NA;5;7;4;6;2;3;NA;3;3;3;0;0;0;NA;3;5;1;6;1;1;7;7;7;6;5;3;4;-2;-4;0;-2;2;-3;-2;-6;-6;1;-9;-1;-2;-3;15;12;0;NA;0;0;21;3;2.8;2.5;5.2
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";40;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Male";27;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;1.5;1;78;3;2;4;"0";1;2;6;3;2;5;5;6;4;6;7;7;4;4;6;"om zo veel mogelijk naar de klote te gaan";"om niet zo erg naar de klote te gaan";2;2;1;-1;-2;-2;-2;-2;0;2;1;0;1;1;-1;-2;-3;0;2;2;2;1;1;0;2;3;0;3;3;3;3;-2;0;3;3;0;-1;3;3;5;6;4;6;2;3;0;0;1;0;0;-1;-1;4;5;5;4;6;2;1;3;5;3;5;3;7;0;-6;-6;6;-2;-6;0;0;0;-2;2;-6;3;0;1;0;0;-2;0;0;-3;6;3;3.6;5.25;5.6
"Male";26;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;201;200;NA;NA;62;1;5;2;"0";1;4;6;3;2;6;2;3;5;5;7;6;6;2;6;"Bij een hogere dosis ga je harder, dat is fijn. Nadelen zijn de grotere risico's en het feit dat de kater de volgende dag significant groter is (denk aan spierpijn in de kaken, slecht slapen en minder eetlust. Ook is de dinsdag dip dan groter). Gewenning speelt ook een rol, voor hetzelfde effect heeft de een meer mg MDMA nodig dan de ander.";"Ja, gezonder. Meer controle over jezelf. Minder kater.";3;2;2;0;0;-1;-1;-1;0;1;1;-1;2;2;3;-2;-2;0;2;1;0;3;3;1;3;3;0;2;1;3;0;-1;-1;0;2;1;-3;3;2;3;3;1;5;1;1;2;1;1;-1;-2;2;1;2;3;5;3;5;1;3;7;3;7;5;3;5;1;-2;-1;0;0;0;2;0;2;-1;9;-6;4;0;-9;3;-1;2;4;-10;1;3;2.66666666666667;4.2;3.75;5.4
"Male";20;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";6;"Ja, ik doe WO (universiteit)";NA;160;120;NA;NA;75;5;6;5;"0";1;1;7;1;1;5;1;4;1;6;7;7;7;2;6;"Ik denk dat veel mensen onbewust meer nemen dan ze eigenlijk zouden willen. Voor mij is het vooral goedkoper om hoog gedoseerde pillen te kopen maar dan neem ik nog steeds dezelfde dosis mdma.";"Bijwerkingen, ergere dip, meer schade";3;3;3;-3;-1;-3;-3;-1;3;3;3;0;0;2;3;-3;-3;-3;3;3;2;3;0;0;3;3;1;3;1;-3;3;-3;1;3;3;-2;-3;3;NA;2;3;2;4;1;2;NA;3;1;1;-3;-2;3;NA;6;7;2;7;1;3;6;6;7;3;6;1;0;-9;-1;9;-9;-3;-4;-3;0;-9;9;-9;0;-9;-9;6;2;-2;NA;-12;6;3;5.33333333333333;3;3;5.8
"Female";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";36;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";120;100;NA;NA;65;1;1;1;"0";1;2;2;2;2;5;1;3;1;2;4;4;7;1;7;NA;NA;-1;3;3;-2;-2;-2;-2;-2;-2;3;2;0;-3;3;1;-3;-3;0;3;3;1;1;-1;-1;2;2;2;2;2;2;-2;-2;1;3;3;-1;-1;3;3;3;3;3;3;3;3;-3;-3;-3;-3;-3;-3;-3;3;3;3;3;3;1;3;4;4;4;4;4;1;0;-4;-4;-6;-4;-4;-3;-4;-3;-4;-1;-9;-9;-4;-1;-9;-9;-9;-9;-9;-9;-9;1;2.6;1.75;4.6
"Female";24;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";10;"Ja, ik doe WO (universiteit)";NA;NA;NA;0.75;1;68;2;1;1;"1";1;4;2;4;3;5;2;3;4;5;7;6;6;5;6;"Soms is het lekker om heel hard te gaan, even alles te vergeten en volledig op te gaan in de muziek.";"Ik vind het heel vervelend om niet bewust mee te krijgen welke muziek er wordt gedraaid, welke DJ's er zijn en wat er allemaal om me heen gebeurt. Ik vind het ook niet fijn dat de tijd zo snel gaat en je de volgende dag amper weet wat er gebeurt is. Zonde van het geld dat je aan zo'n feestje uitgeeft. Doe mij maar pep ;)";3;3;3;2;2;0;-1;1;0;2;1;2;2;3;3;-3;-1;-2;1;1;3;1;-1;-2;3;2;1;2;3;1;3;-3;2;2;3;-3;-3;3;NA;3;4;4;5;NA;4;NA;2;0;-1;-3;NA;2;NA;3;4;3;5;NA;2;5;5;3;6;3;6;4;-2;3;6;6;4;-9;0;-6;-3;3;-9;6;0;-9;6;-4;NA;NA;-15;8;0;1.33333333333333;3.6;3.5;6
"Male";33;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";50;"Nee, ik volg op dit moment geen studie";"WO (universiteit)";NA;NA;1;0.5;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Female";29;"Ja, ik heb een baan, bijbaan, of eigen bedrijf";32;"Nee, ik volg op dit moment geen studie";"HBO (hogeschool)";150;120;NA;NA;65;1;1;1;"0";1;1;1;1;1;2;1;1;1;1;1;1;7;1;7;"Geen goede kennis over testen en wat voor mg je maximaal nodig hebt om het leuk en ''zinvol'' te houden. ";"Een zo ''optimaal'' mogelijk effect te hebben met zo min mogelijk na effecten";2;2;3;0;0;-1;0;-2;-2;2;3;-3;3;3;3;-3;-3;-3;3;3;3;2;2;0;2;3;3;3;3;2;3;-1;-1;3;3;0;-1;3;NA;2;2;1;4;2;2;NA;0;0;0;0;0;0;NA;2;2;2;2;1;2;7;1;7;1;7;3;3;0;-6;6;0;0;0;-3;0;-3;4;-9;9;-4;-3;0;0;0;NA;0;0;0;1;1.2;1;3.4
